"Player","Pos","Season","Age","FGPer","FG3Per","FG2Per","effFGPer","FTPer","effMin","effFG","effFGA","eff3PM","eff3PA","eff2PM","eff2PA","effFTM","effFTA","effORB","effDRB","effTRB","effAST","effSTL","effBLK","effTOV","effPF","effPTS","Tm"
"Raymond Felton","PG","2017-2018",33,0.43,0.319,0.468183299389002,0.486377245508982,0.781,0.00556557356732104,0.114296711589204,0.262572431586516,0.028169014084507,0.0872754957262,0.0863505376017341,0.182208642592464,0.028169014084507,0.0375586854460094,0.0157435843128949,0.104993597951344,0.120958648543371,0.111654137116958,0.0375586854460094,0.0140845070422535,0.0447566644749743,0.0730390246618048,0.279358788414075,"OKC"
"Reggie Bullock","SF","2017-2018",26,0.451272727272727,0.283863636363636,0.489931818181818,0.501613636363636,0.744636363636364,0.00643592941611234,0.17288713439799,0.380315808361744,0.0415395657635026,0.115018840839763,0.131706441772833,0.265476404091154,0.0853220886416652,0.111250672887134,0.0413601291943298,0.154315449488606,0.195585860398349,0.123272923021712,0.0343621029965907,0.0214426700161493,0.0660326574555894,0.0866678629104611,0.473443387762426,"DET"
"Reggie Jackson","PG","2017-2018",27,0.413390279809341,0.344002262749071,0.434183913261656,0.451785961768484,0.879280437756498,0.00681118791068048,0.204181607999231,0.487752114561228,0.0447478451557455,0.116513851389749,0.143154957672579,0.358482475905131,0.0750861581933591,0.0856511605325116,0.0154823461413482,0.0680154057781509,0.0791111760494817,0.195207717614338,0.0301415295906115,0.00333156193093556,0.0834753942823131,0.0882178856263155,0.530578395504645,"DET"
"Richard Jefferson","SF","2017-2018",37,0.456696450996451,0.351526446245498,0.451192893401015,0.5641190625,0.676219325153374,0.00440101528122446,0.0789115516349383,0.162920912159487,0.0355819828135575,0.0966779679607334,0.037293535934002,0.0636932293029704,0.0472996860316397,0.0662195604442956,0.0124311786446673,0.113914282524517,0.12277625443655,0.0520720656475738,0.0157898265689254,0.0049031849279518,0.0265391525204628,0.111609612447698,0.225662260484056,"CLE"
"Richaun Holmes","C","2017-2018",24,0.545023255813953,0.348771428571429,0.589767857142857,0.58533908045977,0.718945525291829,0.00521306228117026,0.194944949396133,0.3579189270913,0.022627538769194,0.0679943100995732,0.181500470127434,0.29125088006667,0.0573977942398995,0.0757798508460079,0.0701801817826079,0.183112731499828,0.268049305419683,0.0516746411483254,0.0385270202835589,0.0449481903308187,0.0497607655502392,0.104407794498944,0.464198684512613,"PHI"
"Ricky Rubio","PG","2017-2018",27,0.403870302304118,0.288266846361186,0.455823684210526,0.450223262426102,0.877805280415909,0.00830407823122656,0.0988328226803404,0.265539109874071,0.0309894395090336,0.118015828455543,0.0762563937409613,0.175096285206969,0.09193883359555,0.0926455856719542,0.0317306203350986,0.0843548383244721,0.113027354853676,0.268649967466384,0.0548784025326567,0.00273774163845086,0.076593047292606,0.0807639693580034,0.318722456096876,"UTA"
"Robert Covington","SF","2017-2018",27,0.403575688073395,0.364,0.5093,0.529846153846154,0.840266666666667,0.00782082282029717,0.151345224994893,0.361023206751055,0.0676785780964116,0.198162876666293,0.0788453144411241,0.16624424250771,0.0931744940888026,0.113190497115398,0.0448964904110749,0.162784540898057,0.204371730902802,0.0432961979028043,0.0578886201589346,0.0300778074555801,0.0625058579451468,0.0974110809640945,0.456474960208215,"PHI"
"Robin Lopez","C","2017-2018",29,0.481932653061224,0,0.481,0.480951120162933,0.755237430167598,0.00673692995208098,0.144761423882858,0.314163090128755,0,0,0.144761423882858,0.31390891287137,0.0333438287153652,0.0432182028748552,0.0989947552447552,0.116565252928889,0.215952468584048,0.0331777597402597,0.00764462809917356,0.0504120879120879,0.041282835552357,0.0679711033508384,0.318547960844838,"CHI"
"Rodney Hood","SG","2017-2018",25,0.426452261306533,0.343980392156863,0.460321285140562,0.486750524109015,0.782106164383562,0.00679347826086957,0.163640690065437,0.382040190213223,0.0496002610540055,0.122173274596182,0.105704697986577,0.236617688010877,0.0531271561345834,0.0712695603004265,0.0130541012216405,0.131830211577547,0.137073466909533,0.0608998260004971,0.0241894353369763,0.00560975609756098,0.0429416498118788,0.0825583292543645,0.451784607192069,"UTA"
"Rodney McGruder","SG","2017-2018",26,0.416990338164251,0.325735849056604,0.457630901287554,0.457193116634799,0.630205761316872,0.0063834406890063,0.10527950310559,0.26780436312456,0.0334325396825397,0.107219007005787,0.0776112528344671,0.164926108374384,0.0336309523809524,0.0475219979296066,0.0532019704433498,0.0852958937198068,0.138504284564067,0.0636810279667423,0.027330580325972,0.00731038684130369,0.0359599580029688,0.0605992593423858,0.298493610337688,"MIA"
"Ron Baker","SG","2017-2018",24,0.381452054794521,0.295692537313433,0.447867298578199,0.448309236947791,0.659520942408377,0.00497060104529617,0.0944279491398277,0.257815565729235,0.0318290821887944,0.121721456994184,0.0621417797888386,0.139746235643619,0.0268118977796397,0.0451951346054073,0.00954872465663832,0.104539579334926,0.105089169204002,0.114941278816877,0.0448297407060294,0.00954872465663833,0.058869395711501,0.0829951941063052,0.255042818864818,"NYK"
"Rondae Hollis-Jefferson","SF","2017-2018",23,0.451377760769735,0.240488883260669,0.4790194092827,0.467440902456268,0.732241899189919,0.00568738046920098,0.138537001111263,0.30015931678826,0.00884955752212389,0.0398230088495575,0.128423013243321,0.26893997017713,0.111063539517761,0.153968335399655,0.0532998403252471,0.21621544530205,0.272216991662824,0.0855896857587268,0.0532594540686019,0.027212496869014,0.0700411057821502,0.100224628350874,0.393472550452132,"BRK"
"Royce O'Neal",NA,"2017-2018",NA,0.458333333333333,0.441176470588235,0.473684210526316,0.559,0.777777777777778,0.00815548780487805,0.102803738317757,0.224299065420561,0.0467289719626168,0.105919003115265,0.0560747663551402,0.118380062305296,0.0654205607476635,0.0841121495327103,0.0623052959501558,0.118380062305296,0.180685358255452,0.105919003115265,0.0373831775700935,0.00934579439252336,0.0529595015576324,0.0716510903426791,0.314641744548287,"UTA"
"Rudy Gay","SF","2017-2018",31,0.45280193236715,0.365409322121873,0.476518976628159,0.499604464303212,0.86722442410198,0.00800606690448786,0.189098860375172,0.400899919135276,0.0389875233416509,0.113264885445582,0.138878070681717,0.289555494889683,0.0969426523152356,0.122766881677311,0.0351561162591642,0.149478322913494,0.186207839075137,0.0768424013616321,0.0465205272897581,0.0275488939622967,0.0733153769710373,0.0774598101642127,0.512844305350504,"SAS"
"Rudy Gobert","C","2017-2018",25,0.658402173913043,0,0.659409747292419,0.658402173913043,0.679789743589744,0.0122275053709086,0.150013866828026,0.231155208949481,0,0,0.150013866828026,0.22662275387204,0.120726306091572,0.155282102074945,0.10939364142904,0.292625054248354,0.406517052709101,0.0392435735356089,0.0209299058856581,0.0706457377861034,0.0528001584995377,0.0872079411902421,0.390629373640807,"UTA"
"Russell Westbrook","PG","2017-2018",29,0.421328293736501,0.418696551724138,0.45225,0.476948207171315,0.841219239373602,0.00800661942430235,0.270574001881973,0.636286239189855,0.0793296855971596,0.19552314078442,0.195161060894079,0.448500338391418,0.231583723988617,0.264686899845842,0.0539441862060685,0.30184393790751,0.347083817951221,0.315259224036733,0.0623589673918812,0.0121253547706436,0.149213603979029,0.0723030414101338,0.833624382947495,"OKC"
"Ryan Anderson","PF","2017-2018",29,0.412823809523809,0.412789522017982,0.429398740122405,0.538757064494681,0.84945686954576,0.0072057535959975,0.156537929376847,0.388406990052608,0.112763097654962,0.260954778133531,0.0569706192293181,0.133066551849019,0.0566930532085083,0.0687554410977178,0.0553620646878271,0.0878673711280036,0.143187989448229,0.0265076602867457,0.013882885792119,0.0065181883736892,0.0268382054502943,0.0677915671119885,0.488027293151764,"HOU"
"Salah Mejri","C","2017-2018",31,0.444866666666667,0.348266666666667,0.4795,0.5099,0.767833333333333,0.00585027100271003,0.138535031847134,0.30819339895773,0.0382165605095541,0.106543138390272,0.10002895193978,0.201071221771859,0.0560220034742328,0.0745512449334105,0.0448755066589462,0.135639837869137,0.180515344528083,0.0703532136653156,0.0328604516502606,0.0167921250723799,0.0414012738853503,0.075854082223509,0.371308627678054,"DAL"
"Sam Dekker","SF","2017-2018",23,0.436016393442623,0.301786885245902,0.481196721311475,0.493950819672131,0.699147540983607,0.00449986671997868,0.156608663457979,0.34292854498334,0.0412810070344317,0.117086264346538,0.115420214735283,0.22611995557201,0.0631247686042207,0.0837652721214365,0.0429470566456868,0.126434653831914,0.169011477230655,0.0744168826360607,0.0302665679378008,0.0185116623472788,0.0507219548315439,0.0843206219918549,0.416790077748982,"LAC"
"Sean Kilpatrick","SG","2017-2018",28,0.437366964827168,0.329016548612868,0.497453493444769,0.506339089894281,0.839203881987578,0.00629775828547643,0.176721211316276,0.401360197228949,0.0543647619419086,0.156533697422847,0.124661107480929,0.255588324606881,0.108579148773653,0.137549305147529,0.0140011560566397,0.144261832179309,0.16066232227787,0.0791122930287299,0.0294161627411555,0.00383775789491776,0.0746008800258311,0.0673365315284973,0.524817650957839,"BRK"
"Semaj Christon","PG","2017-2018",25,0.352801507537688,0.195445859872611,0.399289256198347,0.358131578947368,0.598453257790368,0.00326372400892151,0.0803324099722992,0.240523588764658,0.00976547180170994,0.0604166666666667,0.073016089446414,0.185659901157388,0.0291919261504547,0.0334614626453775,0.019078947368421,0.0789861822698339,0.0992144808743169,0.121092434401886,0.0254385964912281,0.00620514354066986,0.0463974776969653,0.0794258373205742,0.194620091355331,"OKC"
"Semi Ojeleye",NA,"2017-2018",NA,0.491803278688525,0.428571428571429,0.534246575342466,0.574,0.777777777777778,0.00866361788617886,0.175953079178886,0.357771260997067,0.06158357771261,0.143695014662757,0.114369501466276,0.214076246334311,0.143695014662757,0.18475073313783,0.0674486803519062,0.134897360703812,0.19941348973607,0.0439882697947214,0.0117302052785924,0.0117302052785924,0.0410557184750733,0.0527859237536657,0.55425219941349,"BOS"
"Serge Ibaka","PF","2017-2018",28,0.492054794520548,0.391,0.5339625,0.557767782426778,0.8501689373297,0.00814575547469184,0.174281021186559,0.37077432938709,0.0521172638436482,0.130293159609121,0.122890463657189,0.24155349536457,0.0476354352575851,0.0532307086053014,0.0537459283387622,0.181429878111819,0.233177376369559,0.0296321780185192,0.0175879499160252,0.0548652650281315,0.0434430308790476,0.0811736907076602,0.472292345276873,"TOR"
"Seth Curry","PG","2017-2018",27,0.485453703703704,0.428072289156626,0.499777282850779,0.582113879003558,0.817924528301887,0.00864134798755395,0.150622406639004,0.354578240981879,0.0742764351896074,0.161142989535467,0.0775933609958506,0.159711689798254,0.0346258406066676,0.0398433970787532,0.00853787080258997,0.079245588473369,0.0907974805167076,0.0972559494900437,0.0388094373865699,0.00344827586206897,0.0421442447790189,0.0636711479995839,0.414877277518446,"DAL"
"Shabazz Muhammad","SF","2017-2018",25,0.488442103374728,0.33510372954646,0.543243489156963,0.539384268649989,0.794103319068991,0.004996915108745,0.179229429135537,0.385471477045703,0.0333058346399765,0.10213760569852,0.145499851489767,0.280164385341766,0.111611370667695,0.135499959900312,0.0633555269186713,0.0846558380452564,0.14044829740706,0.0221298038977597,0.014742313867041,0.00630141622409664,0.0372559100894029,0.052678816539385,0.502731031583131,"MIN"
"Shabazz Napier","PG","2017-2018",26,0.384222222222222,0.321414141414141,0.445028571428571,0.454682634730539,0.689668773704172,0.00254908691739589,0.136131958762887,0.359503412225933,0.045360824742268,0.156886448589572,0.0825927242564285,0.192716356598333,0.0567216494845361,0.0810309278350515,0.0145751866334874,0.0996690379274927,0.119602845512991,0.143645735707591,0.0680175376229411,0,0.0932811944543192,0.0654078061399171,0.40370028044397,"POR"
"Shaun Livingston","PG","2017-2018",32,0.554261061946903,0.333,0.547624190064795,0.563575221238938,0.686684782608696,0.00624109585137907,0.155000487750754,0.261978266352241,0,0,0.151900477995739,0.248892599968029,0.0234358652437748,0.0313526070206208,0.0195400330993551,0.0974995014955135,0.110152147373816,0.0900687616864708,0.0330150159158709,0.0169491525423729,0.0425499666708425,0.0919530969381418,0.321110948350227,"GSW"
"Shelvin Mack","PG","2017-2018",27,0.436171599673179,0.34288762245316,0.464699537222973,0.520384946292627,0.705369344519787,0.00566307956926875,0.135425869354537,0.306175500098462,0.0405393162883816,0.127497638548184,0.0773644356022449,0.159495351721985,0.035589548984104,0.0545919341828199,0.0164800945895414,0.0758920002689602,0.0850670872225584,0.115257384115741,0.0288550216438351,0.00489302400929233,0.062723278608084,0.0909576450443191,0.361379763863627,"ORL"
"Sindarius Thornwell",NA,"2017-2018",NA,0.395480225988701,0.343511450381679,0.432432432432432,0.450333333333333,0.781609195402299,0.00826558265582655,0.14344262295082,0.362704918032787,0.0461065573770492,0.13422131147541,0.098360655737705,0.227459016393443,0.139344262295082,0.17827868852459,0.0522540983606558,0.119877049180328,0.173155737704918,0.0901639344262295,0.0502049180327868,0.0184426229508197,0.0717213114754098,0.0686475409836065,0.470286885245902,"LAC"
"Skal Labissiere","PF","2017-2018",21,0.526649659863946,0.375,0.548876407745068,0.545296849087894,0.719994690335728,0.0050755667061879,0.209830858870688,0.391771284976438,0.00605816059075201,0.0138532142602095,0.194293311777638,0.352763268559919,0.100590428886416,0.128942483255788,0.0749184487230515,0.180777447461954,0.259344209120495,0.0384150027331042,0.0266925876306557,0.0209353304221935,0.0583980894651017,0.106956779946093,0.522351538925669,"SAC"
"Solomon Hill","SF","2017-2018",26,0.378494117647059,0.376408163265306,0.428910638297872,0.480141071428571,0.781455431754875,0.00936302834886987,0.0813225379137667,0.210817468201434,0.0434158746395033,0.117444349023296,0.0385542011772673,0.0918491498859304,0.0413393191170969,0.0484746647317536,0.0149319279754062,0.117238799231136,0.139809863339275,0.0619944525484943,0.0288676236044657,0.0134680134680135,0.0332113138652648,0.0739219566678475,0.24015965138231,"NOP"
"Spencer Dinwiddie","PG","2017-2018",24,0.46919298245614,0.243421052631579,0.510982456140351,0.510438596491228,0.614087719298246,0.00450631151048353,0.154401582591494,0.326211671612265,0.0303659742828882,0.0902077151335312,0.124727992087043,0.236102868447082,0.061028684470821,0.0864490603363007,0.0492581602373887,0.132245301681503,0.181305637982196,0.0735905044510386,0.0300692383778437,0.0281899109792285,0.0484668644906034,0.0897131552917903,0.4,"BRK"
"Stanley Johnson","SF","2017-2018",21,0.359660377358491,0.306634844868735,0.41263908045977,0.432001862197393,0.725827586206897,0.00512134550153449,0.11339328614725,0.301703095011832,0.0297654247979499,0.108414468513126,0.0712025420119894,0.168462890774287,0.0345650027018466,0.0435519034043267,0.0322192063291672,0.107242184892647,0.138327689135817,0.0829643064106849,0.0362932528369389,0.0198436165319666,0.0501903233203394,0.0877296730886945,0.301068227615268,"DET"
"Stephen Curry","PG","2017-2018",29,0.453006864988558,0.394224489795918,0.510208242950108,0.558003992015968,0.880248837209302,0.00758155071304811,0.258023067059824,0.573210001398747,0.124556524062855,0.356820605364613,0.133577005574046,0.269265393329765,0.0977766206717001,0.121651373179567,0.0206510056809458,0.101812428654397,0.126253886089713,0.161220669056729,0.0497836744094229,0.00668108227988467,0.095041560236171,0.0706522734347818,0.769099968002925,"GSW"
"Stephen Zimmerman","C","2017-2018",21,0.4271,0.250966666666667,0.478366666666667,0.4684,0.6676,0.00442750677506775,0.172341239479725,0.373565416985463,0.0336648814078041,0.102142310635042,0.139058913542464,0.271423106350421,0.0734506503442999,0.0990818668706963,0.052601377199694,0.13867635807192,0.190895179801071,0.0717291507268554,0.0271614384085692,0.0212318286151492,0.0573833205814843,0.0910482019892885,0.451989288446825,"LAL"
"Sterling Brown",NA,"2017-2018",NA,0.51530612244898,0.464788732394366,0.53968253968254,0.612666666666667,0.825396825396825,0.00709688346883468,0.120525059665871,0.233890214797136,0.0393794749403342,0.0847255369928403,0.0811455847255372,0.15035799522673,0.0620525059665871,0.0751789976133652,0.0525059665871123,0.132458233890215,0.184964200477327,0.0918854415274465,0.041766109785203,0.0131264916467781,0.0608591885441528,0.0894988066825777,0.342482100238664,"MIL"
"Steven Adams","C","2017-2018",24,0.572372703754997,0,0.573406875684027,0.573320722564054,0.574505731680732,0.00730041377444008,0.163645846723389,0.294348350911413,0,0,0.163645846723389,0.294348350911413,0.0653971125129281,0.102305350562427,0.109256174836185,0.127639192306307,0.238324679385205,0.031629247794922,0.041147012357435,0.0300148606014651,0.059806302351441,0.07585733991898,0.400526126775636,"OKC"
"T.J. Leaf",NA,"2017-2018",NA,0.614678899082569,0.470588235294118,0.641304347826087,0.652,0.7,0.00759654471544715,0.224080267558528,0.364548494983278,0.0267558528428094,0.0568561872909699,0.197324414715719,0.307692307692308,0.0702341137123746,0.100334448160535,0.0735785953177258,0.20066889632107,0.274247491638796,0.0802675585284281,0.020066889632107,0.0367892976588629,0.0501672240802676,0.0836120401337793,0.545150501672241,"IND"
"T.J. McConnell","PG","2017-2018",25,0.445718342759353,0.176491590716903,0.48120342964529,0.452321718226208,0.80810147525469,0.00650836561590103,0.107555103525518,0.236937327490834,0.00369170178112796,0.0285883749170837,0.0993755138462271,0.20839333830123,0.032788176507293,0.0392918889755379,0.0214980442320392,0.100474481326181,0.123211536487875,0.235911892138323,0.063564428487844,0.00324737887685962,0.0820354008244154,0.0616176276140931,0.258248956788315,"PHI"
"T.J. Warren","SF","2017-2018",24,0.514699847299103,0.237363698654838,0.569104518845356,0.545190168625163,0.782126310753923,0.00768342598135322,0.183557819419937,0.369657578777116,0.0128001648974544,0.0467041049232124,0.162736239469999,0.304445386356285,0.04778198522704,0.0658328499112575,0.0444743983614951,0.101268491284312,0.143865816203496,0.0356826456662566,0.0385383572783952,0.0155937907887376,0.0300095314783583,0.081838133640553,0.429554657921832,"PHO"
"T.J. Williams",NA,"2017-2018",NA,0.460674157303371,0.328571428571429,0.51530612244898,0.503666666666667,0.696774193548387,0.00801998644986451,0.129883843717001,0.281942977824709,0.0242872228088701,0.0739176346356915,0.106652587117212,0.206969376979936,0.114044350580781,0.163674762407603,0.0200633579725448,0.0887011615628299,0.108764519535375,0.118268215417106,0.0263991552270327,0.00527983104540655,0.0739176346356915,0.0591341077085534,0.399155227032735,"CHO"
"Taj Gibson","PF","2017-2018",32,0.528470824949698,0.231,0.529341317365269,0.530523138832998,0.765375,0.00727196366351419,0.177890671420083,0.351996434937611,0,0.00784313725490196,0.174105763517528,0.342427871320223,0.0678699735965026,0.0660826032540676,0.0761805826083193,0.167454021209702,0.239021451840924,0.0280483054148812,0.0197777130654242,0.0326048041297198,0.0433495691270139,0.0807058823529412,0.38523153942428,"MIN"
"Tarik Black","C","2017-2018",26,0.518025797432965,0.5,0.519372487086416,0.520057271148388,0.72230865308461,0.00432989705658766,0.115810353577112,0.243429743875862,0,0,0.11445346112688,0.23736172015235,0.0543078098000406,0.0782627187220907,0.123035994148672,0.172802706159564,0.290844962348879,0.0404014866823762,0.0247111499785715,0.046059708827573,0.0500264752271465,0.156716367344623,0.295063629016248,"HOU"
"Taurean Waller-Prince","SF","2017-2018",23,0.37558215205274,0.265396877360866,0.432563117110361,0.425829578578133,0.758366503443557,0.00469297100108899,0.123837351087968,0.328316650184797,0.0268656391898581,0.0970415974565761,0.092701239741575,0.219454985854713,0.066483890552425,0.0894575933555381,0.0271448404415405,0.143254875079077,0.16820128386654,0.0437256434179547,0.0473039500999166,0.0301204819277108,0.0681894569857721,0.0997506302308308,0.33902564879877,"ATL"
"Taylor Braun",NA,"2017-2018",NA,0.480216592535293,0.374650455927052,0.529835069690862,0.540548387096774,0.721353228092938,0.0071011861832328,0.15921776067965,0.331554059469424,0.0395159092730624,0.105474072293019,0.119672998316903,0.225868397852048,0.0962474953915205,0.133426304400096,0.0522016510379098,0.138312094253426,0.190260479281879,0.0765985413160215,0.0319147230904865,0.0241147711789693,0.0644930672437283,0.0807245331409793,0.45386551254308,"UTA"
"Terrance Ferguson",NA,"2017-2018",NA,0.476979742173112,0.381188118811881,0.533527696793003,0.545777777777778,0.752747252747253,0.00516316621499548,0.141607435757245,0.296883542919628,0.0420995079278295,0.110442864953526,0.100054674685621,0.187534171678513,0.074904319300164,0.099507927829415,0.0606889010388189,0.125205030071077,0.186440677966102,0.0716238381629308,0.0328048113723347,0.0196828868234008,0.0601421541826134,0.106615636960088,0.400218698742482,"OKC"
"Terrence Ross","SF","2017-2018",26,0.435615950811696,0.357123781512605,0.504889260658392,0.534914225385948,0.79113559403838,0.00647062935649064,0.166951152901341,0.375839122106584,0.0645843239470529,0.201997428565539,0.0902239475498223,0.167683114466772,0.0293054326205145,0.0392557736032136,0.00913729749121321,0.0964495335025941,0.111383053124069,0.0463743004751321,0.0457641574464605,0.0144715256620577,0.0388205339470145,0.0671853101486503,0.428523618016859,"ORL"
"Terry Henderson",NA,"2017-2018",NA,0.438775510204082,0.380952380952381,0.514285714285714,0.557,0.756756756756757,0.00785060975609756,0.13915857605178,0.317152103559871,0.0776699029126214,0.203883495145631,0.058252427184466,0.113268608414239,0.0906148867313916,0.119741100323625,0.0226537216828479,0.0776699029126214,0.100323624595469,0.0517799352750809,0.0226537216828479,0.0194174757281553,0.0517799352750809,0.0776699029126214,0.446601941747573,"CHO"
"Terry Rozier","PG","2017-2018",23,0.436016393442623,0.301786885245902,0.481196721311475,0.493950819672131,0.699147540983607,0.00449986671997868,0.156608663457979,0.34292854498334,0.0412810070344317,0.117086264346538,0.115420214735283,0.22611995557201,0.0631247686042207,0.0837652721214365,0.0429470566456868,0.126434653831914,0.169011477230655,0.0744168826360607,0.0302665679378008,0.0185116623472788,0.0507219548315439,0.0843206219918549,0.416790077748982,"BOS"
"Thabo Sefolosha","SF","2017-2018",33,0.404397683324725,0.314365044525273,0.438974526245179,0.459377978482322,0.64595241703553,0.00511431347976751,0.10391668054735,0.252869906299683,0.0272659992444465,0.0792155310453448,0.070575301553925,0.161265959445641,0.0298680339950703,0.0561972140052156,0.0366607827427597,0.154550547445978,0.201489995588564,0.0635753992525267,0.0540371238133425,0.0204842204599295,0.0325825326348017,0.0559801481218054,0.267805122806672,"UTA"
"Thaddeus Young","PF","2017-2018",29,0.515493449781659,0.312585139318885,0.55581236673774,0.553488372093023,0.544165796344647,0.00746377843155864,0.15678701986755,0.304205575903935,0.0205624582295401,0.0739894953185659,0.133913766380161,0.237786850549601,0.0203165338421821,0.0371342564720048,0.0625734975552392,0.137522642404737,0.197260264900662,0.0485756219795955,0.0432042791645441,0.0132450331125828,0.0423228894206689,0.0522425155941825,0.357723041579235,"IND"
"Thomas Bryant",NA,"2017-2018",NA,0.593333333333333,0.363636363636364,0.62992125984252,0.6265,0.710843373493976,0.00644054878048781,0.175542406311637,0.29585798816568,0.0157790927021696,0.0433925049309665,0.157790927021696,0.250493096646943,0.116370808678501,0.16370808678501,0.0828402366863905,0.161735700197239,0.244575936883629,0.0493096646942801,0.0256410256410256,0.0473372781065089,0.0788954635108481,0.116370808678501,0.483234714003945,"LAL"
"Thon Maker","C","2017-2018",21,0.4271,0.250966666666667,0.478366666666667,0.4684,0.6676,0.00442750677506775,0.172341239479725,0.373565416985463,0.0336648814078041,0.102142310635042,0.139058913542464,0.271423106350421,0.0734506503442999,0.0990818668706963,0.052601377199694,0.13867635807192,0.190895179801071,0.0717291507268554,0.0271614384085692,0.0212318286151492,0.0573833205814843,0.0910482019892885,0.451989288446825,"MIL"
"Tim Hardaway 2","SG","2017-2018",25,0.456120689655172,0.371362068965517,0.525864055299539,0.534675324675325,0.770495305164319,0.00581726986624705,0.199993068504873,0.429525875038466,0.0667964270625867,0.182111335320908,0.13280558304255,0.262199791159067,0.0886587771203156,0.103180473372781,0.0162258527277539,0.0911463118820978,0.0987128074258953,0.0768341849755404,0.0258686087088454,0.00873485488870104,0.0382333027997929,0.0454212454212454,0.511765763770981,"NYK"
"Tim Quarterman","SG","2017-2018",23,0.436016393442623,0.301786885245902,0.481196721311475,0.493950819672131,0.699147540983607,0.00449986671997868,0.156608663457979,0.34292854498334,0.0412810070344317,0.117086264346538,0.115420214735283,0.22611995557201,0.0631247686042207,0.0837652721214365,0.0429470566456868,0.126434653831914,0.169011477230655,0.0744168826360607,0.0302665679378008,0.0185116623472788,0.0507219548315439,0.0843206219918549,0.416790077748982,"HOU"
"Timofey Mozgov","C","2017-2018",31,0.522836956521739,0,0.526421412300683,0.532405566600398,0.832072538860104,0.00432176360225141,0.156206393996713,0.315718650076376,0,0,0.156206393996713,0.299451865046243,0.052334030058724,0.063309456623978,0.0885776997366111,0.147815257999892,0.230385698416389,0.0423232005490577,0.0145486001887386,0.0254600503302925,0.0590681905560798,0.142227465917923,0.372532338166185,"BRK"
"Timothe Luwawu-Cabarrot","SF","2017-2018",22,0.421052132701422,0.347877470355731,0.467213114754098,0.49077037037037,0.789507917174178,0.00544783197831978,0.123214050204423,0.296461507618284,0.0438570991432068,0.12608916003672,0.0832190653795524,0.170740530352353,0.0969629742962056,0.129837729954877,0.0268538832821413,0.109417882420916,0.13454011741683,0.0838386680003334,0.0240440240657179,0.00699319877139096,0.0615401491882405,0.109439124487004,0.362074715342576,"PHI"
"Tobias Harris","PF","2017-2018",25,0.473517777777778,0.360959770114943,0.538125786163522,0.54944262295082,0.817325737265415,0.00885322800272338,0.189526502916847,0.398974227273727,0.0398622027316496,0.116320318169395,0.14731356083953,0.269005451859131,0.0564923529617651,0.076201117214921,0.027724236263301,0.149294240731412,0.165341494601087,0.0506345662300126,0.0264175544730459,0.0177604032306074,0.0330050431705965,0.0482113500507371,0.472338840041425,"DET"
"Tomas Satoransky","SG","2017-2018",26,0.41705,0.215004608294931,0.481316742081448,0.448011013215859,0.725808266360505,0.00355478704040772,0.0792380952380952,0.205170068027211,0.0195879770347855,0.0573714077940966,0.0781954887218045,0.156162539412619,0.0350249646024294,0.0534845049130763,0.0303582270795386,0.075876504447933,0.120446747937806,0.127321850726106,0.0381414701803051,0.00789115646258504,0.0438296903460838,0.0918336369156042,0.214481632653061,"WAS"
"Tony Allen","SG","2017-2018",36,0.376778846153846,0.59492,0.38876976744186,0.393789473684211,0.439725,0.00548073296454614,0.104301075268817,0.271955396256472,0.00740740740740741,0.0370848267622461,0.089859387923904,0.240742333731581,0.00463560334528076,0.0139068100358423,0.0639713261648746,0.141275530522842,0.205382981547856,0.048673835125448,0.0423826591568527,0.0139068100358423,0.0454289127837515,0.082778631165728,0.214267887959644,"NOP"
"Tony Bradley",NA,"2017-2018",NA,0.574468085106383,0,0.574468085106383,0.573,0.607142857142857,0.00370934959349593,0.184931506849315,0.321917808219178,0,0,0.184931506849315,0.321917808219178,0.116438356164384,0.191780821917808,0.178082191780822,0.178082191780822,0.349315068493151,0.0410958904109589,0.0205479452054795,0.0410958904109589,0.0479452054794521,0.123287671232877,0.486301369863014,"UTA"
"Tony Parker","PG","2017-2018",35,0.485443310463122,0.319508521050561,0.507007605820106,0.503256669833507,0.729923872408381,0.00500017803097739,0.163474890913664,0.350835575943124,0.0130796736738947,0.0454541057300736,0.150543601931504,0.29250119837301,0.0389312864332239,0.059468754988566,0.00390565940623361,0.0762072940607994,0.0776552750538492,0.185493308407994,0.0181262534447186,0,0.0496529263233149,0.0662254162509034,0.368021765812938,"SAS"
"Tony Snell","SG","2017-2018",26,0.479615809726543,0.418546791277259,0.574548096977343,0.616556013488198,0.795331456901427,0.00759011924409267,0.119914249229163,0.242443775037255,0.0560316593886463,0.140559768040889,0.0547877680609915,0.0910637103693059,0.0208521238721876,0.0244539586959812,0.00820990726610732,0.0824935932204815,0.0941445763114819,0.0407029467731995,0.0291795371720656,0.00562180227760357,0.0277415808661252,0.0479961676451403,0.294285328743883,"MIL"
"Treveon Graham","SG","2017-2018",24,0.46919298245614,0.243421052631579,0.510982456140351,0.510438596491228,0.614087719298246,0.00450631151048353,0.154401582591494,0.326211671612265,0.0303659742828882,0.0902077151335312,0.124727992087043,0.236102868447082,0.061028684470821,0.0864490603363007,0.0492581602373887,0.132245301681503,0.181305637982196,0.0735905044510386,0.0300692383778437,0.0281899109792285,0.0484668644906034,0.0897131552917903,0.4,"CHO"
