"Rk","Player","Class","Season","Pos","School","Conf","G","MP","FG","FGA","2P","2PA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS%","eFG%","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","PProd","ORtg","DRtg","OWS","DWS","WS","OBPM","DBPM","BPM"
"1766","Jordan Roper","SR","2015-16","G","Clemson","ACC","31","33.2","3.1","8.4","1.8","4.6","1.3","3.7","1.4","1.8","0.5","2.2","2.7","3.8","1.3","0.1","1.3","1.3","8.8","13.5",".477",".446","1.8","7.6","4.8","22.5","2.4","0.4","12.0","17.1","302","107.4","104.6","1.4","1.2","2.6","2.0","1.5","3.4"
"1767","Kendall Smith","JR","2015-16","G","Cal State Northridge","Big West","21","34.3","4.9","12.7","3.9","8.9","1.0","3.9","4.4","6.5","0.6","2.4","3.0","3.0","1.1","0.0","2.3","2.0","15.3","13.5",".483",".427","1.8","7.5","4.7","19.1","1.9","0.1","12.9","26.0","307","97.2","108.1","0.5","0.6","1.1","-0.6","-2.7","-3.3"
"1768","Quincy Smith","SR","2015-16","G","Hawaii","Big West","34","26.6","3.0","6.6","2.5","4.9","0.5","1.7","1.6","3.3","0.9","2.4","3.2","2.5","1.7","0.1","1.5","2.1","8.1","13.5",".493",".493","3.8","9.8","6.9","17.4","3.5","0.5","15.4","17.8","289","101.2","94.2","0.7","2.0","2.7","-0.2","3.1","2.9"
"1769","Isaac Thornton","JR","2015-16","G","San Jose State","MWC","31","19.4","1.6","4.0","1.3","2.8","0.4","1.2","1.6","2.3","0.5","2.2","2.7","2.5","1.4","0.5","1.6","2.5","5.3","13.5",".512",".456","2.5","12.7","7.6","24.8","4.0","2.7","23.9","17.0","185","97.1","99.5","0.3","1.0","1.3","-2.3","2.9","0.6"
"1770","Jeremie Tyler","SO","2015-16","G","Ball State","MAC","35","22.7","3.3","8.4","1.6","3.7","1.7","4.7","0.9","1.2","0.2","1.5","1.6","1.0","0.7","0.3","0.7","1.7","9.1","13.5",".510",".491","0.9","7.1","4.2","9.4","1.8","1.7","7.7","22.6","274","103.1","102.9","0.9","1.1","2.0","-0.3","-1.5","-1.8"
"1771","Leo Vincent","JR","2015-16","G","Southern Illinois","MVC","32","21.3","2.6","6.2","1.4","2.8","1.1","3.4","1.9","2.2","0.4","1.6","2.0","1.1","0.8","0.0","1.5","1.5","8.1","13.5",".563",".508","2.2","9.4","5.6","9.5","2.1","0.2","17.2","20.2","241","106.1","102.3","0.9","1.0","1.9","1.0","-0.6","0.4"
"1772","Jonathan Wade","JR","2015-16","G","Norfolk State","MEAC","33","16.1","1.9","4.8","1.3","3.1","0.6","1.7","1.5","1.8","1.0","1.7","2.7","0.6","0.4","0.1","0.9","1.7","5.9","13.5",".523",".459","7.2","11.6","9.5","7.5","1.4","0.4","13.5","20.3","189","107.6","110.1","0.8","0.4","1.2","-1.0","-4.2","-5.2"
"1773","Tevonn Walker","SO","2015-16","G","Valparaiso","Horizon","31","22.6","3.1","7.9","2.2","4.9","0.9","3.0","1.7","2.6","0.9","2.5","3.4","1.6","0.8","0.1","1.3","2.4","8.8","13.5",".484",".453","4.5","11.4","8.1","14.0","2.0","0.5","12.7","22.8","266","103.0","94.2","0.8","1.5","2.4","-0.8","1.9","1.1"
"1774","Kevin Ware","SR","2015-16","G","Georgia State","Sun Belt","30","35.5","3.8","9.1","3.1","7.0","0.7","2.1","3.2","4.1","0.4","3.4","3.7","3.1","1.2","0.5","2.6","2.3","11.6","13.5",".527",".462","1.3","11.7","6.5","18.4","2.1","1.7","19.1","21.0","353","98.1","100.7","0.7","1.7","2.4","-1.2","1.3","0.1"
"1775","Willie Wiley","JR","2015-16","F","Evansville","MVC","18","7.1","0.9","1.9","0.9","1.9","0.0","0.0","0.7","1.1","0.8","1.2","2.0","0.1","0.3","0.2","0.6","1.1","2.4","13.5",".494",".457","14.4","18.9","16.9","3.1","2.3","3.3","19.8","22.8","46","93.2","91.2","0.0","0.3","0.3","-4.4","1.8","-2.6"
"1776","Rakiya Battle","JR","2015-16","G","Alabama A&M","SWAC","29","26.1","1.7","5.3","1.1","3.3","0.6","2.1","2.3","2.9","0.6","1.9","2.4","5.3","0.9","0.1","2.0","1.4","6.3","13.4",".469",".377","2.4","8.6","5.4","39.4","2.0","0.3","23.2","17.3","244","102.0","109.5","0.7","0.6","1.3","-1.8","-3.6","-5.3"
"1777","Jorge Bilbao","JR","2015-16","F","Texas-Arlington","Sun Belt","35","24.4","2.6","5.6","2.5","5.4","0.1","0.2","1.6","2.6","2.6","4.5","7.1","1.6","0.7","0.5","1.7","3.2","6.9","13.4",".499",".467","10.7","19.0","14.8","11.3","1.5","2.7","20.2","16.1","267","101.8","93.3","0.7","1.9","2.6","-2.2","3.5","1.3"
"1778","Lawrence Brown","JR","2015-16","G","Mercer","Southern","33","12.5","1.4","2.5","1.4","2.5","0.0","0.0","0.7","0.9","1.1","1.4","2.5","0.2","0.3","0.2","0.5","1.8","3.5","13.4",".583",".554","10.0","12.2","11.1","2.3","1.5","2.2","15.6","14.3","108","114.0","104.4","0.6","0.5","1.1","-1.9","-0.5","-2.3"
"1779","Chris Chiozza","SO","2015-16","G","Florida","SEC","36","23.8","2.4","6.9","1.3","3.4","1.1","3.6","1.3","1.6","0.3","2.6","2.9","4.3","1.1","0.1","1.8","2.3","7.2","13.4",".469",".428","1.2","11.6","6.3","33.5","2.6","0.2","19.0","19.2","305","101.1","99.3","0.8","1.5","2.3","1.8","2.7","4.5"
"1780","Kaiser Gates","FR","2015-16","F","Xavier","Big East","30","10.4","1.0","2.2","0.5","0.9","0.4","1.3","0.8","1.5","0.8","1.8","2.6","0.2","0.4","0.2","0.4","1.7","3.2","13.4",".546",".530","8.1","18.7","13.5","2.7","2.0","2.6","12.9","15.3","92","112.0","96.2","0.4","0.6","1.1","1.9","2.9","4.8"
"1781","Xavier Hill-Mais","FR","2015-16","F","Oakland","Horizon","32","9.1","1.0","1.8","1.0","1.8","0.0","0.0","1.0","1.5","0.6","1.5","2.1","0.1","0.3","0.3","0.5","1.8","3.0","13.4",".599",".544","7.2","16.5","12.0","2.3","1.7","3.0","17.6","15.5","92","112.5","103.8","0.4","0.4","0.8","-1.9","0.2","-1.7"
"1782","DJ Hogg","FR","2015-16","F","Texas A&M","SEC","37","18.2","2.2","5.7","0.9","2.0","1.2","3.8","0.6","0.9","0.8","2.1","2.9","0.9","0.5","0.1","0.6","1.2","6.2","13.4",".504",".491","4.5","12.6","8.6","9.6","1.7","0.9","9.5","18.4","212","108.1","98.1","0.9","1.2","2.1","2.9","2.8","5.8"
"1783","Mareik Isom","JR","2015-16","F","Arkansas-Little Rock","Sun Belt","34","19.0","1.9","4.7","0.7","1.6","1.2","3.1","0.9","1.1","0.7","2.0","2.7","0.4","0.3","0.5","0.4","2.8","5.9","13.4",".566",".538","4.4","12.1","8.4","4.4","1.1","3.2","7.3","16.1","183","118.1","96.3","1.2","1.3","2.5","1.5","1.3","2.9"
"1784","Janeil Jenkins","SR","2015-16","G","Presbyterian","Big South","22","17.0","1.6","3.2","1.0","1.9","0.6","1.3","1.6","1.8","0.2","0.8","1.0","1.0","0.5","0.0","0.9","1.4","5.4","13.4",".669",".593","1.2","5.6","3.4","11.5","1.7","0.0","18.3","14.7","112","120.1","109.9","0.7","0.3","1.0","-0.6","-2.5","-3.2"
"1785","Iman Johnson","SR","2015-16","F","Samford","Southern","33","20.8","1.8","3.8","1.6","2.9","0.2","0.9","0.9","1.4","1.4","3.2","4.5","1.2","1.3","0.4","1.3","2.6","4.7","13.4",".522",".500","7.8","17.6","12.7","10.7","3.6","2.2","22.0","13.9","175","100.5","99.8","0.4","1.1","1.6","-1.5","2.8","1.2"
"1786","Jaylen Johnson","SO","2015-16","F","Louisville","ACC","31","17.5","2.3","4.9","2.2","4.5","0.1","0.3","0.5","0.8","1.6","1.9","3.5","0.5","0.3","0.3","0.5","2.0","5.0","13.4",".478",".470","10.6","12.5","11.5","4.5","1.1","2.2","9.4","16.7","159","109.4","96.4","0.8","1.1","1.8","0.5","3.1","3.6"
"1787","Que Johnson","JR","2015-16","G","Washington State","Pac-12","31","25.6","3.9","9.4","2.5","6.1","1.4","3.4","2.1","2.8","0.5","1.9","2.4","1.2","0.5","0.2","1.4","2.5","11.3","13.4",".526",".486","2.5","8.2","5.5","9.3","1.1","0.6","11.2","24.2","318","102.3","113.6","0.9","0.3","1.2","0.8","-2.0","-1.1"
"1788","Chris Jones","SO","2015-16","F","Pittsburgh","ACC","33","19.0","2.2","5.1","1.5","2.8","0.6","2.2","1.2","1.7","0.9","1.2","2.1","1.5","0.4","0.3","0.8","2.0","6.1","13.4",".522",".488","5.4","7.6","6.5","14.0","1.3","1.9","12.6","17.9","201","112.1","104.8","1.1","0.7","1.8","2.8","1.8","4.5"
"1789","Shaun Lawton","SR","2015-16","G","Maine","AEC","24","24.8","2.8","6.6","2.0","4.5","0.8","2.0","2.1","2.9","0.8","3.1","3.8","2.1","1.9","0.1","2.2","2.9","8.5","13.4",".536",".487","3.1","14.3","8.3","15.2","3.9","0.5","21.4","18.5","207","97.8","107.6","0.3","0.5","0.9","-2.2","-0.2","-2.4"
"1790","Kyle Leufroy","FR","2015-16","G","Lehigh","Patriot","32","28.4","3.7","8.2","2.3","5.0","1.4","3.2","1.8","2.3","0.4","3.6","4.0","1.6","1.0","0.2","2.3","2.3","10.5","13.4",".571",".534","1.8","14.6","8.4","11.4","2.0","0.9","19.6","21.0","304","100.4","104.4","0.8","1.1","1.9","-1.5","-0.9","-2.3"
"1791","Bernard Morena","JR","2015-16","F","Kennesaw State","A-Sun","31","21.5","2.7","5.7","2.6","5.5","0.0","0.2","1.5","2.3","1.2","2.9","4.1","1.6","0.6","0.9","1.7","3.2","6.9","13.4",".505",".472","6.4","15.4","10.8","14.3","1.7","4.2","20.4","19.6","227","96.5","108.7","0.3","0.5","0.9","-3.6","0.7","-2.9"
"1792","Jalen Morgan","SO","2015-16","F","Western Illinois","Summit","25","9.6","1.2","2.1","1.2","2.1","0.0","0.0","0.6","0.8","0.6","1.3","1.9","0.2","0.3","0.2","0.5","1.6","3.0","13.4",".588",".566","7.3","15.3","11.4","5.0","1.7","1.7","17.1","16.3","71","107.8","103.9","0.3","0.3","0.6","-2.7","-0.9","-3.6"
"1793","Jahaad Proctor","FR","2015-16","G","Iona","MAAC","32","15.2","1.9","4.2","1.4","2.3","0.5","1.9","0.8","1.1","0.5","1.5","2.0","1.1","0.4","0.1","0.7","1.0","5.1","13.4",".546",".523","3.4","10.6","7.1","12.3","1.6","0.4","12.9","17.0","158","110.1","106.7","0.7","0.5","1.2","-0.2","-1.2","-1.4"
"1794","Dont'e Reynolds","JR","2015-16","F","San Francisco","WCC","30","23.5","1.8","3.4","1.8","3.3","0.0","0.1","1.5","2.4","2.4","4.3","6.7","0.8","0.7","0.8","1.5","3.2","5.1","13.4",".562",".525","11.0","19.6","15.3","5.6","1.7","3.9","25.0","12.2","178","106.2","106.6","0.7","0.7","1.4","-1.5","2.5","1.0"
"1795","David Skara","SO","2015-16","F","Valparaiso","Horizon","29","19.7","2.3","5.3","1.6","3.1","0.7","2.2","1.1","1.5","1.2","1.8","3.1","1.5","0.3","0.3","1.3","2.1","6.5","13.4",".542",".510","7.1","9.8","8.5","14.6","1.0","1.5","18.3","18.4","195","108.1","96.5","0.8","1.1","2.0","0.2","2.2","2.4"
"1796","Brandon Taylor","SR","2015-16","G","Utah","Pac-12","36","32.9","3.2","8.1","1.4","2.8","1.8","5.3","1.5","1.9","0.2","2.1","2.3","3.9","1.7","0.0","2.2","1.4","9.7","13.4",".541",".505","0.9","6.9","4.1","20.7","3.0","0.1","19.7","17.6","374","105.5","104.0","1.4","1.5","2.9","3.1","1.7","4.8"
"1797","Donte Thomas","SO","2015-16","F","Bradley","MVC","31","24.9","3.1","7.2","2.5","5.1","0.6","2.1","2.2","3.0","1.6","4.6","6.2","0.8","0.5","0.5","2.2","3.5","9.1","13.4",".526",".475","7.4","21.9","14.6","9.1","1.3","2.2","20.3","23.0","270","93.3","101.3","0.2","1.2","1.3","-2.3","0.9","-1.4"
"1798","Malique Trent","SO","2015-16","G","Texas Christian","Big 12","30","28.4","3.9","10.0","2.8","5.7","1.1","4.4","2.7","4.3","0.3","2.6","3.0","2.7","2.1","0.3","2.8","3.0","11.6","13.4",".480",".444","1.3","11.1","6.0","23.0","4.2","1.1","18.8","25.8","337","90.2","99.8","-0.1","1.4","1.3","0.9","2.8","3.7"
"1799","Charles Waters","SR","2015-16","F","Arkansas State","Sun Belt","31","13.7","1.6","4.1","1.6","4.1","0.0","0.0","0.9","1.3","1.1","2.6","3.7","0.4","0.5","1.1","0.8","2.7","4.2","13.4",".446",".398","8.7","18.1","13.7","5.3","2.2","7.9","15.0","19.5","135","91.3","96.2","0.0","0.8","0.8","-5.6","3.6","-2.1"
"1800","Manuale Watkins","JR","2015-16","G","Arkansas","SEC","32","19.7","2.2","4.5","2.2","4.5","0.0","0.0","0.8","1.4","0.9","2.1","3.0","2.1","0.8","0.1","0.8","1.7","5.1","13.4",".488",".476","5.0","12.0","8.4","18.5","2.2","0.5","12.6","14.6","183","108.1","105.6","0.8","0.7","1.5","0.8","2.1","2.9"
"1801","Kazembe Abif","SR","2015-16","F","Drexel","CAA","31","29.9","3.6","7.7","3.5","7.4","0.0","0.3","2.1","3.3","2.2","4.8","7.0","0.8","0.4","0.3","1.3","3.4","9.3","13.3",".500",".468","8.0","20.4","13.7","6.6","0.9","1.2","12.2","18.6","280","101.9","107.8","0.8","0.8","1.7","-2.4","-0.3","-2.6"
"1802","Amir Bell","SO","2015-16","G","Princeton","Ivy","29","27.3","3.2","7.0","2.1","4.1","1.0","2.9","1.7","2.6","0.4","2.1","2.5","2.3","1.0","0.4","1.7","2.9","9.1","13.3",".553",".527","1.9","8.5","5.3","15.2","2.2","1.4","17.0","18.3","264","106.9","100.7","1.1","1.3","2.3","0.3","0.7","1.1"
"1803","Rickey Brice Jr.","FR","2015-16","C","North Texas","CUSA","29","13.6","2.1","4.1","2.1","4.1","0.0","0.0","0.9","2.0","0.7","2.9","3.6","0.1","0.2","1.2","1.1","2.5","5.1","13.3",".498",".500","5.5","23.6","14.3","1.0","0.7","9.5","18.3","21.9","132","88.8","103.7","-0.1","0.5","0.4","-8.4","0.2","-8.2"
"1804","John Brown","SR","2015-16","G","South Alabama","Sun Belt","32","16.2","1.9","4.6","1.4","3.0","0.5","1.6","0.7","0.9","0.7","1.4","2.1","0.9","0.6","0.4","0.9","1.0","5.1","13.3",".505",".476","4.4","9.4","6.9","11.6","2.1","2.7","14.9","17.7","158","101.3","105.5","0.4","0.6","1.0","-2.1","0.7","-1.4"
"1805","Johnathan Burroughs-Cook","JR","2015-16","G","Chattanooga","Southern","35","14.9","2.0","4.9","1.6","3.3","0.4","1.6","1.6","2.3","0.5","1.3","1.8","1.2","0.6","0.1","1.2","1.6","6.0","13.3",".497",".448","3.7","10.3","7.1","16.5","2.3","0.4","16.2","24.6","208","99.4","102.3","0.5","0.7","1.2","-2.2","-1.4","-3.6"
"1806","Dimi Cook","FR","2015-16","G","Southeastern Louisiana","Southland","28","19.2","2.1","4.8","1.5","3.3","0.6","1.5","2.6","3.3","0.2","1.2","1.4","1.2","0.8","0.0","1.3","2.7","7.5","13.3",".586",".500","1.3","7.0","4.2","12.2","2.3","0.2","16.8","19.8","196","110.4","109.1","0.9","0.4","1.3","-1.2","-2.9","-4.1"
"1807","Kyle Dranginis","SR","2015-16","G","Gonzaga","WCC","36","31.2","2.4","5.4","1.2","2.3","1.1","3.1","0.6","1.1","1.4","3.1","4.5","3.0","1.0","0.3","1.0","2.4","6.5","13.3",".547",".541","5.4","10.2","8.0","15.6","1.9","1.1","14.1","11.3","286","122.7","98.5","2.0","2.0","4.1","4.2","4.1","8.3"
"1808","D.J. Fenner","JR","2015-16","G","Nevada","MWC","38","33.8","4.6","12.5","3.2","7.9","1.4","4.7","3.1","3.6","0.7","3.9","4.6","1.9","1.1","0.5","1.7","2.8","13.7","13.3",".479",".421","2.2","11.6","7.0","11.7","1.8","1.4","10.7","22.5","487","100.7","101.0","1.2","2.0","3.2","-0.8","0.6","-0.2"
"1809","Aaron Foster-Smith","FR","2015-16","F","Detroit Mercy","Horizon","30","10.7","1.4","2.7","1.0","1.7","0.4","1.0","0.3","0.6","0.6","1.2","1.8","0.3","0.2","0.3","0.5","1.6","3.6","13.3",".607",".613","6.4","12.4","9.4","4.2","0.8","2.9","13.7","14.5","99","117.3","112.8","0.6","0.1","0.7","0.5","-2.5","-2.0"
"1810","Gregory Graves","SR","2015-16","F","Mount St. Mary's","NEC","33","27.0","3.2","8.2","2.5","6.1","0.6","2.1","2.4","3.7","1.8","3.7","5.5","0.8","0.9","0.7","1.6","2.5","9.4","13.3",".469",".421","7.3","17.2","11.8","5.9","1.9","2.6","14.1","21.6","309","94.1","98.1","0.2","1.6","1.9","-4.2","0.2","-4.0"
"1811","Yunus Hopkinson","JR","2015-16","G","St. Francis (NY)","NEC","32","28.8","3.7","10.8","1.3","4.3","2.3","6.4","2.5","3.0","0.3","2.2","2.5","2.9","0.8","0.0","2.3","1.7","12.2","13.3",".501",".451","1.2","8.7","4.8","23.6","1.8","0.0","16.1","25.6","378","100.4","103.6","1.0","1.2","2.2","-1.1","-3.3","-4.4"
"1812","Denton Koon","SR","2015-16","F","Hofstra","CAA","34","35.6","4.1","9.5","2.5","5.1","1.6","4.5","1.6","2.4","1.8","4.8","6.6","1.6","0.6","0.5","1.6","2.0","11.4","13.3",".534",".512","5.6","14.1","10.0","8.1","0.9","1.4","13.4","16.9","375","108.4","106.1","1.6","1.3","2.9","0.6","0.7","1.3"
"1813","Khadre Lane","FR","2015-16","F","Campbell","Big South","20","13.2","1.3","3.3","0.8","1.6","0.5","1.7","1.3","1.9","0.8","0.7","1.5","0.7","0.3","0.4","0.5","1.6","4.3","13.3",".512",".454","7.1","5.7","6.4","9.5","1.3","3.1","10.7","18.1","91","109.7","109.1","0.4","0.2","0.6","-1.2","-3.0","-4.2"
"1814","Dominic Magee","FR","2015-16","G","Grand Canyon","WAC","22","15.6","2.5","6.6","2.0","5.1","0.5","1.5","1.7","2.8","0.4","1.7","2.1","1.5","0.8","0.0","1.4","1.3","7.2","13.3",".450",".411","2.9","11.8","7.4","20.0","2.8","0.0","15.0","29.5","154","91.6","97.5","0.0","0.6","0.7","-3.1","0.1","-3.1"
"1815","Rafael Maia","SR","2015-16","F","Pittsburgh","ACC","33","12.0","0.7","1.6","0.7","1.5","0.0","0.0","0.5","0.9","1.5","2.1","3.6","0.5","0.5","0.2","0.5","1.9","2.0","13.3",".495",".462","14.5","20.1","17.3","7.6","2.3","1.7","18.4","10.4","90","114.4","97.8","0.5","0.7","1.3","1.3","4.8","6.2"
"1816","Kamari Murphy","SR","2015-16","F","Miami (FL)","ACC","32","24.9","2.4","4.8","2.4","4.6","0.0","0.2","0.8","1.3","1.5","4.5","6.0","0.5","0.4","0.9","0.8","2.1","5.6","13.3",".519",".510","7.5","20.5","14.4","3.7","1.0","3.8","13.0","13.3","187","107.6","100.7","0.8","1.3","2.1","0.2","4.4","4.7"
"1817","Michael Oguine","FR","2015-16","G","Montana","Big Sky","33","30.6","3.5","8.8","2.6","5.8","0.9","3.0","3.0","4.2","0.6","3.8","4.4","1.8","1.0","0.4","1.9","2.9","11.0","13.3",".509",".457","2.6","14.9","8.8","11.7","2.0","1.6","14.8","21.8","353","100.6","100.0","0.9","1.7","2.6","-1.8","0.7","-1.1"
"1818","Chris Ortiz","SR","2015-16","F","Kent State","MAC","32","25.2","2.5","5.9","2.0","4.3","0.5","1.6","2.2","3.3","1.5","4.0","5.5","0.8","0.5","0.4","1.4","2.4","7.8","13.3",".522",".473","6.7","18.3","12.4","5.4","1.1","1.9","15.6","17.3","245","105.5","106.4","0.9","0.8","1.8","-1.4","-0.1","-1.5"
"1819","Vasa Pusica","SO","2015-16","G","San Diego","WCC","30","26.3","2.9","6.5","2.0","4.3","0.8","2.2","1.7","2.3","0.6","3.4","4.0","2.5","0.7","0.1","2.0","2.0","8.3","13.3",".547",".505","2.4","15.7","8.7","22.5","1.6","0.5","20.6","19.1","252","100.1","105.3","0.6","0.9","1.5","-1.1","0.3","-0.8"
"1820","Jabari Sandifer","JR","2015-16","G","Western Illinois","Summit","27","32.6","2.6","6.9","1.9","4.9","0.7","2.0","2.4","3.4","0.5","3.6","4.1","4.7","1.8","0.1","2.3","2.7","8.4","13.3",".495",".433","1.9","12.3","7.2","26.7","3.2","0.5","21.5","17.2","276","100.1","102.9","0.7","1.2","1.9","-1.2","0.6","-0.6"
"1821","Marvin Smith","SO","2015-16","F","North Carolina-Greensboro","Southern","34","26.7","3.2","8.8","1.6","3.8","1.6","5.0","1.4","2.1","1.2","4.3","5.5","0.6","1.2","0.4","1.1","3.1","9.4","13.3",".477",".452","5.0","19.1","11.9","4.2","2.6","2.0","10.5","21.0","298","97.6","103.6","0.5","1.2","1.7","-2.4","-0.8","-3.2"
"1822","Ryan Smith","JR","2015-16","C","Tulane","AAC","33","10.9","0.9","1.8","0.9","1.8","0.0","0.0","0.6","1.0","1.3","1.0","2.3","0.2","0.2","0.4","0.4","1.7","2.4","13.3",".522",".492","12.7","10.1","11.5","4.0","1.3","3.7","13.5","12.4","90","112.9","104.3","0.5","0.4","0.9","-1.6","2.3","0.7"
"1823","Marlain Veal","FR","2015-16","G","Southeastern Louisiana","Southland","33","21.7","2.4","5.3","1.8","3.7","0.6","1.6","2.0","2.8","0.7","1.6","2.3","3.0","1.2","0.1","2.5","2.4","7.3","13.3",".551",".503","3.7","8.4","6.1","26.5","3.2","0.5","27.2","20.9","270","97.9","106.7","0.5","0.7","1.2","-1.9","-1.4","-3.3"
"1824","Austin White","SO","2015-16","G","High Point","Big South","32","15.2","1.6","3.3","1.3","2.5","0.3","0.8","1.2","1.5","0.2","1.2","1.3","0.8","0.5","0.0","0.6","1.3","4.8","13.3",".603",".548","1.5","9.1","5.3","8.5","1.8","0.2","13.5","15.6","140","116.9","108.2","0.9","0.4","1.3","-0.2","-2.5","-2.7"
"1825","Isaac White","FR","2015-16","G","Massachusetts-Lowell","AEC","29","31.4","3.4","7.8","1.0","2.2","2.4","5.7","2.3","2.9","0.2","2.6","2.8","2.4","0.9","0.1","2.2","2.1","11.5","13.3",".627",".590","0.9","9.3","5.2","13.3","1.6","0.3","19.1","17.4","316","110.9","114.5","1.4","0.3","1.7","0.9","-3.8","-2.9"
"1826","Shane Whitfield","SO","2015-16","F","Campbell","Big South","30","26.9","2.4","4.1","2.4","4.1","0.0","0.0","2.8","3.9","1.0","2.7","3.7","1.5","0.7","0.1","1.3","3.2","7.6","13.3",".637",".577","4.3","11.7","8.0","10.8","1.5","0.3","18.3","13.9","239","119.7","108.1","1.5","0.7","2.3","-1.5","-1.9","-3.4"
"1827","Kale Abrahamson","JR","2015-16","F","Drake","MVC","30","27.7","3.7","9.5","1.9","4.2","1.8","5.3","1.9","2.8","0.8","3.0","3.9","0.9","0.4","0.1","1.4","2.1","11.1","13.2",".515",".486","3.8","12.7","8.5","7.5","0.8","0.5","11.2","23.8","305","101.4","110.8","0.9","0.5","1.4","1.0","-3.1","-2.1"
"1828","Wesley Alcegaire","JR","2015-16","G","Bowling Green State","MAC","34","26.6","3.5","8.6","2.0","4.3","1.5","4.3","1.6","2.2","0.9","2.4","3.3","0.6","0.5","0.4","1.2","2.2","10.2","13.2",".529",".498","3.9","9.8","6.9","4.7","1.1","1.6","10.9","20.5","313","105.5","108.8","1.2","0.7","1.9","0.1","-1.6","-1.5"
"1829","Brad Brechting","FR","2015-16","C","Oakland","Horizon","34","7.2","0.6","1.4","0.6","1.4","0.0","0.0","0.4","0.8","0.6","1.3","1.9","0.2","0.1","0.8","0.3","1.7","1.7","13.2",".493",".468","9.5","17.9","13.9","4.6","1.1","11.0","15.5","13.5","66","105.2","99.8","0.2","0.4","0.6","-3.1","5.4","2.2"
"1830","Aaron Brown","SR","2015-16","G","Saint Joseph's","A-10","36","26.4","3.8","8.5","2.8","5.7","0.9","2.8","1.9","2.6","0.7","2.5","3.2","1.3","0.4","0.0","1.2","1.9","10.4","13.2",".533",".502","3.1","9.9","6.6","9.3","0.8","0.1","11.2","20.7","342","106.3","105.4","1.3","1.1","2.4","1.0","0.0","1.1"
"1831","Anthony Clemmons","SR","2015-16","G","Iowa","Big Ten","33","29.6","3.3","7.5","2.5","4.9","0.8","2.6","1.6","2.6","0.4","2.2","2.6","3.7","1.0","0.2","1.5","2.2","8.9","13.2",".511",".490","1.6","7.9","4.8","21.7","1.9","0.7","14.8","17.2","315","107.6","104.3","1.3","1.2","2.5","2.3","2.1","4.5"
"1832","Jalen Coleman-Lands","FR","2015-16","G","Illinois","Big Ten","34","26.2","3.4","8.2","0.8","2.1","2.6","6.1","1.0","1.3","0.3","1.6","1.9","0.9","0.6","0.1","1.1","2.0","10.3","13.2",".584",".568","1.2","7.6","4.3","6.9","1.4","0.4","10.7","19.9","297","107.3","111.2","1.2","0.5","1.8","3.5","-1.0","2.6"
"1833","Hayden Dalton","SO","2015-16","F","Wyoming","MWC","29","14.8","1.1","2.6","0.8","1.4","0.3","1.2","1.2","1.6","0.5","2.8","3.3","1.0","0.3","0.4","0.9","1.8","3.8","13.2",".562",".487","4.2","21.3","13.2","14.1","1.1","3.4","20.4","15.9","124","106.1","103.8","0.5","0.5","1.0","-1.8","1.8","0.1"
"1834","Jordan Dartis","FR","2015-16","G","Ohio","MAC","32","31.7","3.0","6.2","0.9","1.8","2.1","4.4","1.7","1.9","0.1","1.9","2.0","1.3","0.8","0.1","1.0","1.8","9.8","13.2",".694",".659","0.5","6.6","3.7","6.9","1.3","0.2","12.4","13.0","273","128.0","111.2","2.1","0.6","2.7","4.0","-0.7","3.3"
"1835","Jarred Dixon","FR","2015-16","G","Missouri State","MVC","30","24.2","3.0","7.4","2.7","6.0","0.4","1.4","1.6","2.1","0.7","1.5","2.3","1.5","1.3","0.1","1.0","2.0","8.0","13.2",".475",".435","3.3","7.4","5.3","13.6","3.2","0.6","10.6","19.6","233","99.6","106.0","0.5","0.8","1.3","-0.6","-0.1","-0.7"
"1836","Ricky Doyle","SO","2015-16","F","Michigan","Big Ten","36","12.2","1.4","2.3","1.4","2.3","0.0","0.0","0.9","1.4","0.9","1.1","2.0","0.1","0.1","0.2","0.6","1.8","3.8","13.2",".648",".642","9.1","10.9","10.0","0.9","0.4","1.8","17.2","15.8","130","117.0","107.1","0.8","0.4","1.3","0.1","-0.2","-0.1"
"1837","Stephan Holm","JR","2015-16","G","Montana State","Big Sky","25","18.0","2.5","5.5","1.1","2.3","1.4","3.2","0.3","0.7","0.4","2.0","2.3","0.6","0.4","0.1","0.9","1.2","6.6","13.2",".568",".572","2.1","12.9","7.1","6.7","1.3","0.5","13.1","18.1","143","108.9","113.0","0.6","0.2","0.8","-0.3","-3.1","-3.3"
