"Date","pts_away","pts_home"
"Tue, Oct 27, 2009","95","89"
"Tue, Oct 27, 2009","102","91"
"Tue, Oct 27, 2009","92","99"
"Tue, Oct 27, 2009","87","96"
"Wed, Oct 28, 2009","109","120"
"Wed, Oct 28, 2009","59","92"
"Wed, Oct 28, 2009","105","114"
"Wed, Oct 28, 2009","108","107"
"Wed, Oct 28, 2009","109","107"
"Wed, Oct 28, 2009","96","74"
"Wed, Oct 28, 2009","93","115"
"Wed, Oct 28, 2009","93","95"
"Wed, Oct 28, 2009","89","102"
"Wed, Oct 28, 2009","106","120"
"Wed, Oct 28, 2009","96","113"
"Wed, Oct 28, 2009","91","101"
"Thu, Oct 29, 2009","85","92"
"Thu, Oct 29, 2009","97","94"
"Fri, Oct 30, 2009","89","100"
"Fri, Oct 30, 2009","90","118"
"Fri, Oct 30, 2009","100","102"
"Fri, Oct 30, 2009","91","83"
"Fri, Oct 30, 2009","96","83"
"Fri, Oct 30, 2009","94","80"
"Fri, Oct 30, 2009","107","115"
"Fri, Oct 30, 2009","104","87"
"Fri, Oct 30, 2009","95","85"
"Fri, Oct 30, 2009","92","97"
"Fri, Oct 30, 2009","86","99"
"Fri, Oct 30, 2009","101","123"
"Fri, Oct 30, 2009","98","111"
"Sat, Oct 31, 2009","79","90"
"Sat, Oct 31, 2009","107","111"
"Sat, Oct 31, 2009","93","84"
"Sat, Oct 31, 2009","85","96"
"Sat, Oct 31, 2009","141","127"
"Sat, Oct 31, 2009","94","113"
"Sat, Oct 31, 2009","104","123"
"Sun, Nov 1, 2009","87","97"
"Sun, Nov 1, 2009","123","133"
"Sun, Nov 1, 2009","110","118"
"Sun, Nov 1, 2009","87","95"
"Sun, Nov 1, 2009","83","74"
"Sun, Nov 1, 2009","112","120"
"Sun, Nov 1, 2009","125","116"
"Mon, Nov 2, 2009","68","79"
"Mon, Nov 2, 2009","90","93"
"Mon, Nov 2, 2009","111","117"
"Mon, Nov 2, 2009","116","127"
"Mon, Nov 2, 2009","113","96"
"Tue, Nov 3, 2009","81","83"
"Tue, Nov 3, 2009","90","102"
"Tue, Nov 3, 2009","85","96"
"Tue, Nov 3, 2009","80","85"
"Tue, Nov 3, 2009","111","93"
"Tue, Nov 3, 2009","104","96"
"Tue, Nov 3, 2009","101","98"
"Tue, Nov 3, 2009","105","74"
"Tue, Nov 3, 2009","97","91"
"Wed, Nov 4, 2009","105","113"
"Wed, Nov 4, 2009","103","102"
"Wed, Nov 4, 2009","92","90"
"Wed, Nov 4, 2009","122","94"
"Wed, Nov 4, 2009","107","114"
"Wed, Nov 4, 2009","101","89"
"Wed, Nov 4, 2009","100","122"
"Wed, Nov 4, 2009","113","105"
"Wed, Nov 4, 2009","99","110"
"Wed, Nov 4, 2009","93","89"
"Thu, Nov 5, 2009","86","85"
"Thu, Nov 5, 2009","99","113"
"Fri, Nov 6, 2009","110","103"
"Fri, Nov 6, 2009","83","103"
"Fri, Nov 6, 2009","118","90"
"Fri, Nov 6, 2009","94","105"
"Fri, Nov 6, 2009","86","102"
"Fri, Nov 6, 2009","98","114"
"Fri, Nov 6, 2009","88","96"
"Fri, Nov 6, 2009","87","72"
"Fri, Nov 6, 2009","107","90"
"Fri, Nov 6, 2009","100","91"
"Fri, Nov 6, 2009","103","110"
"Fri, Nov 6, 2009","94","97"
"Fri, Nov 6, 2009","84","96"
"Sat, Nov 7, 2009","100","125"
"Sat, Nov 7, 2009","90","93"
"Sat, Nov 7, 2009","101","129"
"Sat, Nov 7, 2009","110","113"
"Sat, Nov 7, 2009","87","102"
"Sat, Nov 7, 2009","86","76"
"Sat, Nov 7, 2009","104","99"
"Sun, Nov 8, 2009","81","88"
"Sun, Nov 8, 2009","88","104"
"Sun, Nov 8, 2009","74","102"
"Sun, Nov 8, 2009","93","116"
"Sun, Nov 8, 2009","107","120"
"Sun, Nov 8, 2009","102","90"
"Mon, Nov 9, 2009","105","146"
"Mon, Nov 9, 2009","112","84"
"Mon, Nov 9, 2009","95","93"
"Mon, Nov 9, 2009","119","115"
"Mon, Nov 9, 2009","124","131"
"Tue, Nov 10, 2009","93","81"
"Tue, Nov 10, 2009","90","89"
"Tue, Nov 10, 2009","103","121"
"Tue, Nov 10, 2009","93","79"
"Tue, Nov 10, 2009","76","90"
"Tue, Nov 10, 2009","98","101"
"Wed, Nov 11, 2009","86","105"
"Wed, Nov 11, 2009","75","98"
"Wed, Nov 11, 2009","79","104"
"Wed, Nov 11, 2009","94","108"
"Wed, Nov 11, 2009","83","79"
"Wed, Nov 11, 2009","102","108"
"Wed, Nov 11, 2009","107","84"
"Wed, Nov 11, 2009","82","79"
"Wed, Nov 11, 2009","114","101"
"Wed, Nov 11, 2009","102","93"
"Wed, Nov 11, 2009","104","124"
"Wed, Nov 11, 2009","83","92"
"Wed, Nov 11, 2009","89","99"
"Thu, Nov 12, 2009","102","121"
"Thu, Nov 12, 2009","111","104"
"Fri, Nov 13, 2009","97","86"
"Fri, Nov 13, 2009","79","105"
"Fri, Nov 13, 2009","104","89"
"Fri, Nov 13, 2009","89","77"
"Fri, Nov 13, 2009","86","78"
"Fri, Nov 13, 2009","121","107"
"Fri, Nov 13, 2009","72","88"
"Fri, Nov 13, 2009","112","90"
"Fri, Nov 13, 2009","100","109"
"Sat, Nov 14, 2009","98","121"
"Sat, Nov 14, 2009","80","74"
"Sat, Nov 14, 2009","88","94"
"Sat, Nov 14, 2009","103","107"
"Sat, Nov 14, 2009","104","113"
"Sat, Nov 14, 2009","87","97"
"Sat, Nov 14, 2009","80","81"
"Sat, Nov 14, 2009","125","129"
"Sat, Nov 14, 2009","101","98"
"Sat, Nov 14, 2009","106","103"
"Sun, Nov 15, 2009","95","90"
"Sun, Nov 15, 2009","101","91"
"Sun, Nov 15, 2009","101","93"
"Sun, Nov 15, 2009","100","101"
"Mon, Nov 16, 2009","95","99"
"Mon, Nov 16, 2009","115","113"
"Mon, Nov 16, 2009","91","97"
"Tue, Nov 17, 2009","108","114"
"Tue, Nov 17, 2009","112","130"
"Tue, Nov 17, 2009","111","105"
"Tue, Nov 17, 2009","93","106"
"Tue, Nov 17, 2009","100","87"
"Tue, Nov 17, 2009","91","83"
"Tue, Nov 17, 2009","102","110"
"Tue, Nov 17, 2009","101","87"
"Wed, Nov 18, 2009","90","105"
"Wed, Nov 18, 2009","95","109"
"Wed, Nov 18, 2009","94","99"
"Wed, Nov 18, 2009","110","103"
"Wed, Nov 18, 2009","91","106"
"Wed, Nov 18, 2009","85","99"
"Wed, Nov 18, 2009","97","84"
"Wed, Nov 18, 2009","94","108"
"Wed, Nov 18, 2009","84","86"
"Wed, Nov 18, 2009","81","87"
"Wed, Nov 18, 2009","91","104"
"Wed, Nov 18, 2009","91","108"
"Thu, Nov 19, 2009","93","108"
"Thu, Nov 19, 2009","103","110"
"Thu, Nov 19, 2009","90","83"
"Fri, Nov 20, 2009","103","105"
"Fri, Nov 20, 2009","83","78"
"Fri, Nov 20, 2009","102","104"
"Fri, Nov 20, 2009","94","108"
"Fri, Nov 20, 2009","105","95"
"Fri, Nov 20, 2009","99","106"
"Fri, Nov 20, 2009","88","95"
"Fri, Nov 20, 2009","108","127"
"Fri, Nov 20, 2009","102","97"
"Fri, Nov 20, 2009","113","120"
"Sat, Nov 21, 2009","91","97"
"Sat, Nov 21, 2009","93","112"
"Sat, Nov 21, 2009","106","113"
"Sat, Nov 21, 2009","103","98"
"Sat, Nov 21, 2009","98","91"
"Sat, Nov 21, 2009","88","96"
"Sat, Nov 21, 2009","78","106"
"Sat, Nov 21, 2009","84","106"
"Sat, Nov 21, 2009","97","100"
"Sun, Nov 22, 2009","88","104"
"Sun, Nov 22, 2009","85","101"
"Sun, Nov 22, 2009","101","102"
"Sun, Nov 22, 2009","107","105"
"Sun, Nov 22, 2009","91","117"
"Sun, Nov 22, 2009","104","96"
"Mon, Nov 23, 2009","87","91"
"Mon, Nov 23, 2009","105","116"
"Mon, Nov 23, 2009","98","122"
"Mon, Nov 23, 2009","98","112"
"Tue, Nov 24, 2009","111","103"
"Tue, Nov 24, 2009","87","101"
"Tue, Nov 24, 2009","90","100"
"Tue, Nov 24, 2009","112","123"
"Tue, Nov 24, 2009","104","94"
"Tue, Nov 24, 2009","107","108"
"Wed, Nov 25, 2009","110","113"
"Wed, Nov 25, 2009","81","116"
"Wed, Nov 25, 2009","98","88"
"Wed, Nov 25, 2009","130","99"
"Wed, Nov 25, 2009","73","86"
"Wed, Nov 25, 2009","124","111"
"Wed, Nov 25, 2009","99","102"
"Wed, Nov 25, 2009","99","98"
"Wed, Nov 25, 2009","111","126"
"Wed, Nov 25, 2009","83","93"
"Wed, Nov 25, 2009","97","111"
"Wed, Nov 25, 2009","104","118"
"Thu, Nov 26, 2009","93","76"
"Thu, Nov 26, 2009","86","105"
"Fri, Nov 27, 2009","103","116"
"Fri, Nov 27, 2009","87","94"
"Fri, Nov 27, 2009","125","128"
"Fri, Nov 27, 2009","104","96"
"Fri, Nov 27, 2009","92","84"
"Fri, Nov 27, 2009","113","92"
"Fri, Nov 27, 2009","94","84"
"Fri, Nov 27, 2009","120","95"
"Fri, Nov 27, 2009","90","108"
"Fri, Nov 27, 2009","100","86"
"Fri, Nov 27, 2009","106","96"
"Fri, Nov 27, 2009","96","109"
"Sat, Nov 28, 2009","95","111"
"Sat, Nov 28, 2009","130","97"
"Sat, Nov 28, 2009","100","98"
"Sat, Nov 28, 2009","92","108"
"Sat, Nov 28, 2009","92","76"
"Sun, Nov 29, 2009","106","100"
"Sun, Nov 29, 2009","88","94"
"Sun, Nov 29, 2009","88","98"
"Sun, Nov 29, 2009","87","106"
"Sun, Nov 29, 2009","92","85"
"Sun, Nov 29, 2009","114","102"
"Sun, Nov 29, 2009","100","91"
"Sun, Nov 29, 2009","96","112"
"Sun, Nov 29, 2009","89","97"
"Sun, Nov 29, 2009","113","94"
"Mon, Nov 30, 2009","102","104"
"Mon, Nov 30, 2009","107","126"
"Mon, Nov 30, 2009","97","99"
"Mon, Nov 30, 2009","93","120"
"Tue, Dec 1, 2009","108","90"
"Tue, Dec 1, 2009","107","135"
"Tue, Dec 1, 2009","99","110"
"Tue, Dec 1, 2009","99","126"
"Tue, Dec 1, 2009","107","100"
"Tue, Dec 1, 2009","106","102"
"Wed, Dec 2, 2009","115","146"
"Wed, Dec 2, 2009","85","92"
"Wed, Dec 2, 2009","90","107"
"Wed, Dec 2, 2009","102","85"
"Wed, Dec 2, 2009","97","95"
"Wed, Dec 2, 2009","117","101"
"Wed, Dec 2, 2009","106","117"
"Wed, Dec 2, 2009","104","118"
"Wed, Dec 2, 2009","105","110"
"Wed, Dec 2, 2009","102","104"
"Thu, Dec 3, 2009","96","114"
"Thu, Dec 3, 2009","111","109"
"Thu, Dec 3, 2009","90","83"
"Fri, Dec 4, 2009","114","107"
"Fri, Dec 4, 2009","87","101"
"Fri, Dec 4, 2009","96","105"
"Fri, Dec 4, 2009","107","108"
"Fri, Dec 4, 2009","82","98"
"Fri, Dec 4, 2009","91","97"
"Fri, Dec 4, 2009","89","98"
"Fri, Dec 4, 2009","105","87"
"Fri, Dec 4, 2009","87","96"
"Fri, Dec 4, 2009","109","107"
"Sat, Dec 5, 2009","105","106"
"Sat, Dec 5, 2009","110","78"
"Sat, Dec 5, 2009","80","75"
"Sat, Dec 5, 2009","126","118"
"Sat, Dec 5, 2009","72","88"
"Sat, Dec 5, 2009","101","108"
"Sat, Dec 5, 2009","107","115"
"Sat, Dec 5, 2009","89","90"
"Sat, Dec 5, 2009","106","99"
"Sun, Dec 6, 2009","94","98"
"Sun, Dec 6, 2009","88","108"
"Sun, Dec 6, 2009","101","86"
"Sun, Dec 6, 2009","97","106"
"Sun, Dec 6, 2009","115","102"
"Mon, Dec 7, 2009","84","93"
"Mon, Dec 7, 2009","88","104"
"Mon, Dec 7, 2009","93","83"
"Mon, Dec 7, 2009","101","104"
"Tue, Dec 8, 2009","89","98"
"Tue, Dec 8, 2009","95","107"
"Tue, Dec 8, 2009","103","101"
"Tue, Dec 8, 2009","101","102"
"Tue, Dec 8, 2009","97","86"
"Tue, Dec 8, 2009","109","111"
"Tue, Dec 8, 2009","94","96"
"Tue, Dec 8, 2009","88","94"
"Wed, Dec 9, 2009","83","118"
"Wed, Dec 9, 2009","85","95"
"Wed, Dec 9, 2009","102","91"
"Wed, Dec 9, 2009","77","101"
"Wed, Dec 9, 2009","95","117"
"Wed, Dec 9, 2009","97","96"
"Wed, Dec 9, 2009","105","89"
"Wed, Dec 9, 2009","90","86"
"Wed, Dec 9, 2009","106","118"
"Thu, Dec 10, 2009","99","101"
"Thu, Dec 10, 2009","111","120"
"Thu, Dec 10, 2009","104","102"
"Fri, Dec 11, 2009","91","96"
"Fri, Dec 11, 2009","99","104"
"Fri, Dec 11, 2009","91","107"
"Fri, Dec 11, 2009","92","104"
"Fri, Dec 11, 2009","102","94"
"Fri, Dec 11, 2009","106","93"
"Fri, Dec 11, 2009","113","96"
"Fri, Dec 11, 2009","96","91"
"Fri, Dec 11, 2009","103","106"
"Fri, Dec 11, 2009","85","104"
"Fri, Dec 11, 2009","111","89"
"Sat, Dec 12, 2009","106","80"
"Sat, Dec 12, 2009","97","98"
"Sat, Dec 12, 2009","99","105"
"Sat, Dec 12, 2009","95","104"
"Sat, Dec 12, 2009","101","108"
"Sat, Dec 12, 2009","100","120"
"Sat, Dec 12, 2009","94","102"
"Sat, Dec 12, 2009","114","113"
"Sun, Dec 13, 2009","107","130"
"Sun, Dec 13, 2009","115","90"
"Sun, Dec 13, 2009","118","90"
"Sun, Dec 13, 2009","102","89"
"Sun, Dec 13, 2009","88","101"
"Mon, Dec 14, 2009","90","94"
"Mon, Dec 14, 2009","93","102"
"Mon, Dec 14, 2009","95","97"
"Mon, Dec 14, 2009","110","105"
"Mon, Dec 14, 2009","98","106"
"Mon, Dec 14, 2009","101","117"
"Mon, Dec 14, 2009","110","108"
"Tue, Dec 15, 2009","87","94"
"Tue, Dec 15, 2009","96","87"
"Tue, Dec 15, 2009","89","99"
"Tue, Dec 15, 2009","96","107"
"Tue, Dec 15, 2009","95","115"
"Tue, Dec 15, 2009","104","116"
"Tue, Dec 15, 2009","88","95"
"Wed, Dec 16, 2009","97","110"
"Wed, Dec 16, 2009","101","111"
"Wed, Dec 16, 2009","103","91"
"Wed, Dec 16, 2009","98","101"
"Wed, Dec 16, 2009","107","106"
"Wed, Dec 16, 2009","120","95"
"Wed, Dec 16, 2009","108","92"
"Wed, Dec 16, 2009","87","95"
"Wed, Dec 16, 2009","100","86"
"Wed, Dec 16, 2009","99","118"
"Wed, Dec 16, 2009","108","101"
"Wed, Dec 16, 2009","109","112"
"Thu, Dec 17, 2009","89","98"
"Thu, Dec 17, 2009","86","104"
"Thu, Dec 17, 2009","102","105"
"Fri, Dec 18, 2009","83","96"
"Fri, Dec 18, 2009","98","97"
"Fri, Dec 18, 2009","82","85"
"Fri, Dec 18, 2009","116","108"
"Fri, Dec 18, 2009","118","109"
"Fri, Dec 18, 2009","94","107"
"Fri, Dec 18, 2009","96","112"
"Fri, Dec 18, 2009","92","98"
"Fri, Dec 18, 2009","91","95"
"Fri, Dec 18, 2009","98","109"
"Fri, Dec 18, 2009","95","118"
"Sat, Dec 19, 2009","110","102"
"Sat, Dec 19, 2009","98","101"
"Sat, Dec 19, 2009","90","95"
"Sat, Dec 19, 2009","96","95"
"Sat, Dec 19, 2009","103","84"
"Sat, Dec 19, 2009","83","92"
"Sat, Dec 19, 2009","112","107"
"Sat, Dec 19, 2009","95","121"
"Sat, Dec 19, 2009","99","100"
"Sun, Dec 20, 2009","104","122"
"Sun, Dec 20, 2009","95","102"
"Sun, Dec 20, 2009","93","81"
"Sun, Dec 20, 2009","96","102"
"Sun, Dec 20, 2009","102","95"
"Sun, Dec 20, 2009","94","98"
"Sun, Dec 20, 2009","92","98"
"Mon, Dec 21, 2009","102","98"
"Mon, Dec 21, 2009","84","81"
"Mon, Dec 21, 2009","99","104"
"Mon, Dec 21, 2009","109","91"
"Mon, Dec 21, 2009","87","103"
"Tue, Dec 22, 2009","94","103"
"Tue, Dec 22, 2009","76","88"
"Tue, Dec 22, 2009","85","81"
"Tue, Dec 22, 2009","99","108"
"Tue, Dec 22, 2009","108","111"
"Tue, Dec 22, 2009","108","121"
"Tue, Dec 22, 2009","112","87"
"Tue, Dec 22, 2009","81","88"
"Tue, Dec 22, 2009","98","105"
"Wed, Dec 23, 2009","104","124"
"Wed, Dec 23, 2009","94","64"
"Wed, Dec 23, 2009","70","80"
"Wed, Dec 23, 2009","109","97"
"Wed, Dec 23, 2009","103","99"
"Wed, Dec 23, 2009","102","108"
"Wed, Dec 23, 2009","87","102"
"Wed, Dec 23, 2009","117","113"
"Wed, Dec 23, 2009","117","104"
"Wed, Dec 23, 2009","98","94"
"Fri, Dec 25, 2009","102","87"
"Fri, Dec 25, 2009","93","87"
"Fri, Dec 25, 2009","86","77"
"Fri, Dec 25, 2009","93","124"
"Fri, Dec 25, 2009","96","107"
"Sat, Dec 26, 2009","85","96"
"Sat, Dec 26, 2009","101","106"
"Sat, Dec 26, 2009","127","132"
"Sat, Dec 26, 2009","110","98"
"Sat, Dec 26, 2009","112","97"
"Sat, Dec 26, 2009","89","101"
"Sat, Dec 26, 2009","98","93"
"Sat, Dec 26, 2009","91","98"
"Sat, Dec 26, 2009","112","103"
"Sat, Dec 26, 2009","76","97"
"Sun, Dec 27, 2009","83","108"
"Sun, Dec 27, 2009","104","96"
"Sun, Dec 27, 2009","90","92"
"Sun, Dec 27, 2009","80","114"
"Sun, Dec 27, 2009","95","88"
"Sun, Dec 27, 2009","95","102"
"Mon, Dec 28, 2009","84","94"
"Mon, Dec 28, 2009","99","103"
"Mon, Dec 28, 2009","111","116"
"Mon, Dec 28, 2009","105","89"
"Mon, Dec 28, 2009","103","118"
"Mon, Dec 28, 2009","104","93"
"Mon, Dec 28, 2009","101","106"
"Tue, Dec 29, 2009","95","84"
"Tue, Dec 29, 2009","95","104"
"Tue, Dec 29, 2009","104","87"
"Tue, Dec 29, 2009","100","108"
"Tue, Dec 29, 2009","118","124"
"Tue, Dec 29, 2009","99","117"
"Tue, Dec 29, 2009","110","98"
"Wed, Dec 30, 2009","101","106"
"Wed, Dec 30, 2009","121","110"
"Wed, Dec 30, 2009","107","103"
"Wed, Dec 30, 2009","95","104"
"Wed, Dec 30, 2009","91","95"
"Wed, Dec 30, 2009","92","117"
"Wed, Dec 30, 2009","98","116"
"Wed, Dec 30, 2009","99","103"
"Wed, Dec 30, 2009","116","106"
"Wed, Dec 30, 2009","103","107"
"Thu, Dec 31, 2009","98","87"
"Thu, Dec 31, 2009","94","97"
"Thu, Dec 31, 2009","88","104"
"Thu, Dec 31, 2009","86","87"
"Thu, Dec 31, 2009","78","108"
"Fri, Jan 1, 2010","112","108"
"Fri, Jan 1, 2010","108","109"
"Fri, Jan 1, 2010","106","94"
"Sat, Jan 2, 2010","96","103"
"Sat, Jan 2, 2010","93","101"
"Sat, Jan 2, 2010","111","122"
"Sat, Jan 2, 2010","107","97"
"Sat, Jan 2, 2010","97","103"
"Sat, Jan 2, 2010","94","86"
"Sat, Jan 2, 2010","95","99"
"Sat, Jan 2, 2010","128","103"
"Sat, Jan 2, 2010","89","105"
"Sat, Jan 2, 2010","99","91"
"Sat, Jan 2, 2010","105","95"
"Sat, Jan 2, 2010","97","86"
"Sun, Jan 3, 2010","91","88"
"Sun, Jan 3, 2010","108","105"
"Sun, Jan 3, 2010","96","131"
"Sun, Jan 3, 2010","89","132"
"Sun, Jan 3, 2010","86","91"
"Mon, Jan 4, 2010","98","85"
"Mon, Jan 4, 2010","95","105"
"Mon, Jan 4, 2010","75","92"
"Mon, Jan 4, 2010","91","87"
"Tue, Jan 5, 2010","108","113"
"Tue, Jan 5, 2010","93","98"
"Tue, Jan 5, 2010","122","123"
"Tue, Jan 5, 2010","90","97"
"Tue, Jan 5, 2010","79","88"
"Tue, Jan 5, 2010","98","76"
"Tue, Jan 5, 2010","104","97"
"Tue, Jan 5, 2010","109","105"
"Tue, Jan 5, 2010","113","109"
"Wed, Jan 6, 2010","89","119"
"Wed, Jan 6, 2010","98","121"
"Wed, Jan 6, 2010","91","102"
"Wed, Jan 6, 2010","112","106"
"Wed, Jan 6, 2010","107","101"
"Wed, Jan 6, 2010","97","92"
"Wed, Jan 6, 2010","108","103"
"Wed, Jan 6, 2010","110","118"
"Wed, Jan 6, 2010","92","112"
"Wed, Jan 6, 2010","94","117"
"Thu, Jan 7, 2010","93","97"
"Fri, Jan 8, 2010","85","93"
"Fri, Jan 8, 2010","97","99"
"Fri, Jan 8, 2010","101","108"
"Fri, Jan 8, 2010","89","91"
"Fri, Jan 8, 2010","93","96"
"Fri, Jan 8, 2010","109","116"
"Fri, Jan 8, 2010","99","103"
"Fri, Jan 8, 2010","108","106"
"Fri, Jan 8, 2010","109","105"
"Fri, Jan 8, 2010","98","107"
"Fri, Jan 8, 2010","112","103"
"Fri, Jan 8, 2010","97","104"
"Sat, Jan 9, 2010","87","89"
"Sat, Jan 9, 2010","96","110"
"Sat, Jan 9, 2010","111","93"
"Sat, Jan 9, 2010","104","94"
"Sat, Jan 9, 2010","96","105"
"Sat, Jan 9, 2010","102","108"
"Sat, Jan 9, 2010","81","113"
"Sat, Jan 9, 2010","100","102"
"Sun, Jan 10, 2010","84","94"
"Sun, Jan 10, 2010","77","95"
"Sun, Jan 10, 2010","106","94"
"Sun, Jan 10, 2010","85","97"
"Sun, Jan 10, 2010","114","107"
"Sun, Jan 10, 2010","115","110"
"Mon, Jan 11, 2010","102","96"
"Mon, Jan 11, 2010","87","120"
"Mon, Jan 11, 2010","94","105"
"Mon, Jan 11, 2010","117","114"
"Mon, Jan 11, 2010","101","105"
"Mon, Jan 11, 2010","88","106"
"Mon, Jan 11, 2010","92","96"
"Mon, Jan 11, 2010","101","105"
"Mon, Jan 11, 2010","89","118"
"Tue, Jan 12, 2010","94","102"
"Tue, Jan 12, 2010","102","104"
"Tue, Jan 12, 2010","109","88"
"Tue, Jan 12, 2010","85","105"
"Tue, Jan 12, 2010","99","90"
"Wed, Jan 13, 2010","82","94"
"Wed, Jan 13, 2010","100","95"
"Wed, Jan 13, 2010","97","115"
"Wed, Jan 13, 2010","115","102"
"Wed, Jan 13, 2010","114","120"
"Wed, Jan 13, 2010","114","122"
"Wed, Jan 13, 2010","111","87"
"Wed, Jan 13, 2010","94","108"
"Wed, Jan 13, 2010","109","108"
"Wed, Jan 13, 2010","93","92"
"Wed, Jan 13, 2010","108","120"
"Thu, Jan 14, 2010","96","83"
"Thu, Jan 14, 2010","96","97"
"Fri, Jan 15, 2010","101","102"
"Fri, Jan 15, 2010","76","92"
"Fri, Jan 15, 2010","119","121"
"Fri, Jan 15, 2010","98","99"
"Fri, Jan 15, 2010","104","110"
"Fri, Jan 15, 2010","113","104"
"Fri, Jan 15, 2010","115","106"
"Fri, Jan 15, 2010","86","126"
"Fri, Jan 15, 2010","110","135"
"Fri, Jan 15, 2010","121","105"
"Fri, Jan 15, 2010","112","104"
"Fri, Jan 15, 2010","86","98"
"Fri, Jan 15, 2010","87","102"
"Sat, Jan 16, 2010","99","125"
"Sat, Jan 16, 2010","90","94"
"Sat, Jan 16, 2010","101","96"
"Sat, Jan 16, 2010","102","101"
"Sat, Jan 16, 2010","86","92"
"Sat, Jan 16, 2010","80","98"
"Sat, Jan 16, 2010","95","112"
"Sat, Jan 16, 2010","86","96"
"Sun, Jan 17, 2010","112","119"
"Sun, Jan 17, 2010","88","110"
"Mon, Jan 18, 2010","94","91"
"Mon, Jan 18, 2010","99","90"
"Mon, Jan 18, 2010","103","105"
"Mon, Jan 18, 2010","97","114"
"Mon, Jan 18, 2010","98","101"
"Mon, Jan 18, 2010","95","106"
"Mon, Jan 18, 2010","92","98"
"Mon, Jan 18, 2010","118","125"
"Mon, Jan 18, 2010","103","108"
"Mon, Jan 18, 2010","97","90"
"Mon, Jan 18, 2010","91","99"
"Mon, Jan 18, 2010","92","97"
"Tue, Jan 19, 2010","100","108"
"Tue, Jan 19, 2010","83","113"
"Wed, Jan 20, 2010","97","108"
"Wed, Jan 20, 2010","65","104"
"Wed, Jan 20, 2010","86","92"
"Wed, Jan 20, 2010","123","118"
"Wed, Jan 20, 2010","97","104"
"Wed, Jan 20, 2010","107","113"
"Wed, Jan 20, 2010","94","92"
"Wed, Jan 20, 2010","111","113"
"Wed, Jan 20, 2010","98","109"
"Wed, Jan 20, 2010","98","90"
"Wed, Jan 20, 2010","94","118"
"Wed, Jan 20, 2010","105","98"
"Wed, Jan 20, 2010","94","93"
"Thu, Jan 21, 2010","87","93"
"Thu, Jan 21, 2010","85","105"
"Fri, Jan 22, 2010","89","103"
"Fri, Jan 22, 2010","95","98"
"Fri, Jan 22, 2010","105","93"
"Fri, Jan 22, 2010","79","111"
"Fri, Jan 22, 2010","84","86"
"Fri, Jan 22, 2010","96","94"
"Fri, Jan 22, 2010","115","105"
"Fri, Jan 22, 2010","84","100"
"Fri, Jan 22, 2010","81","92"
"Fri, Jan 22, 2010","115","104"
"Fri, Jan 22, 2010","116","109"
"Fri, Jan 22, 2010","96","101"
"Fri, Jan 22, 2010","112","88"
"Sat, Jan 23, 2010","106","95"
"Sat, Jan 23, 2010","99","100"
"Sat, Jan 23, 2010","110","116"
"Sat, Jan 23, 2010","97","93"
"Sat, Jan 23, 2010","104","97"
"Sat, Jan 23, 2010","107","97"
"Sat, Jan 23, 2010","84","115"
"Sat, Jan 23, 2010","94","127"
"Sat, Jan 23, 2010","103","112"
"Sat, Jan 23, 2010","83","116"
"Sun, Jan 24, 2010","128","78"
"Sun, Jan 24, 2010","105","106"
"Sun, Jan 24, 2010","92","78"
"Mon, Jan 25, 2010","89","95"
"Mon, Jan 25, 2010","93","104"
"Mon, Jan 25, 2010","102","95"
"Mon, Jan 25, 2010","94","99"
"Mon, Jan 25, 2010","92","91"
"Mon, Jan 25, 2010","109","98"
"Mon, Jan 25, 2010","98","97"
"Mon, Jan 25, 2010","98","93"
"Mon, Jan 25, 2010","115","124"
"Tue, Jan 26, 2010","107","108"
"Tue, Jan 26, 2010","105","132"
"Tue, Jan 26, 2010","114","109"
"Tue, Jan 26, 2010","96","99"
"Tue, Jan 26, 2010","115","103"
"Wed, Jan 27, 2010","95","109"
"Wed, Jan 27, 2010","99","93"
"Wed, Jan 27, 2010","123","110"
"Wed, Jan 27, 2010","97","92"
"Wed, Jan 27, 2010","118","96"
"Wed, Jan 27, 2010","88","91"
"Wed, Jan 27, 2010","87","103"
"Wed, Jan 27, 2010","96","86"
"Wed, Jan 27, 2010","106","95"
"Wed, Jan 27, 2010","90","105"
"Wed, Jan 27, 2010","103","111"
"Thu, Jan 28, 2010","106","104"
"Thu, Jan 28, 2010","94","96"
"Thu, Jan 28, 2010","106","112"
"Fri, Jan 29, 2010","91","100"
"Fri, Jan 29, 2010","92","65"
"Fri, Jan 29, 2010","121","110"
"Fri, Jan 29, 2010","100","104"
"Fri, Jan 29, 2010","94","73"
"Fri, Jan 29, 2010","97","111"
"Fri, Jan 29, 2010","81","79"
"Fri, Jan 29, 2010","108","106"
"Fri, Jan 29, 2010","84","101"
"Fri, Jan 29, 2010","99","91"
"Fri, Jan 29, 2010","97","104"
"Fri, Jan 29, 2010","94","101"
"Sat, Jan 30, 2010","114","112"
"Sat, Jan 30, 2010","109","102"
"Sat, Jan 30, 2010","84","95"
"Sat, Jan 30, 2010","86","104"
"Sat, Jan 30, 2010","103","96"
"Sat, Jan 30, 2010","96","106"
"Sun, Jan 31, 2010","90","89"
"Sun, Jan 31, 2010","89","114"
"Sun, Jan 31, 2010","91","86"
"Sun, Jan 31, 2010","115","111"
"Sun, Jan 31, 2010","91","112"
