"Date","pts_away","pts_home"
"Fri, Apr 22, 2011","100","86"
"Fri, Apr 22, 2011","113","96"
"Sat, Apr 23, 2011","97","94"
"Sat, Apr 23, 2011","84","89"
"Sat, Apr 23, 2011","88","91"
"Sat, Apr 23, 2011","82","84"
"Sun, Apr 24, 2011","85","88"
"Sun, Apr 24, 2011","88","93"
"Sun, Apr 24, 2011","101","89"
"Sun, Apr 24, 2011","82","86"
"Mon, Apr 25, 2011","82","93"
"Mon, Apr 25, 2011","101","104"
"Mon, Apr 25, 2011","86","104"
"Tue, Apr 26, 2011","89","116"
"Tue, Apr 26, 2011","90","106"
"Tue, Apr 26, 2011","76","101"
"Wed, Apr 27, 2011","91","97"
"Wed, Apr 27, 2011","97","100"
"Wed, Apr 27, 2011","103","110"
"Thu, Apr 28, 2011","81","84"
"Thu, Apr 28, 2011","98","80"
"Thu, Apr 28, 2011","103","96"
"Fri, Apr 29, 2011","91","99"
"Sun, May 1, 2011","90","99"
"Sun, May 1, 2011","114","101"
"Mon, May 2, 2011","103","95"
"Mon, May 2, 2011","96","94"
"Tue, May 3, 2011","91","102"
"Tue, May 3, 2011","102","111"
"Wed, May 4, 2011","73","86"
"Wed, May 4, 2011","93","81"
"Fri, May 6, 2011","99","82"
"Fri, May 6, 2011","92","98"
"Sat, May 7, 2011","81","97"
"Sat, May 7, 2011","93","101"
"Sun, May 8, 2011","88","100"
"Sun, May 8, 2011","86","122"
"Mon, May 9, 2011","98","90"
"Mon, May 9, 2011","133","123"
"Tue, May 10, 2011","83","95"
"Wed, May 11, 2011","87","97"
"Wed, May 11, 2011","72","99"
"Thu, May 12, 2011","93","73"
"Fri, May 13, 2011","83","95"
"Sun, May 15, 2011","82","103"
"Sun, May 15, 2011","90","105"
"Tue, May 17, 2011","112","121"
"Wed, May 18, 2011","85","75"
"Thu, May 19, 2011","106","100"
"Sat, May 21, 2011","93","87"
"Sun, May 22, 2011","85","96"
"Mon, May 23, 2011","112","105"
"Tue, May 24, 2011","93","101"
"Wed, May 25, 2011","96","100"
"Thu, May 26, 2011","83","80"
"Tue, May 31, 2011","84","92"
"Thu, Jun 2, 2011","95","93"
"Sun, Jun 5, 2011","88","86"
"Tue, Jun 7, 2011","83","86"
"Thu, Jun 9, 2011","103","112"
"Sun, Jun 12, 2011","105","95"
"Sun, Dec 25, 2011","105","94"
"Sun, Dec 25, 2011","105","86"
"Sun, Dec 25, 2011","88","87"
"Sun, Dec 25, 2011","104","106"
"Sun, Dec 25, 2011","89","97"
"Mon, Dec 26, 2011","95","96"
"Mon, Dec 26, 2011","104","96"
"Mon, Dec 26, 2011","115","93"
"Mon, Dec 26, 2011","91","99"
"Mon, Dec 26, 2011","79","91"
"Mon, Dec 26, 2011","104","100"
"Mon, Dec 26, 2011","95","104"
"Mon, Dec 26, 2011","85","84"
"Mon, Dec 26, 2011","103","107"
"Mon, Dec 26, 2011","91","100"
"Mon, Dec 26, 2011","82","95"
"Mon, Dec 26, 2011","90","84"
"Tue, Dec 27, 2011","71","96"
"Tue, Dec 27, 2011","107","115"
"Tue, Dec 27, 2011","95","98"
"Tue, Dec 27, 2011","106","70"
"Tue, Dec 27, 2011","79","101"
"Wed, Dec 28, 2011","83","101"
"Wed, Dec 28, 2011","96","95"
"Wed, Dec 28, 2011","100","117"
"Wed, Dec 28, 2011","105","89"
"Wed, Dec 28, 2011","78","92"
"Wed, Dec 28, 2011","98","95"
"Wed, Dec 28, 2011","78","97"
"Wed, Dec 28, 2011","103","83"
"Wed, Dec 28, 2011","90","115"
"Wed, Dec 28, 2011","90","85"
"Thu, Dec 29, 2011","85","105"
"Thu, Dec 29, 2011","82","99"
"Thu, Dec 29, 2011","102","104"
"Thu, Dec 29, 2011","78","94"
"Thu, Dec 29, 2011","102","111"
"Thu, Dec 29, 2011","108","98"
"Fri, Dec 30, 2011","98","105"
"Fri, Dec 30, 2011","85","96"
"Fri, Dec 30, 2011","100","79"
"Fri, Dec 30, 2011","86","99"
"Fri, Dec 30, 2011","91","98"
"Fri, Dec 30, 2011","114","101"
"Fri, Dec 30, 2011","93","113"
"Fri, Dec 30, 2011","81","102"
"Fri, Dec 30, 2011","103","101"
"Fri, Dec 30, 2011","93","78"
"Fri, Dec 30, 2011","99","102"
"Sat, Dec 31, 2011","88","96"
"Sat, Dec 31, 2011","107","79"
"Sat, Dec 31, 2011","84","95"
"Sat, Dec 31, 2011","89","92"
"Sat, Dec 31, 2011","97","107"
"Sat, Dec 31, 2011","114","92"
"Sat, Dec 31, 2011","89","104"
"Sun, Jan 1, 2012","64","104"
"Sun, Jan 1, 2012","82","98"
"Sun, Jan 1, 2012","90","99"
"Sun, Jan 1, 2012","88","93"
"Sun, Jan 1, 2012","90","129"
"Sun, Jan 1, 2012","82","99"
"Sun, Jan 1, 2012","96","102"
"Sun, Jan 1, 2012","80","96"
"Sun, Jan 1, 2012","94","86"
"Mon, Jan 2, 2012","92","100"
"Mon, Jan 2, 2012","87","100"
"Mon, Jan 2, 2012","86","91"
"Mon, Jan 2, 2012","78","89"
"Mon, Jan 2, 2012","100","92"
"Mon, Jan 2, 2012","96","106"
"Mon, Jan 2, 2012","108","94"
"Mon, Jan 2, 2012","90","85"
"Mon, Jan 2, 2012","91","102"
"Mon, Jan 2, 2012","90","94"
"Tue, Jan 3, 2012","74","76"
"Tue, Jan 3, 2012","101","115"
"Tue, Jan 3, 2012","99","108"
"Tue, Jan 3, 2012","96","113"
"Tue, Jan 3, 2012","103","93"
"Tue, Jan 3, 2012","73","85"
"Wed, Jan 4, 2012","70","89"
"Wed, Jan 4, 2012","89","98"
"Wed, Jan 4, 2012","83","110"
"Wed, Jan 4, 2012","99","83"
"Wed, Jan 4, 2012","89","117"
"Wed, Jan 4, 2012","83","118"
"Wed, Jan 4, 2012","90","86"
"Wed, Jan 4, 2012","101","93"
"Wed, Jan 4, 2012","118","110"
"Wed, Jan 4, 2012","85","103"
"Wed, Jan 4, 2012","95","101"
"Wed, Jan 4, 2012","77","92"
"Thu, Jan 5, 2012","116","109"
"Thu, Jan 5, 2012","96","107"
"Thu, Jan 5, 2012","100","103"
"Thu, Jan 5, 2012","71","93"
"Fri, Jan 6, 2012","87","74"
"Fri, Jan 6, 2012","102","96"
"Fri, Jan 6, 2012","90","97"
"Fri, Jan 6, 2012","98","87"
"Fri, Jan 6, 2012","96","88"
"Fri, Jan 6, 2012","94","109"
"Fri, Jan 6, 2012","97","83"
"Fri, Jan 6, 2012","73","96"
"Fri, Jan 6, 2012","77","102"
"Fri, Jan 6, 2012","97","85"
"Fri, Jan 6, 2012","85","94"
"Fri, Jan 6, 2012","99","96"
"Sat, Jan 7, 2012","94","109"
"Sat, Jan 7, 2012","81","96"
"Sat, Jan 7, 2012","103","80"
"Sat, Jan 7, 2012","88","87"
"Sat, Jan 7, 2012","98","95"
"Sat, Jan 7, 2012","77","99"
"Sat, Jan 7, 2012","86","92"
"Sat, Jan 7, 2012","101","90"
"Sat, Jan 7, 2012","62","97"
"Sat, Jan 7, 2012","117","121"
"Sun, Jan 8, 2012","82","90"
"Sun, Jan 8, 2012","96","108"
"Sun, Jan 8, 2012","93","109"
"Sun, Jan 8, 2012","78","98"
"Sun, Jan 8, 2012","104","97"
"Sun, Jan 8, 2012","93","72"
"Mon, Jan 9, 2012","68","92"
"Mon, Jan 9, 2012","94","81"
"Mon, Jan 9, 2012","106","101"
"Mon, Jan 9, 2012","87","91"
"Mon, Jan 9, 2012","86","96"
"Mon, Jan 9, 2012","87","97"
"Tue, Jan 10, 2012","82","70"
"Tue, Jan 10, 2012","100","86"
"Tue, Jan 10, 2012","106","111"
"Tue, Jan 10, 2012","83","99"
"Tue, Jan 10, 2012","100","95"
"Tue, Jan 10, 2012","103","106"
"Tue, Jan 10, 2012","111","100"
"Tue, Jan 10, 2012","85","112"
"Tue, Jan 10, 2012","97","105"
"Tue, Jan 10, 2012","105","113"
"Tue, Jan 10, 2012","78","93"
"Wed, Jan 11, 2012","90","85"
"Wed, Jan 11, 2012","64","78"
"Wed, Jan 11, 2012","115","123"
"Wed, Jan 11, 2012","84","96"
"Wed, Jan 11, 2012","89","95"
"Wed, Jan 11, 2012","95","85"
"Wed, Jan 11, 2012","79","85"
"Wed, Jan 11, 2012","107","104"
"Wed, Jan 11, 2012","95","101"
"Wed, Jan 11, 2012","98","91"
"Wed, Jan 11, 2012","90","87"
"Thu, Jan 12, 2012","81","111"
"Thu, Jan 12, 2012","117","109"
"Thu, Jan 12, 2012","83","94"
"Thu, Jan 12, 2012","93","102"
"Thu, Jan 12, 2012","101","90"
"Fri, Jan 13, 2012","88","79"
"Fri, Jan 13, 2012","98","81"
"Fri, Jan 13, 2012","76","102"
"Fri, Jan 13, 2012","104","117"
"Fri, Jan 13, 2012","89","103"
"Fri, Jan 13, 2012","92","97"
"Fri, Jan 13, 2012","87","80"
"Fri, Jan 13, 2012","89","120"
"Fri, Jan 13, 2012","110","103"
"Fri, Jan 13, 2012","83","99"
"Fri, Jan 13, 2012","95","90"
"Sat, Jan 14, 2012","91","93"
"Sat, Jan 14, 2012","100","112"
"Sat, Jan 14, 2012","64","77"
"Sat, Jan 14, 2012","60","99"
"Sat, Jan 14, 2012","105","107"
"Sat, Jan 14, 2012","83","97"
"Sat, Jan 14, 2012","94","102"
"Sat, Jan 14, 2012","99","108"
"Sat, Jan 14, 2012","92","104"
"Sat, Jan 14, 2012","94","107"
"Sat, Jan 14, 2012","103","90"
"Sun, Jan 15, 2012","106","96"
"Sun, Jan 15, 2012","99","91"
"Sun, Jan 15, 2012","91","102"
"Mon, Jan 16, 2012","84","93"
"Mon, Jan 16, 2012","97","88"
"Mon, Jan 16, 2012","102","94"
"Mon, Jan 16, 2012","91","101"
"Mon, Jan 16, 2012","70","73"
"Mon, Jan 16, 2012","86","102"
"Mon, Jan 16, 2012","86","99"
"Mon, Jan 16, 2012","84","77"
"Mon, Jan 16, 2012","102","93"
"Mon, Jan 16, 2012","82","94"
"Mon, Jan 16, 2012","114","106"
"Tue, Jan 17, 2012","97","118"
"Tue, Jan 17, 2012","105","95"
"Tue, Jan 17, 2012","80","97"
"Tue, Jan 17, 2012","98","120"
"Tue, Jan 17, 2012","105","95"
"Tue, Jan 17, 2012","89","96"
"Tue, Jan 17, 2012","79","108"
"Wed, Jan 18, 2012","89","92"
"Wed, Jan 18, 2012","73","96"
"Wed, Jan 18, 2012","89","91"
"Wed, Jan 18, 2012","85","93"
"Wed, Jan 18, 2012","100","107"
"Wed, Jan 18, 2012","93","87"
"Wed, Jan 18, 2012","91","88"
"Wed, Jan 18, 2012","85","83"
"Wed, Jan 18, 2012","108","104"
"Wed, Jan 18, 2012","88","92"
"Wed, Jan 18, 2012","102","105"
"Thu, Jan 19, 2012","88","90"
"Thu, Jan 19, 2012","87","98"
"Thu, Jan 19, 2012","94","91"
"Fri, Jan 20, 2012","79","71"
"Fri, Jan 20, 2012","114","75"
"Fri, Jan 20, 2012","98","81"
"Fri, Jan 20, 2012","94","91"
"Fri, Jan 20, 2012","101","98"
"Fri, Jan 20, 2012","100","86"
"Fri, Jan 20, 2012","80","92"
"Fri, Jan 20, 2012","76","90"
"Fri, Jan 20, 2012","88","86"
"Fri, Jan 20, 2012","94","84"
"Fri, Jan 20, 2012","108","104"
"Sat, Jan 21, 2012","94","121"
"Sat, Jan 21, 2012","89","95"
"Sat, Jan 21, 2012","91","94"
"Sat, Jan 21, 2012","102","105"
"Sat, Jan 21, 2012","95","128"
"Sat, Jan 21, 2012","92","113"
"Sat, Jan 21, 2012","84","74"
"Sat, Jan 21, 2012","83","81"
"Sat, Jan 21, 2012","119","114"
"Sat, Jan 21, 2012","98","108"
"Sun, Jan 22, 2012","91","103"
"Sun, Jan 22, 2012","98","96"
"Sun, Jan 22, 2012","91","82"
"Sun, Jan 22, 2012","87","97"
"Sun, Jan 22, 2012","100","94"
"Mon, Jan 23, 2012","56","87"
"Mon, Jan 23, 2012","95","110"
"Mon, Jan 23, 2012","87","93"
"Mon, Jan 23, 2012","91","90"
"Mon, Jan 23, 2012","97","92"
"Mon, Jan 23, 2012","107","92"
"Mon, Jan 23, 2012","104","102"
"Mon, Jan 23, 2012","79","99"
"Mon, Jan 23, 2012","83","103"
"Mon, Jan 23, 2012","89","101"
"Tue, Jan 24, 2012","111","78"
"Tue, Jan 24, 2012","102","83"
"Tue, Jan 24, 2012","85","92"
"Tue, Jan 24, 2012","99","96"
"Tue, Jan 24, 2012","84","97"
"Wed, Jan 25, 2012","95","90"
"Wed, Jan 25, 2012","81","91"
"Wed, Jan 25, 2012","105","90"
"Wed, Jan 25, 2012","101","98"
"Wed, Jan 25, 2012","93","101"
"Wed, Jan 25, 2012","105","99"
"Wed, Jan 25, 2012","91","96"
"Wed, Jan 25, 2012","91","101"
"Wed, Jan 25, 2012","97","90"
"Wed, Jan 25, 2012","122","93"
"Wed, Jan 25, 2012","83","105"
"Wed, Jan 25, 2012","111","106"
"Wed, Jan 25, 2012","75","92"
"Thu, Jan 26, 2012","91","98"
"Thu, Jan 26, 2012","91","83"
"Fri, Jan 27, 2012","87","94"
"Fri, Jan 27, 2012","100","107"
"Fri, Jan 27, 2012","99","96"
"Fri, Jan 27, 2012","101","116"
"Fri, Jan 27, 2012","81","96"
"Fri, Jan 27, 2012","107","101"
"Fri, Jan 27, 2012","120","109"
"Fri, Jan 27, 2012","76","103"
"Fri, Jan 27, 2012","89","99"
"Fri, Jan 27, 2012","79","87"
"Fri, Jan 27, 2012","67","93"
"Fri, Jan 27, 2012","72","89"
"Fri, Jan 27, 2012","71","109"
"Sat, Jan 28, 2012","102","99"
"Sat, Jan 28, 2012","84","97"
"Sat, Jan 28, 2012","89","100"
"Sat, Jan 28, 2012","74","95"
"Sat, Jan 28, 2012","84","86"
"Sat, Jan 28, 2012","93","96"
"Sun, Jan 29, 2012","88","87"
"Sun, Jan 29, 2012","100","101"
"Sun, Jan 29, 2012","109","105"
"Sun, Jan 29, 2012","93","97"
"Sun, Jan 29, 2012","106","101"
"Sun, Jan 29, 2012","94","73"
"Sun, Jan 29, 2012","94","72"
"Sun, Jan 29, 2012","106","85"
"Mon, Jan 30, 2012","120","108"
"Mon, Jan 30, 2012","100","112"
"Mon, Jan 30, 2012","83","73"
"Mon, Jan 30, 2012","95","109"
"Mon, Jan 30, 2012","82","103"
"Mon, Jan 30, 2012","69","74"
"Mon, Jan 30, 2012","122","99"
"Mon, Jan 30, 2012","89","93"
"Mon, Jan 30, 2012","98","88"
"Tue, Jan 31, 2012","93","90"
"Tue, Jan 31, 2012","90","93"
"Tue, Jan 31, 2012","99","106"
"Tue, Jan 31, 2012","73","106"
"Tue, Jan 31, 2012","97","100"
"Tue, Jan 31, 2012","86","113"
"Tue, Jan 31, 2012","100","77"
"Wed, Feb 1, 2012","64","100"
"Wed, Feb 1, 2012","95","86"
"Wed, Feb 1, 2012","97","105"
"Wed, Feb 1, 2012","109","99"
"Wed, Feb 1, 2012","96","99"
"Wed, Feb 1, 2012","120","103"
"Wed, Feb 1, 2012","103","109"
"Wed, Feb 1, 2012","82","98"
"Wed, Feb 1, 2012","68","112"
"Wed, Feb 1, 2012","91","99"
"Wed, Feb 1, 2012","107","105"
"Thu, Feb 2, 2012","96","77"
"Thu, Feb 2, 2012","101","119"
"Thu, Feb 2, 2012","112","91"
"Thu, Feb 2, 2012","105","102"
"Thu, Feb 2, 2012","92","95"
"Thu, Feb 2, 2012","81","93"
"Fri, Feb 3, 2012","89","91"
"Fri, Feb 3, 2012","98","87"
"Fri, Feb 3, 2012","93","89"
"Fri, Feb 3, 2012","80","88"
"Fri, Feb 3, 2012","81","99"
"Fri, Feb 3, 2012","108","105"
"Fri, Feb 3, 2012","94","101"
"Fri, Feb 3, 2012","94","102"
"Fri, Feb 3, 2012","99","79"
"Fri, Feb 3, 2012","89","106"
"Sat, Feb 4, 2012","98","87"
"Sat, Feb 4, 2012","88","91"
"Sat, Feb 4, 2012","87","89"
"Sat, Feb 4, 2012","85","81"
"Sat, Feb 4, 2012","113","90"
"Sat, Feb 4, 2012","91","100"
"Sat, Feb 4, 2012","92","99"
"Sat, Feb 4, 2012","89","95"
"Sat, Feb 4, 2012","97","117"
"Sat, Feb 4, 2012","106","114"
"Sat, Feb 4, 2012","96","107"
"Sat, Feb 4, 2012","87","96"
"Sat, Feb 4, 2012","107","81"
"Sun, Feb 5, 2012","80","98"
"Sun, Feb 5, 2012","89","95"
"Mon, Feb 6, 2012","99","90"
"Mon, Feb 6, 2012","99","90"
"Mon, Feb 6, 2012","89","84"
"Mon, Feb 6, 2012","108","87"
"Mon, Feb 6, 2012","100","92"
"Mon, Feb 6, 2012","88","99"
"Mon, Feb 6, 2012","107","102"
"Mon, Feb 6, 2012","90","95"
"Mon, Feb 6, 2012","111","107"
"Mon, Feb 6, 2012","108","111"
"Tue, Feb 7, 2012","84","94"
"Tue, Feb 7, 2012","119","116"
"Tue, Feb 7, 2012","99","104"
"Tue, Feb 7, 2012","91","107"
"Tue, Feb 7, 2012","107","105"
"Tue, Feb 7, 2012","84","86"
"Wed, Feb 8, 2012","87","97"
"Wed, Feb 8, 2012","92","99"
"Wed, Feb 8, 2012","105","95"
"Wed, Feb 8, 2012","80","85"
"Wed, Feb 8, 2012","99","92"
"Wed, Feb 8, 2012","90","67"
"Wed, Feb 8, 2012","89","102"
"Wed, Feb 8, 2012","100","90"
"Wed, Feb 8, 2012","103","96"
"Wed, Feb 8, 2012","105","99"
"Wed, Feb 8, 2012","107","93"
"Thu, Feb 9, 2012","88","87"
"Thu, Feb 9, 2012","109","101"
"Thu, Feb 9, 2012","96","89"
"Thu, Feb 9, 2012","101","106"
"Fri, Feb 10, 2012","95","64"
"Fri, Feb 10, 2012","113","112"
"Fri, Feb 10, 2012","92","109"
"Fri, Feb 10, 2012","92","98"
"Fri, Feb 10, 2012","104","97"
"Fri, Feb 10, 2012","94","86"
"Fri, Feb 10, 2012","85","92"
"Fri, Feb 10, 2012","89","87"
"Fri, Feb 10, 2012","78","77"
"Fri, Feb 10, 2012","74","86"
"Fri, Feb 10, 2012","101","87"
"Fri, Feb 10, 2012","106","89"
"Sat, Feb 11, 2012","111","86"
"Sat, Feb 11, 2012","99","84"
"Sat, Feb 11, 2012","94","97"
"Sat, Feb 11, 2012","113","109"
"Sat, Feb 11, 2012","99","94"
"Sat, Feb 11, 2012","100","98"
"Sat, Feb 11, 2012","103","89"
"Sat, Feb 11, 2012","98","84"
"Sun, Feb 12, 2012","107","87"
"Sun, Feb 12, 2012","91","95"
"Sun, Feb 12, 2012","98","77"
"Sun, Feb 12, 2012","97","106"
"Sun, Feb 12, 2012","98","88"
"Sun, Feb 12, 2012","94","92"
"Mon, Feb 13, 2012","98","89"
"Mon, Feb 13, 2012","92","96"
"Mon, Feb 13, 2012","96","102"
"Mon, Feb 13, 2012","114","96"
"Mon, Feb 13, 2012","80","86"
"Mon, Feb 13, 2012","89","102"
"Tue, Feb 14, 2012","115","121"
"Tue, Feb 14, 2012","92","109"
"Tue, Feb 14, 2012","99","95"
"Tue, Feb 14, 2012","105","90"
"Tue, Feb 14, 2012","78","86"
"Tue, Feb 14, 2012","83","93"
"Tue, Feb 14, 2012","85","111"
"Tue, Feb 14, 2012","124","109"
"Tue, Feb 14, 2012","90","87"
"Wed, Feb 15, 2012","98","88"
"Wed, Feb 15, 2012","87","98"
"Wed, Feb 15, 2012","84","102"
"Wed, Feb 15, 2012","93","91"
"Wed, Feb 15, 2012","95","96"
"Wed, Feb 15, 2012","84","102"
"Wed, Feb 15, 2012","92","89"
"Wed, Feb 15, 2012","90","102"
"Wed, Feb 15, 2012","105","100"
"Wed, Feb 15, 2012","85","100"
"Wed, Feb 15, 2012","87","103"
"Wed, Feb 15, 2012","101","99"
"Wed, Feb 15, 2012","113","106"
"Thu, Feb 16, 2012","80","89"
"Thu, Feb 16, 2012","88","93"
"Thu, Feb 16, 2012","74","71"
"Fri, Feb 17, 2012","111","87"
"Fri, Feb 17, 2012","108","114"
"Fri, Feb 17, 2012","111","98"
"Fri, Feb 17, 2012","99","111"
"Fri, Feb 17, 2012","102","103"
"Fri, Feb 17, 2012","89","85"
"Fri, Feb 17, 2012","87","110"
"Fri, Feb 17, 2012","85","94"
"Fri, Feb 17, 2012","82","75"
"Fri, Feb 17, 2012","98","91"
"Fri, Feb 17, 2012","100","114"
"Sat, Feb 18, 2012","97","85"
"Sat, Feb 18, 2012","103","100"
"Sat, Feb 18, 2012","103","104"
"Sat, Feb 18, 2012","77","97"
"Sun, Feb 19, 2012","92","93"
"Sun, Feb 19, 2012","81","96"
"Sun, Feb 19, 2012","85","101"
"Sun, Feb 19, 2012","73","108"
"Sun, Feb 19, 2012","78","90"
"Sun, Feb 19, 2012","91","92"
"Sun, Feb 19, 2012","92","85"
"Sun, Feb 19, 2012","97","104"
"Sun, Feb 19, 2012","118","124"
"Sun, Feb 19, 2012","90","102"
"Mon, Feb 20, 2012","79","90"
"Mon, Feb 20, 2012","73","89"
"Mon, Feb 20, 2012","101","103"
"Mon, Feb 20, 2012","97","104"
"Mon, Feb 20, 2012","93","97"
"Mon, Feb 20, 2012","92","103"
"Mon, Feb 20, 2012","93","90"
"Mon, Feb 20, 2012","100","92"
"Mon, Feb 20, 2012","93","101"
"Mon, Feb 20, 2012","88","104"
"Mon, Feb 20, 2012","106","102"
"Tue, Feb 21, 2012","100","101"
"Tue, Feb 21, 2012","108","117"
"Tue, Feb 21, 2012","76","89"
"Tue, Feb 21, 2012","108","120"
"Tue, Feb 21, 2012","97","137"
"Wed, Feb 22, 2012","102","88"
"Wed, Feb 22, 2012","91","110"
"Wed, Feb 22, 2012","89","84"
"Wed, Feb 22, 2012","96","91"
"Wed, Feb 22, 2012","87","93"
"Wed, Feb 22, 2012","95","103"
"Wed, Feb 22, 2012","98","100"
"Wed, Feb 22, 2012","108","91"
"Wed, Feb 22, 2012","82","99"
"Wed, Feb 22, 2012","104","119"
"Wed, Feb 22, 2012","106","104"
"Wed, Feb 22, 2012","93","103"
"Wed, Feb 22, 2012","115","107"
"Thu, Feb 23, 2012","78","83"
"Thu, Feb 23, 2012","114","99"
"Thu, Feb 23, 2012","88","102"
"Thu, Feb 23, 2012","85","100"
"Tue, Feb 28, 2012","95","99"
"Tue, Feb 28, 2012","86","83"
"Tue, Feb 28, 2012","93","92"
"Tue, Feb 28, 2012","97","68"
"Tue, Feb 28, 2012","85","88"
"Tue, Feb 28, 2012","78","102"
"Tue, Feb 28, 2012","109","97"
"Tue, Feb 28, 2012","118","119"
"Tue, Feb 28, 2012","96","103"
"Wed, Feb 29, 2012","85","82"
"Wed, Feb 29, 2012","96","102"
"Wed, Feb 29, 2012","95","104"
"Wed, Feb 29, 2012","94","109"
"Wed, Feb 29, 2012","85","104"
"Wed, Feb 29, 2012","85","96"
"Wed, Feb 29, 2012","95","84"
"Wed, Feb 29, 2012","103","120"
"Wed, Feb 29, 2012","92","88"
"Wed, Feb 29, 2012","96","89"
"Wed, Feb 29, 2012","83","104"
"Wed, Feb 29, 2012","102","95"
"Thu, Mar 1, 2012","105","102"
"Thu, Mar 1, 2012","95","104"
"Thu, Mar 1, 2012","107","93"
"Thu, Mar 1, 2012","108","100"
"Fri, Mar 2, 2012","94","99"
"Fri, Mar 2, 2012","94","107"
"Fri, Mar 2, 2012","112","91"
"Fri, Mar 2, 2012","117","105"
"Fri, Mar 2, 2012","107","115"
"Fri, Mar 2, 2012","92","97"
"Fri, Mar 2, 2012","83","105"
"Fri, Mar 2, 2012","78","81"
"Fri, Mar 2, 2012","72","102"
"Fri, Mar 2, 2012","102","99"
"Fri, Mar 2, 2012","98","99"
"Sat, Mar 3, 2012","90","97"
"Sat, Mar 3, 2012","96","102"
"Sat, Mar 3, 2012","83","100"
"Sat, Mar 3, 2012","102","84"
"Sat, Mar 3, 2012","98","114"
"Sat, Mar 3, 2012","122","110"
"Sat, Mar 3, 2012","98","101"
"Sun, Mar 4, 2012","111","115"
"Sun, Mar 4, 2012","104","101"
"Sun, Mar 4, 2012","105","103"
"Sun, Mar 4, 2012","83","93"
"Sun, Mar 4, 2012","96","91"
"Sun, Mar 4, 2012","88","96"
"Sun, Mar 4, 2012","99","94"
"Sun, Mar 4, 2012","75","83"
"Mon, Mar 5, 2012","72","92"
"Mon, Mar 5, 2012","109","100"
"Mon, Mar 5, 2012","116","119"
"Mon, Mar 5, 2012","93","97"
"Mon, Mar 5, 2012","94","95"
"Mon, Mar 5, 2012","91","95"
"Mon, Mar 5, 2012","74","86"
"Mon, Mar 5, 2012","92","88"
"Mon, Mar 5, 2012","120","100"
"Tue, Mar 6, 2012","92","97"
"Tue, Mar 6, 2012","84","100"
"Tue, Mar 6, 2012","85","95"
"Tue, Mar 6, 2012","85","88"
"Tue, Mar 6, 2012","101","96"
"Tue, Mar 6, 2012","78","108"
"Wed, Mar 7, 2012","99","93"
"Wed, Mar 7, 2012","100","99"
"Wed, Mar 7, 2012","110","92"
"Wed, Mar 7, 2012","86","89"
"Wed, Mar 7, 2012","106","104"
"Wed, Mar 7, 2012","94","106"
"Wed, Mar 7, 2012","100","101"
"Wed, Mar 7, 2012","104","115"
"Wed, Mar 7, 2012","71","103"
"Wed, Mar 7, 2012","98","99"
"Wed, Mar 7, 2012","105","118"
"Wed, Mar 7, 2012","98","116"
"Wed, Mar 7, 2012","101","106"
"Thu, Mar 8, 2012","99","94"
"Thu, Mar 8, 2012","94","96"
"Fri, Mar 9, 2012","86","104"
"Fri, Mar 9, 2012","83","74"
"Fri, Mar 9, 2012","97","110"
"Fri, Mar 9, 2012","85","86"
"Fri, Mar 9, 2012","114","119"
"Fri, Mar 9, 2012","105","102"
"Fri, Mar 9, 2012","96","90"
"Fri, Mar 9, 2012","91","104"
"Fri, Mar 9, 2012","97","110"
"Fri, Mar 9, 2012","120","108"
"Sat, Mar 10, 2012","97","111"
"Sat, Mar 10, 2012","86","105"
"Sat, Mar 10, 2012","87","111"
"Sat, Mar 10, 2012","91","93"
"Sat, Mar 10, 2012","95","89"
"Sat, Mar 10, 2012","112","106"
"Sat, Mar 10, 2012","95","122"
"Sat, Mar 10, 2012","91","98"
"Sat, Mar 10, 2012","110","99"
"Sun, Mar 11, 2012","107","118"
"Sun, Mar 11, 2012","94","91"
"Sun, Mar 11, 2012","97","93"
"Sun, Mar 11, 2012","94","97"
"Sun, Mar 11, 2012","106","94"
"Sun, Mar 11, 2012","94","107"
"Sun, Mar 11, 2012","106","99"
"Sun, Mar 11, 2012","105","99"
"Mon, Mar 12, 2012","99","104"
"Mon, Mar 12, 2012","94","85"
"Mon, Mar 12, 2012","105","99"
"Mon, Mar 12, 2012","73","71"
"Mon, Mar 12, 2012","127","124"
"Mon, Mar 12, 2012","97","112"
"Mon, Mar 12, 2012","90","105"
"Tue, Mar 13, 2012","96","88"
"Tue, Mar 13, 2012","98","107"
"Tue, Mar 13, 2012","117","118"
"Tue, Mar 13, 2012","75","92"
"Tue, Mar 13, 2012","116","111"
"Tue, Mar 13, 2012","104","103"
"Tue, Mar 13, 2012","98","104"
"Tue, Mar 13, 2012","115","89"
"Wed, Mar 14, 2012","102","106"
"Wed, Mar 14, 2012","105","103"
"Wed, Mar 14, 2012","87","107"
"Wed, Mar 14, 2012","94","111"
"Wed, Mar 14, 2012","82","96"
"Wed, Mar 14, 2012","105","115"
"Wed, Mar 14, 2012","84","98"
"Wed, Mar 14, 2012","107","101"
"Wed, Mar 14, 2012","79","121"
"Wed, Mar 14, 2012","111","120"
"Wed, Mar 14, 2012","124","112"
"Wed, Mar 14, 2012","111","122"
"Thu, Mar 15, 2012","96","101"
"Thu, Mar 15, 2012","103","90"
"Thu, Mar 15, 2012","91","87"
"Thu, Mar 15, 2012","99","89"
