"V1","V2"
14.7145611083336,19.2374130354653
-9.96232615191216,-7.25873222491972
-3.57044295902163,19.7363727314093
-4.77282827080766,10.9663174256425
-19.1284630827967,13.6143764355019
13.7793828492059,14.5584064992848
-19.068163096586,12.8989495455845
17.4723385111326,8.8204620161816
-2.20120298651882,-21.43129919936
9.5285990892389,12.7389621063357
-21.1760510249625,15.938206370442
18.9820117863752,17.0068767536491
-9.82639445004919,-9.01392897153126
-15.3115293780574,16.4490110932622
-17.5147085113057,15.513146496018
-7.47698541217,15.9314399638497
15.9203747350668,10.332089071112
-9.45013737823399,16.515636962436
4.54928523562558,22.7467980351928
-10.4161247559655,10.8935267773774
12.7528074169246,-4.44488501787955
7.62337791739626,9.96291869936424
-7.7416858670979,-23.7240070551674
-5.90771614923429,-8.2361209230748
6.9739424906741,13.7095566490253
4.7984205637533,8.7659149346469
-20.0683644409554,18.9609499839269
-15.5301168561979,21.7029410177251
-14.4962983118619,20.5137170984381
-3.89021751175837,2.45168007987355
4.96163079057628,6.91199994072635
8.02649817896856,-15.9121417178333
10.3500206375892,9.19670117222429
-3.57159804394118,-7.13231500842426
0.938735458241746,12.5831086481125
10.3086410886169,-19.638004984865
-19.7685769231718,19.524696954719
6.14544602276206,7.45120262806463
-7.47355567853617,-7.83020734885319
4.97844195198033,-7.59917609534841
-21.2232416628624,15.7802272067177
0.858046422797694,8.28626757540389
1.61148188698522,-2.84928895598648
6.97912107421701,17.4891420089606
20.5548430764054,13.9624821839044
2.91706385559757,-18.5981653256884
1.97307668501657,16.6874116320856
4.19906548627138,12.207167544762
-19.1564299688131,15.0771586420998
13.8593384431368,8.27852149637625
-1.1333047991305,20.5293118128446
-1.20736401615855,-10.7336059979059
-5.8640791989469,23.4911225923043
7.37334058104553,4.45204003263039
-4.59801649466398,-1.96321848200056
4.16118056099972,-2.97048422009051
5.60565751423562,6.78752003164328
-19.4815418014883,13.9955737157807
-0.994866284233691,4.12268451939672
3.20820015686864,-14.3613705643604
3.48537248692848,22.3963025300712
-13.8816146193946,-18.0355833385272
-21.2686074598708,-7.32737156281225
-2.96361280764097,-20.3401077962537
-16.6085452512925,10.1695529238736
