"Player","Pos","Season","Age","Tm","Exp","FGPer","FG3Per","FG2Per","effFGPer","FTPer","effMin","effFG","effFGA","eff3PM","eff3PA","eff2PM","eff2PA","effFTM","effFTA","effORB","effDRB","effTRB","effAST","effSTL","effBLK","effTOV","effPF","effPTS"
"Eric Bledsoe","PG","2017-2018",29,"PHO","7",0.448189963185429,0.34825499195926,0.495330723078648,0.49529250966291,0.865840030165913,0.008745278200483,0.222202395924127,0.493429244716619,0.0551840656129288,0.155852618920466,0.16856975450385,0.355037004371856,0.193685620439352,0.227586704196512,0.0226015303471951,0.126370545799733,0.146449508666907,0.193778076451487,0.0340520646662265,0.0126407104628595,0.10874351625258,0.0700863809926819,0.686300654210879
"Eric Gordon","SG","2017-2018",30,"HOU","9",0.407788546255507,0.361085574572127,0.468,0.529168724279835,0.820486725663717,0.00804798168069017,0.1741699161054,0.432258064516129,0.108014320080314,0.289607022321364,0.0712621547825899,0.148877861960825,0.0702324138431784,0.0830665681687598,0.0124749802169157,0.082078853046595,0.0926090718081819,0.0771889400921659,0.0160021214933798,0.0171530977982591,0.0505167203940489,0.0690605755616588,0.526570005603921
"Ersan Ilyasova","PF","2017-2018",31,"ATL","9",0.412174712643678,0.368482456140351,0.476879818594104,0.511,0.780856793145655,0.00581953039679651,0.178082294357707,0.410094760889747,0.0712314852345814,0.196511398810127,0.103105561128829,0.212068965517241,0.0620393347901774,0.083398854318769,0.0778389306975177,0.170263507701931,0.237507104150313,0.069851695467459,0.0237841177131304,0.0114942528735632,0.0487634970393591,0.117292638639108,0.497605505804989
"Evan Fournier","SF","2017-2018",26,"ORL","5",0.427780953534701,0.332822293390703,0.487296805678793,0.498282653496627,0.808962392020406,0.00753624294456871,0.179370499487416,0.419853879389024,0.0553993661724895,0.176398413607255,0.130240236622673,0.264813923811421,0.0859796992233897,0.102931998869635,0.0242820474596349,0.0809793144961213,0.1042782509033,0.0782265233294109,0.0274363019938256,0.00320436865694709,0.0547609218171998,0.0749121261105623,0.507886064573423
"Evan Turner","SF","2017-2018",30,"POR","7",0.416379143403961,0.316717853303564,0.441435157225108,0.441102062745226,0.853635116287494,0.00624513720241045,0.150971626856241,0.366070325411896,0.0177911552469211,0.0713630611501364,0.137009417201832,0.298972293297418,0.0648379708587002,0.0753393432300874,0.0229182074834819,0.123799790518914,0.143895539442181,0.125980257558304,0.0267007992208774,0.0177553099145163,0.0625569785109616,0.0658897409286593,0.381067502819855
"Frank Kaminsky","C","2017-2018",25,"CHO","2",0.40848460126921,0.315939763272003,0.460878044034249,0.45589506363733,0.756661374141488,0.00646898109878513,0.166762360227074,0.42437133999109,0.0508362604921382,0.16991645729293,0.115375215951965,0.258910584695025,0.0729390431262441,0.099932510701244,0.0299867990848309,0.139485216700946,0.179863572781323,0.0793534893452928,0.0264844377691412,0.0189141540340941,0.0436413669885497,0.0744407105992879,0.472194175305395
"Fred VanVleet","PG","2017-2018",24,"TOR","1",0.351,0.379,0.341,0.401,0.818,0.000990176151761518,0.139240506329114,0.379746835443038,0.0379746835443038,0.10126582278481,0.10126582278481,0.278481012658228,0.0632911392405063,0.0759493670886076,0.0126582278481013,0.126582278481013,0.139240506329114,0.113924050632911,0.0506329113924051,0.0126582278481013,0.0506329113924051,0.126582278481013,0.367088607594937
"Garrett Temple","SG","2017-2018",32,"SAC","7",0.402302771855011,0.369728070175439,0.450170542635659,0.4853410041841,0.68588748564868,0.00636467730259494,0.100580771170985,0.237755364019806,0.0488721804511278,0.130553002359074,0.0488408186241004,0.121724564575997,0.0197593984962406,0.0261596483220832,0.0163371084684613,0.0884369414101291,0.107997265892003,0.0928618196208224,0.0401166774614439,0.0172956352542699,0.040498974709501,0.0768544167436134,0.265455464482444
"Gary Harris","SG","2017-2018",24,"DEN","3",0.460647509578544,0.396307692307692,0.501819112627986,0.5306816,0.780586288416076,0.00855587083098554,0.197478085406599,0.400143511912987,0.0664005070324822,0.159609655226484,0.12373064862286,0.237099769225863,0.0631693952887815,0.084225860385042,0.0253380754315108,0.0761413317639146,0.103846657406557,0.105981373199108,0.0381790537418833,0.00371185244712754,0.0528828293335315,0.0492399846442316,0.543013840270872
"Gary Payton 2","G","2017-2018",26,"MIL","1",0.364,0.111,0.538,0.386,0.6,0.000335365853658537,0.0787878787878788,0.224242424242424,0.0121212121212121,0.0909090909090909,0.0727272727272727,0.133333333333333,0.0303030303030303,0.0484848484848485,0,0.121212121212121,0.121212121212121,0.133333333333333,0.0303030303030303,0.0424242424242424,0.103030303030303,0.0909090909090909,0.2
"George Hill","PG","2017-2018",32,"SAC","9",0.453050209205021,0.363659523809524,0.524260240963855,0.538743545611016,0.816778679026651,0.00658165787738959,0.172626642363484,0.356071346751759,0.0590445269016698,0.145021645021645,0.108816502259125,0.209936095650381,0.0960760447458413,0.12867327421318,0.0161135161135161,0.115805946791862,0.131042081042081,0.139269841269841,0.0300237639830754,0.00886019191103937,0.0451984126984127,0.0885439153439153,0.517708691743343
"Georgios Papagiannis","C","2017-2018",21,"SAC","1",0.549,0,0.56,0.549,0.857,0.00119986449864499,0.15527950310559,0.285714285714286,0,0.0062111801242236,0.15527950310559,0.279503105590062,0.031055900621118,0.0372670807453416,0.0683229813664596,0.173913043478261,0.24223602484472,0.0559006211180124,0.0062111801242236,0.0496894409937888,0.0683229813664596,0.124223602484472,0.347826086956522
"Giannis Antetokounmpo","PF","2017-2018",24,"MIL","4",0.526614224137931,0.26858934169279,0.563,0.538973782771536,0.816323529411765,0.00902097603653202,0.249594906695218,0.470080652795725,0.0168539325842697,0.0620777276759314,0.222895027577626,0.392339107907795,0.185332850066449,0.223432879952691,0.0545582877091242,0.212326422709198,0.266699020389273,0.173810931823942,0.0423483853599526,0.0656358267025656,0.0816750443524542,0.0817184814969894,0.692287081093105
"Glenn Robinson 2","G-F","2017-2018",24,"IND","3",0.452471111111111,0.381433962264151,0.509857740585774,0.530081632653061,0.72522,0.00545392953929539,0.120933087783916,0.252608178255696,0.0334597476081982,0.0955293826075692,0.0869135802469136,0.16450366922909,0.0331851851851852,0.0421330258510434,0.0416778080824286,0.133614050953074,0.184573150079327,0.036037205277958,0.0267928766244184,0.0178619177496123,0.0223273971870153,0.0430769230769231,0.30736421289293
"Goran Dragic","PG","2017-2018",32,"MIA","9",0.455143959447606,0.368890037593985,0.46933379826803,0.508463579857591,0.798229166666667,0.00715267977882713,0.185250901100806,0.455847489808847,0.0537372345703145,0.138360159749872,0.142224054311907,0.293873862717962,0.127943468215216,0.16053004760144,0.0196203040991863,0.0818842681700757,0.100760905244523,0.175410029291779,0.0386978478686477,0.00613905719717834,0.100601949978805,0.0940804472008993,0.554581249127962
"Gordon Hayward","SF","2017-2018",28,"BOS","7",0.476826126765922,0.378483214365027,0.509229787234043,0.528124904363613,0.840904100662847,0.0084150476621971,0.207249127309316,0.448247171531221,0.0623876917846062,0.169376791507525,0.154372541215022,0.306707156571287,0.135698154964618,0.16484623096135,0.0228873057910092,0.127808436160028,0.149743314634028,0.113475526662026,0.0282377697897823,0.00768363838353234,0.0554827322176551,0.0446456936052788,0.621909723133979
"Gorgui Dieng","C","2017-2018",28,"MIN","4",0.522423982869379,0.234613636363636,0.530611940298508,0.532631130063966,0.811189873417721,0.00776399667405765,0.115995173495668,0.228323699421965,0.00617283950617284,0.00697815091754486,0.113095294158276,0.209543420034788,0.0446525304425112,0.0547617529832102,0.0702469370021384,0.161629039397964,0.227400493025493,0.0587938975244675,0.0351815108759553,0.0410453743787077,0.0372232410745027,0.0948882767064585,0.290527770225632
"Greg Monroe","C","2017-2018",28,"MIL","7",0.544406614785992,0,0.546858195211786,0.545371373307544,0.704525906735751,0.00542730378665654,0.215039787798408,0.402038252128996,0,0,0.213419703103914,0.397571160438674,0.0965505464480874,0.139296024309952,0.0963352826510721,0.199274691358025,0.292618384401114,0.0993827160493827,0.0470733863837312,0.0273072252580449,0.0633564814814815,0.0933333333333333,0.546424998238568
"Harrison Barnes","PF","2017-2018",26,"DAL","5",0.457038079877532,0.327723990538628,0.498562577635815,0.498590266019116,0.88038697288851,0.00919969512195122,0.225445143211818,0.476746229115187,0.0327488219551276,0.0903929793727022,0.187769243062002,0.389756067633881,0.0965119648923446,0.116751558423862,0.0266465307683203,0.0975023362093811,0.128826339826801,0.0378478570086563,0.0231820019291652,0.00320493578121185,0.0373340693489323,0.0394436334784305,0.562348596865306
"Hassan Whiteside","C","2017-2018",29,"MIA","5",0.563670658682635,0,0.561403162055336,0.564751491053678,0.642584699453552,0.00799991464481574,0.218042844212008,0.373030086934747,0,0,0.218042844212008,0.373030086934747,0.0827614103687723,0.132335403120256,0.107761375255624,0.291787285652316,0.394838597348204,0.0268114426473322,0.0223089793641941,0.0676636669867049,0.0688556350143185,0.0861016435658562,0.528267814440399
"Henry Ellenson","PF","2017-2018",21,"DET","1",0.359,0.286,0.448,0.438,0.5,0.00049559620596206,0.155844155844156,0.441558441558442,0.0649350649350649,0.233766233766234,0.0909090909090909,0.194805194805195,0.025974025974026,0.051948051948052,0.051948051948052,0.220779220779221,0.285714285714286,0.051948051948052,0.012987012987013,0.012987012987013,0.0909090909090909,0.038961038961039,0.415584415584416
"Ian Clark","SG","2017-2018",27,"NOP","4",0.485987525987526,0.387931232091691,0.533166324435318,0.552211618257262,0.738075187969925,0.00445689861310378,0.182911361031978,0.379082556501911,0.0523089314480043,0.140740545803837,0.117335077012496,0.229209979209979,0.043999243999244,0.0617136123465237,0.019525039745628,0.0842664092664093,0.104474427055072,0.0867173920452609,0.0366660366660367,0.00816797810468697,0.0465877269674738,0.0570048957145731,0.468172231594318
"Ian Mahinmi","C","2017-2018",32,"WAS","9",0.597866866055879,0,0.595753336449472,0.597866866055879,0.487217426770932,0.0046587988220891,0.122111582344947,0.20010278794751,0,0,0.122111582344947,0.199143675972363,0.080664823667185,0.160689026280029,0.0818795809020666,0.189876862165899,0.278742602534574,0.0275434416085623,0.0689206407230518,0.042255956324652,0.0545572276652467,0.161789898764018,0.335145057168722
"Iman Shumpert","SG","2017-2018",28,"CLE","6",0.406361173814898,0.336744186046512,0.440823643410853,0.496672222222222,0.760544262295082,0.0063931316912179,0.0894780853517878,0.232865678822142,0.0455358842566153,0.151045859973163,0.050061919504644,0.111651349503012,0.0276558384547849,0.034863117567244,0.0198701554200275,0.0986377308204835,0.117963928446418,0.0508548906797527,0.0373627768259407,0.0150980392156863,0.0327273148094571,0.0700552065486389,0.257352941176471
"Isaiah Taylor","G","2017-2018",24,"ATL","1",0.143,0,0.2,0.143,0.5,0.000176151761517615,0.0230769230769231,0.138461538461538,0,0.0384615384615385,0.0230769230769231,0.1,0.0230769230769231,0.0384615384615385,0.0230769230769231,0.0384615384615385,0.0615384615384615,0.0615384615384615,0.0230769230769231,0.0230769230769231,0,0.115384615384615,0.0615384615384615
"Isaiah Thomas","G","2017-2018",29,"CLE","6",0.476375555555556,0.382961672473868,0.539051162790698,0.556158139534884,0.930188811188811,0.00854550862581797,0.259287306798619,0.529648609464811,0.0995077918154841,0.26431757200988,0.159853882381355,0.296902739502584,0.198891198891199,0.210558065838379,0.0153197697981681,0.0561900830237145,0.077740462355847,0.150087448290307,0.0211786434996751,0.00426277019683613,0.0734891460555177,0.0608969357994167,0.816860123463255
"Isaiah Whitehead","G","2017-2018",23,"BRK","1",0.416840970196865,0.292749253153947,0.433471608126722,0.449956468158963,0.738732581658081,0.00754502055560754,0.133531308548624,0.326327774029489,0.0298044103547459,0.0958479270315091,0.103161274177403,0.228064299477343,0.055019317825288,0.0781538098040265,0.015860484140054,0.0968768859160163,0.112909141715112,0.132058094961321,0.0220123193556029,0.0251147798742138,0.0795215482672745,0.0960757445266664,0.344624710910308
"Ish Smith","PG","2017-2018",30,"DET","7",0.440425324675325,0.255930904522613,0.47522485358868,0.464396192466463,0.709565667699148,0.00540312761834939,0.165532030416345,0.374691139956901,0.013070249613109,0.0515863816963208,0.152208907363617,0.337571880594413,0.0361509487169158,0.0511626437038029,0.0136563508294185,0.110341528717647,0.123526790496016,0.241495841533766,0.0352018999629743,0.016597510373444,0.0653955503540566,0.0648077520693844,0.391524382791038
"Ivica Zubac","C","2017-2018",21,"LAL","1",0.562058750605676,0,0.564797818181818,0.560943013002205,0.652749335886607,0.00509352561171207,0.225605312318273,0.41945700508405,0,0.0064305966469428,0.229515658375315,0.409286534828541,0.0544166390263228,0.0887398046169566,0.0662022066162194,0.202111580151722,0.263793067586292,0.0520510430546854,0.02771546635183,0.0555501167617195,0.0455805150309461,0.107191337719298,0.525443863997936
"J.J. Barea","PG","2017-2018",34,"DAL","11",0.416049504950495,0.369514619883041,0.459074157303371,0.48487525987526,0.878942118226601,0.00543109007577328,0.169232628116182,0.418298368298368,0.065045388975506,0.177713294879507,0.0968325153107762,0.231457295067881,0.0549046321525886,0.0637905693564321,0.0119393939393939,0.101436710428536,0.119393939393939,0.246198602593747,0.0155196015801207,0,0.0798701298701298,0.0392949907235622,0.457457683161909
"J.J. Redick","SG","2017-2018",34,"PHI","11",0.449374422360703,0.42327291805697,0.474843873454312,0.55313820793439,0.892606146120583,0.00724680026857485,0.17664930352214,0.384700789753981,0.0859686305356212,0.205399207888842,0.0948443934766123,0.193277516767016,0.0725946391073682,0.081062398321764,0.00460455620030088,0.075681926742748,0.0814170554975594,0.0494144734744389,0.0242935000268047,0.00692645544657342,0.0461950620353989,0.053896283210704,0.526651409912424
"J.R. Smith","SG","2017-2018",33,"CLE","13",0.368624930362117,0.366400912976641,0.348635439763489,0.518590141163301,0.672141222565193,0.00694891696732317,0.101240941434045,0.286084340203743,0.0689308865390024,0.201533388067871,0.0239605839778432,0.0638498082943781,0.00678580954195357,0.0121708482676225,0.0131844553913519,0.0849392925457834,0.092625734165075,0.0502761988968885,0.0325354254089886,0.00836611895394585,0.0178297815755254,0.0654848427434634,0.283456792389897
"Jabari Parker","F","2017-2018",23,"MIL","3",0.485837121212121,0.379503993716826,0.534227927010514,0.536585418222554,0.745209874183079,0.00867415263836506,0.228550283415119,0.485207941211775,0.0383480825958702,0.212412167312983,0.182734140355966,0.360207498898235,0.0997315307125102,0.13273448471202,0.0539920829842108,0.141809170710662,0.188032296980219,0.0846366602170743,0.0299285107226009,0.0133938788970493,0.0570853397874132,0.0634212319988937,0.592116788953362
"Jae Crowder","SF","2017-2018",28,"CLE","5",0.434473933649289,0.413477777777778,0.46332,0.556659003831418,0.86272193877551,0.00692861851398437,0.134941669498244,0.323035828897195,0.0970017636684304,0.248015873015873,0.0605496040987424,0.130996739636702,0.10211027910143,0.113898500576701,0.016042657718881,0.141071428571429,0.165055734227848,0.074266975308642,0.0294985250737463,0.0108024691358025,0.0405604719764012,0.0696709706648544,0.457799925537704
"Jahlil Okafor","C-F","2017-2018",23,"PHI","2",0.523178571428571,0,0.524096428571428,0.526211663066955,0.699380664652568,0.00606661602948209,0.21537875525819,0.440337399637221,0,0,0.21537875525819,0.434967431348962,0.112019537949356,0.155263485474893,0.0670067238581034,0.144322174463607,0.208558428008347,0.0528286804125503,0.0199932226363944,0.0438286758359395,0.0810379048264511,0.102784952383638,0.531884868936051
"Jake Layman","SF","2017-2018",24,"POR","1",0.292,0.255,0.342,0.365,0.765,0.00084180216802168,0.0985915492957746,0.352112676056338,0.0563380281690141,0.211267605633803,0.0563380281690141,0.154929577464789,0.0563380281690141,0.0704225352112676,0.028169014084507,0.0704225352112676,0.0985915492957746,0.0422535211267606,0.0422535211267606,0.0140845070422535,0.0422535211267606,0.0845070422535211,0.309859154929577
"Jakob Poeltl","C","2017-2018",23,"TOR","1",0.597907930661917,0,0.597839001593972,0.599021955599682,0.622070017801136,0.00325738522207609,0.10824997664595,0.191132088830181,0,0,0.10824997664595,0.190414873787948,0.0554784376592492,0.0929166364711467,0.1129959762121,0.149278141101863,0.266855690700611,0.0208854227367708,0.0266937036407904,0.0327128044533839,0.0516190987088389,0.165585139444384,0.284794053617279
"Jamal Crawford","SG","2017-2018",38,"MIN","17",0.403471941062495,0.344427028975882,0.465078898748341,0.465770471654632,0.838245141050788,0.00608304649631376,0.161222547642453,0.395113214320874,0.0541834621803982,0.152978233000655,0.110222375058036,0.240256643564846,0.0743181573233839,0.0958044265692268,0.0105412931187866,0.055361720532644,0.0634669867057624,0.0943482294618558,0.0265038011367929,0.00842709435796554,0.0652513720234529,0.0514365499034131,0.45295799995765
"Jamal Murray","PG","2017-2018",21,"DEN","1",0.413696330545804,0.336520754716981,0.474342378200128,0.504939907029159,0.893080668788825,0.00628249529585377,0.170352225924662,0.408579662295972,0.0651162790697674,0.202613876609648,0.104259159641994,0.217506871980838,0.0649219307055066,0.0720530325966053,0.0200156318841007,0.0942426902842531,0.118223707704912,0.105386511212995,0.0298598223597357,0.0154508325541608,0.0668278421343636,0.0678385332101017,0.479679135665203
"James Ennis","SF","2017-2018",28,"MEM","3",0.422145832704441,0.377717028985507,0.460414847457627,0.527354524475214,0.80248579770388,0.00510566333260693,0.0952314479727897,0.223660518976875,0.0343683199131658,0.0916846446562239,0.0564410603395656,0.118510001677552,0.0703471402439746,0.0858975044327664,0.0443238536791966,0.136498692609982,0.179374236246731,0.0394578606141322,0.028832044555896,0.0145073314818302,0.0362389875364661,0.118253265925398,0.299432215365538
"James Harden","SG","2017-2018",29,"HOU","8",0.453005429610971,0.347313588850174,0.543793399594712,0.535764576327381,0.858829721780604,0.00925229508782609,0.223145004554669,0.481063571381585,0.0872981885640114,0.263349497193601,0.132230134334519,0.249740610716344,0.222717348992859,0.259307598201125,0.0297032790104292,0.188046061975121,0.21976434441783,0.311261798324205,0.0349399634522086,0.0130591685258572,0.131377067987979,0.068949441107042,0.764591210029537
"James Johnson","PF","2017-2018",31,"MIA","8",0.483873153522552,0.34924165478736,0.549599815952624,0.571006509433962,0.718854858151449,0.00661440062627798,0.187425217687235,0.392633525175273,0.0541780100261503,0.146597585686233,0.123177193014146,0.26292171172997,0.0711828781394815,0.0805595137697385,0.0319360994618084,0.142067368140149,0.174110327105645,0.118465368137099,0.0334253761912517,0.0280829026921302,0.0734379055402478,0.0970905367662591,0.528297566500588
"James Michael McAdoo","F","2017-2018",25,"PHI","3",0.53,0.25,0.55,0.538,0.5,0.00155013550135501,0.136363636363636,0.261363636363636,0,0.0227272727272727,0.136363636363636,0.238636363636364,0.0454545454545455,0.0909090909090909,0.0795454545454545,0.125,0.193181818181818,0.0340909090909091,0.0340909090909091,0.0681818181818182,0.0454545454545455,0.102272727272727,0.318181818181818
"JaMychal Green","PF","2017-2018",28,"MEM","3",0.487341772151899,0.389469613259669,0.537466386554622,0.557130518234165,0.764725637181409,0.005957024097268,0.112597846181336,0.230985617876623,0.0256410256410256,0.0695970695970696,0.0870940386422498,0.158923517097714,0.085839959903949,0.105148480056229,0.0836855452240067,0.192806764281295,0.273552923698696,0.0419309687602371,0.0210055431294369,0.0170598632137094,0.0447821409359871,0.130296475378547,0.334342849719308
"Jared Dudley","F-G","2017-2018",33,"PHO","10",0.46067267238147,0.410774346987479,0.622916954763038,0.610102332028702,0.729425852523341,0.00492327915212267,0.111447747665512,0.24369688122795,0.0639917939006588,0.184344095970718,0.0473484740148153,0.077095640355321,0.0290348790916809,0.0399877370407447,0.0167412767394425,0.155456692777303,0.172681846023219,0.102620406683266,0.032848399497624,0.012431733256683,0.0569540945729109,0.109064332656596,0.316388446680466
"Jarell Martin","PF","2017-2018",24,"MEM","2",0.384,0.36,0.389,0.414,0.8,0.00189227642276423,0.105263157894737,0.270676691729323,0.0150375939849624,0.0451127819548872,0.0902255639097744,0.225563909774436,0.075187969924812,0.0902255639097744,0.075187969924812,0.218045112781955,0.293233082706767,0.0150375939849624,0.0300751879699248,0.0150375939849624,0.0526315789473684,0.165413533834586,0.293233082706767
"Jarrett Jack","G","2017-2018",35,"NYK","12",0.692544680851064,0,0.8,0.678753303964758,1,0.00394105082517891,0.0638456937799043,0.0912081339712919,0,0.030402711323764,0.0647451473257925,0.0618721844483617,0.0449329807127972,0.0521189336978811,0,0,0,0.138589344196821,0.0708067689885872,0,0.0965733183225443,0.144850999622784,0.180772878141299
"Jason Smith","C","2017-2018",32,"WAS","9",0.509974827784156,0.386372603773585,0.532361194029851,0.568287162162162,0.708756210244392,0.00339852657625523,0.150277292800657,0.281994090343574,0.0347222222222222,0.0763888888888889,0.132225988649698,0.225652540524089,0.034958928661904,0.0468453590785908,0.061671209603329,0.182199861406459,0.245416243544241,0.0370286685901512,0.0187141004261627,0.0475123161631529,0.0538238787611936,0.164492831436073,0.347049611175115
"Jason Terry","G","2017-2018",41,"MIL","18",0.421135177172027,0.472675267118335,0.424280449634399,0.587070046935002,0.779228585716667,0.00549117926996248,0.0640421583844717,0.15518056183255,0.0687774123856448,0.13312274368231,0.0158826844354103,0.0418423789778088,0.0134243442927703,0.01950606489753,0.00897536583725144,0.0570034388412352,0.0671428631530959,0.0857334922725306,0.0313302625483855,0.0154200052830853,0.0243358179147637,0.0663478983746969,0.193692385875307
"JaVale McGee","C","2017-2018",30,"GSW","9",0.615540434157494,0,0.621994732144946,0.615540434157494,0.483169761051374,0.00220837674696315,0.273291189072399,0.409473363250333,0,0.0104166666666667,0.272992204542,0.400589505810804,0.0618775459552864,0.125519292419154,0.135022404641753,0.17980954995959,0.298257177676439,0.0195409730201496,0.0208338447899618,0.0834318643357285,0.0540901371650222,0.153486848348952,0.603235001754558
"Jaylen Brown","SF","2017-2018",22,"BOS","1",0.447700715408553,0.376787566462168,0.49971849038221,0.521985619678335,0.781227218819432,0.00638186450786053,0.152405890925792,0.335491226319378,0.0451712037662649,0.123565021789104,0.100881138470567,0.212715103893109,0.07303930745656,0.0943161347859793,0.0279457894206976,0.133568152517171,0.158137431287764,0.0617589286089835,0.0260082023239918,0.0122702012631856,0.0559563580706551,0.0977191804239141,0.419432849665408
"Jeff Green","PF","2017-2018",32,"CLE","9",0.400355876827575,0.286579560513567,0.459979075057521,0.451978737564322,0.8629608066609,0.00526495814799531,0.143727135667251,0.339053943196683,0.035302404401749,0.122008072590502,0.100816577776324,0.219729895954934,0.0855170734208368,0.0920856971704429,0.0207226814496364,0.0999362489230572,0.122431320816763,0.0480845603698346,0.0220060584337905,0.00886172275818052,0.0442865793691265,0.0720458451076238,0.419316180165237
"Jeff Teague","PG","2017-2018",30,"MIN","8",0.471602771362587,0.4326,0.489162844036697,0.542860759493671,0.908934703748489,0.00841668950397369,0.145081290654793,0.334571601007263,0.0573391449395465,0.128284709290296,0.110395436661632,0.233526699390153,0.145476069676983,0.161645299145299,0.0124272722137491,0.0928571428571429,0.110953444286778,0.220161025718685,0.0379480886508999,0.0120743454076787,0.086768063779558,0.0589293230781005,0.47062594182815
"Jeff Withey","C","2017-2018",28,"DAL","4",0.540573154639175,0,0.545630406210211,0.540573154639175,0.728039067192437,0.00183493251328617,0.137123162355361,0.247298682652722,0,0,0.137123162355361,0.24893309914782,0.0771586826504106,0.0960566834479224,0.106729055258467,0.153370567189309,0.255290157678739,0.0163192199956906,0.0334406543682562,0.0644343891402715,0.0366595221084385,0.115585361031397,0.376479053816743
"Jerami Grant","SF","2017-2018",24,"OKC","3",0.427209766374947,0.404386496694995,0.467058999608348,0.512559219230074,0.61262246412667,0.00538855253513057,0.107384370449393,0.240712115700023,0.0353110340990892,0.105278671901111,0.0697209022415345,0.139900721441922,0.0632981982031166,0.104954159990445,0.0188316515374909,0.0986710819611992,0.121296506767245,0.0365455368108073,0.021611644899603,0.0427411456946117,0.0319434856613449,0.0914926106491819,0.320493525600361
"Jeremy Lamb","SG","2017-2018",26,"CHO","5",0.451767337807606,0.296344709897611,0.521392033542977,0.513315573770492,0.838242214532872,0.00411868709765165,0.168342890620839,0.404813664596273,0.0474382527046336,0.161504978235853,0.12337185837461,0.252687693038727,0.0782608695652174,0.100039406278734,0.0261117405466648,0.186557089573011,0.215844847255672,0.0578235290050952,0.024674371674922,0.0217391304347826,0.0271907912503376,0.0982529883094706,0.453776545194442
"Jeremy Lin","PG","2017-2018",30,"BRK","7",0.453946601941748,0.397238938053097,0.51328,0.552857142857143,0.826840579710145,0.00667565099564039,0.21798800799467,0.450279012703983,0.0773452238038072,0.157221745841194,0.140889396529553,0.286880466472303,0.142502715371863,0.173194089665942,0.00999034749034749,0.132770020288817,0.150244897959184,0.182680639823497,0.0483243823845328,0.0146437522377372,0.0885954381752701,0.0892424766516776,0.657256890001673
"Jerian Grant","PG","2017-2018",26,"CHI","2",0.42046908315565,0.371449131513648,0.439599088838269,0.503015717092338,0.852503097893432,0.00399157606033892,0.129745873926057,0.319202752196579,0.0545194783366058,0.138806630486078,0.0876127751714182,0.161641734599546,0.0468526766955206,0.0632511135389529,0.0190950920245399,0.0954754601226994,0.114570552147239,0.114041377845059,0.0396046353101568,0.00366799753302821,0.0326738241308793,0.0855866091039915,0.361486420966209
"Jerryd Bayless","SG","2017-2018",30,"PHI","9",0.325894736842105,0.406572769953052,0.31535761589404,0.358851674641148,0.907654921020656,0.00389714600271003,0.157856463997056,0.490926434803185,0.0320799778705035,0.0770616859715356,0.125530348188927,0.410826594072851,0.145355404089581,0.1587805907173,0.0348695411635907,0.116563894746861,0.152116042809801,0.185193551877096,0,0,0.104978902953587,0.0498233206081307,0.516069209221143
"Jimmy Butler","SG","2017-2018",29,"MIN","6",0.470450747282609,0.355684986595174,0.497264199535963,0.511554537624305,0.85145657882748,0.00973889385410201,0.194617832596157,0.409675592409986,0.0356870955462505,0.105429618106259,0.135493433571563,0.286614264836814,0.167500543214454,0.189679954025411,0.0308903291046148,0.133987258250224,0.170124665629619,0.163240933906256,0.0508937650521809,0.010028060847733,0.0553689727993983,0.0410795444751137,0.609536677995541
"Joakim Noah","C","2017-2018",33,"NYK","10",0.509373689365134,0,0.5134375,0.509373689365134,0.45841421998957,0.00612275766801332,0.0871275227898576,0.192527075864145,0,0,0.0871275227898576,0.18614109936755,0.0419176401905925,0.0979134314530354,0.142241307777894,0.213389980117921,0.376882926924623,0.104418824338133,0.0292130279750427,0.038362894481426,0.0676430187459599,0.154781982723159,0.205776744754926
"Jodie Meeks","SG","2017-2018",31,"WAS","8",0.434816326530612,0.403987745098039,0.443315450643777,0.537212121212121,0.87144776119403,0.00612360529986053,0.13554277875285,0.344771279150919,0.0931439292414902,0.212808005003127,0.0697228961818414,0.148254423720708,0.0750861958881369,0.0958406388334346,0.00455880475035117,0.103873744619799,0.0998972867033474,0.0707482993197279,0.0429063976503639,0.00503092210409284,0.0424297172264652,0.0484072178619491,0.464681885253016
"Joe Harris","G","2017-2018",27,"BRK","3",0.407608695652174,0.377020725388601,0.507429648241206,0.50077969762419,0.682921875,0.00434602900133479,0.11721410731855,0.312439135233396,0.0615200528139957,0.208850666741022,0.0544817664352286,0.111288998596953,0.026434435681011,0.0342892236305635,0.00906526994359388,0.108163929867697,0.112770696714317,0.0467672977925138,0.0233720703759008,0.0091324200913242,0.0551186009697484,0.108439669731657,0.335969761506196
"Joe Ingles","SF","2017-2018",31,"UTA","3",0.4519768147165,0.423966170174469,0.453708077336198,0.575842391899288,0.767189555460049,0.00534121820126926,0.114059587750398,0.248964735661291,0.064241980317031,0.156780018984338,0.0431022583946122,0.0949801282051282,0.0307712938402594,0.0390102036700948,0.0144751275510204,0.118943593371888,0.135927541220196,0.121546568627451,0.0503304552590267,0.00455372889896699,0.0549451303155007,0.0812686249467859,0.325772899239733
"Joe Johnson","SF","2017-2018",37,"UTA","16",0.408091512082347,0.404665540540541,0.407243646022072,0.498704340256379,0.864459335981839,0.005196393835104,0.135560734148346,0.325258212773748,0.0566730158314224,0.14089773146075,0.0819876783673858,0.1885776680507,0.0391415065388792,0.0439766760095158,0.0153661418372769,0.107302429050667,0.127021548372312,0.0794526605171273,0.0209610426938079,0.00846114254638681,0.0425325484585205,0.0586738365624593,0.363311977584441
