"Player","Pos","Season","Age","Tm","Exp","FGPer","FG3Per","FG2Per","effFGPer","FTPer","effMin","effFG","effFGA","eff3PM","eff3PA","eff2PM","eff2PA","effFTM","effFTA","effORB","effDRB","effTRB","effAST","effSTL","effBLK","effTOV","effPF","effPTS"
"Wayne Selden","G-F","2017-2018",24,"MEM","1",0.625,0.571,0.8,0.875,0.5,0.000159552845528455,0.10828025477707,0.171974522292994,0.0828025477707006,0.146496815286624,0.0191082802547771,0.0191082802547771,0.0445859872611465,0.0828025477707006,0,0.10828025477707,0.10828025477707,0.0191082802547771,0.0445859872611465,0,0.0636942675159236,0.127388535031847,0.337579617834395
"Wesley Johnson","SF","2017-2018",31,"LAC","7",0.352258726899384,0.231313432835821,0.503301619433198,0.424790476190476,0.670786764705882,0.00311126276233693,0.0879757308328737,0.243756485645105,0.0296918767507003,0.142521008403361,0.0489705882352941,0.101231190150479,0.0161881701833276,0.0230736362341547,0.036036036036036,0.184522589523614,0.234112012151799,0.027027027027027,0.0287143197359916,0.0391966956274035,0.0257400257400257,0.101153504880213,0.223700045549349
"Wesley Matthews","SG","2017-2018",32,"DAL","8",0.373099811751834,0.351246653816684,0.414648536336232,0.461135539734192,0.784236938200472,0.008179168701875,0.123246888495627,0.324323571404761,0.0767788011501053,0.206114926225309,0.0594957282386485,0.131064522968077,0.047839152178566,0.0597763130604442,0.00497236064362301,0.108813191515374,0.105991424415122,0.0915865119057501,0.0319937716921029,0.00412312602567972,0.0395205764877315,0.0667615719450094,0.359238946938807
"Will Barton","SG","2017-2018",27,"DEN","5",0.431095432736038,0.360518746319961,0.488287925696594,0.499417854210382,0.777820560943979,0.00654388306001121,0.1446260339644,0.333795212998733,0.0404805213343946,0.120990132367472,0.105678937111023,0.225401069091777,0.0765911996818316,0.0956830361876157,0.0385584047555879,0.109632949518976,0.148475297359872,0.118158045006637,0.0265775192072703,0.0183058578745198,0.0625229780159358,0.0628859022391269,0.412597676603292
"Willie Cauley-Stein","C","2017-2018",25,"SAC","2",0.515706235156785,0,0.520706493266137,0.523113993862271,0.684040244689626,0.00498448998538509,0.175303725580798,0.341617340905308,0,0,0.175257528837464,0.331673527678006,0.0677878294791152,0.112052011330265,0.0571522693866005,0.175252143849181,0.240477611114476,0.0555508505162976,0.0417951152993888,0.0290054927524717,0.0528461722070745,0.111742125823673,0.429976884299838
"Willie Reed","C","2017-2018",28,"LAC","2",0.535756148133254,0.0711060711060711,0.544268059136591,0.540259145966173,0.550148770820156,0.00378965826425639,0.154818675473869,0.307712559527884,0,0.00689655172413793,0.155935076144817,0.303323182387068,0.0488468701189475,0.0824187103118978,0.122462992725469,0.195129997684964,0.307369941193483,0.035381411411689,0.022028605015674,0.0461352311354395,0.0306892324573238,0.122986760838476,0.35799426265704
"Willy Hernangomez","C","2017-2018",24,"NYK","1",0.516433173551389,0.25872676056338,0.530594952054048,0.524662640084936,0.720609463276836,0.0045139933380513,0.190138517890197,0.366989279975689,0.00543478260869565,0.00929723817336615,0.191194117249815,0.356764750402799,0.0859831124483407,0.112448996273683,0.131776631899684,0.237103554704129,0.364908715267963,0.071489504673557,0.0281843751517599,0.0222112558107739,0.0783109844499924,0.118346211253651,0.479101167293264
"Wilson Chandler","SF","2017-2018",31,"DEN","9",0.457554382889627,0.351869463148733,0.494347673160173,0.524952380952381,0.730052495586851,0.00828546159029649,0.174720359198608,0.391745653863488,0.0525609139773305,0.150250077508796,0.110825929882868,0.232073104033717,0.0500147413879518,0.0713397613427341,0.0496054212281218,0.151792435409118,0.194681321034378,0.062079195899999,0.0219052458853877,0.0070114263066767,0.0383694188410613,0.0704022713698912,0.453095405990804
"Yogi Ferrell","SG","2017-2018",25,"DAL","1",0.412848192771084,0.367242966751918,0.421004716981132,0.489111545988258,0.818597014925373,0.00647401615212165,0.12819643633203,0.31284167262907,0.0564243448858834,0.153036528688703,0.0676677903769537,0.167977509778357,0.0574264445232187,0.0745632333767927,0.0112801484230056,0.0907977963680882,0.100496277915633,0.157263105258772,0.0378733031674208,0.00769230769230769,0.0636584800741427,0.0728856778580535,0.35569001819334
"Zach LaVine","G","2017-2018",23,"CHI","3",0.479282586930128,0.368943506563182,0.555111632984665,0.557316904531267,0.836454276727122,0.00957485465116279,0.202523361495136,0.440303243205894,0.0836917901690289,0.195068884408602,0.131188664182616,0.249570222274997,0.0700529227525687,0.0802482128086967,0.00989303315412186,0.0828622047603302,0.0897610553780202,0.0799930073143804,0.0214108365314801,0.00521918606538912,0.0445898083121005,0.0535193964125416,0.545744984644961
"Zach Randolph","F","2017-2018",37,"SAC","16",0.408061764705882,0.223,0.426388028895769,0.42103227319636,0.732313615508127,0.00638552849871447,0.175285934645541,0.453027192261218,0.0122448979591837,0.026530612244898,0.167662835249042,0.403172849082143,0.0569347342897555,0.072979921515245,0.101670700710034,0.285789150719831,0.374467500434571,0.0600477776546582,0.0175021160537948,0.00418892053787341,0.0488417818740399,0.0669889089915293,0.434234065517054
"Zaza Pachulia","C","2017-2018",34,"GSW","14",0.509984716804922,0,0.518123622754058,0.508468392311053,0.815695038377193,0.00363668301933264,0.11443757348736,0.230167678645434,0,0,0.11443757348736,0.231579781592944,0.0655039204064204,0.0751264612679892,0.0973730004066483,0.231328874157664,0.32488044863866,0.120267932519775,0.0454900449194197,0.0265938631813188,0.0770267723650631,0.130065947814573,0.29126874716562
"Abdel Nader","SF","2017-2018",25,"BOS","R",0.456375838926175,0.32258064516129,0.545454545454545,0.5025,0.744186046511628,0.00603404471544715,0.143157894736842,0.313684210526316,0.0421052631578947,0.130526315789474,0.101052631578947,0.185263157894737,0.0673684210526316,0.0905263157894737,0.0294736842105263,0.134736842105263,0.166315789473684,0.0463157894736842,0.0315789473684211,0.0252631578947368,0.0736842105263158,0.0926315789473684,0.393684210526316
"Alec Peters","PF","2017-2018",23,"PHO","R",0.483627204030227,0.423312883435583,0.527659574468085,0.576,0.863013698630137,0.00828252032520325,0.196319018404908,0.405930470347647,0.0705521472392638,0.166666666666667,0.12678936605317,0.240286298568507,0.128834355828221,0.149284253578732,0.0715746421267893,0.187116564417178,0.257668711656442,0.0480572597137015,0.0224948875255624,0.0102249488752556,0.0562372188139058,0.0644171779141104,0.595092024539877
"Alfonzo McKinnie","SF","2017-2018",26,"TOR","R",0.457142857142857,0.315789473684211,0.490196078431373,0.498,0.5,0.00548780487804878,0.148148148148148,0.324074074074074,0.0277777777777778,0.087962962962963,0.115740740740741,0.236111111111111,0.0462962962962963,0.0925925925925926,0.0925925925925926,0.157407407407407,0.24537037037037,0.00925925925925926,0.0231481481481481,0.0231481481481481,0.0648148148148148,0.157407407407407,0.37037037037037
"Ante Zizic","F-C","2017-2018",21,"CLE","R",0.642857142857143,0,0.642857142857143,0.642857142857143,0.642857142857143,0.0055640243902439,0.164383561643836,0.255707762557078,0,0,0.164383561643836,0.255707762557078,0.0821917808219178,0.127853881278539,0.141552511415525,0.164383561643836,0.305936073059361,0.0182648401826484,0.0091324200913242,0.0365296803652968,0.0593607305936073,0.091324200913242,0.410958904109589
"Antonio Blakeney","SG","2017-2018",22,"CHI","R",0.446808510638298,0.347368421052632,0.507142857142857,0.513,0.74025974025974,0.00807926829268293,0.165094339622642,0.369496855345912,0.0518867924528302,0.14937106918239,0.111635220125786,0.220125786163522,0.089622641509434,0.121069182389937,0.0283018867924528,0.102201257861635,0.130503144654088,0.0408805031446541,0.0220125786163522,0.00471698113207547,0.0455974842767296,0.0487421383647799,0.468553459119497
"Bam Adebayo","C","2017-2018",21,"MIA","R",0.6,0,0.608108108108108,0.599,0.661290322580645,0.00764735772357724,0.149501661129568,0.249169435215947,0,0,0.149501661129568,0.245847176079734,0.136212624584718,0.205980066445183,0.102990033222591,0.162790697674419,0.26578073089701,0.026578073089701,0.0232558139534884,0.0498338870431894,0.0564784053156146,0.0863787375415282,0.431893687707641
"Ben Simmons","PG","2017-2018",22,"PHI","R",0.555555555555556,0,0.560344827586207,0.561,0.666666666666667,0.00886686991869919,0.186246418338109,0.335243553008596,0,0.00286532951289398,0.186246418338109,0.332378223495702,0.171919770773639,0.257879656160458,0.0888252148997135,0.246418338108883,0.33810888252149,0.137535816618911,0.0573065902578797,0.0229226361031519,0.0974212034383954,0.0802292263610315,0.550143266475645
"Bogdan Bogdanovic","G","2017-2018",26,"SAC","R",0.42,0.36734693877551,0.461538461538462,0.42,0.769230769230769,0.00713922764227642,0.149466192170818,0.355871886120996,0.0640569395017794,0.174377224199288,0.0854092526690391,0.185053380782918,0.0711743772241993,0.0925266903914591,0.0213523131672598,0.096085409252669,0.117437722419929,0.110320284697509,0.0391459074733096,0.0106761565836299,0.0711743772241993,0.0782918149466192,0.434163701067616
"Brandon Paul","SG","2017-2018",27,"SAS","R",0.485483158604338,0.376958249006821,0.535069971337043,0.544707792207792,0.728378181818182,0.00711621330904868,0.161394398142245,0.332440776331397,0.0388629364738976,0.103096129548273,0.122620330980228,0.229166908159362,0.0967439056903406,0.132820982430924,0.0540132222080547,0.143539394220404,0.197270552960314,0.07963076732855,0.0328468704478627,0.02730219816311,0.0636265634237096,0.0799282863291951,0.45844200504623
"C.J. Williams","G","2017-2018",28,"LAC","R",0.45,0,0.45,0.435,0.5,0.0024390243902439,0.09375,0.208333333333333,0,0,0.09375,0.208333333333333,0.0625,0.125,0.0729166666666667,0.208333333333333,0.28125,0.104166666666667,0.03125,0,0.09375,0.15625,0.25
"Caleb Swanigan","PF","2017-2018",21,"POR","R",0.497536945812808,0.377777777777778,0.537974683544304,0.535,0.761363636363636,0.00739329268292683,0.173539518900344,0.348797250859107,0.0292096219931271,0.077319587628866,0.146048109965636,0.271477663230241,0.115120274914089,0.151202749140893,0.0738831615120275,0.281786941580756,0.357388316151203,0.0824742268041237,0.013745704467354,0.0171821305841924,0.103092783505155,0.0859106529209622,0.493127147766323
"Cedi Osman","F","2017-2018",23,"CLE","R",0.410714285714286,0.37037037037037,0.482758620689655,0.410714285714286,0.6875,0.0046239837398374,0.126373626373626,0.307692307692308,0.0549450549450549,0.148351648351648,0.0769230769230769,0.159340659340659,0.0604395604395604,0.0879120879120879,0.043956043956044,0.115384615384615,0.159340659340659,0.0494505494505495,0.0384615384615385,0.00549450549450549,0.0384615384615385,0.104395604395604,0.368131868131868
"Charles Cooke","G","2017-2018",24,"NOP","R",0.451754385964912,0.393258426966292,0.485714285714286,0.528,0.701923076923077,0.00810467479674797,0.161442006269592,0.357366771159875,0.054858934169279,0.139498432601881,0.106583072100313,0.219435736677116,0.114420062695925,0.163009404388715,0.0360501567398119,0.134796238244514,0.170846394984326,0.0721003134796238,0.0376175548589342,0.0344827586206897,0.061128526645768,0.0595611285266458,0.492163009404389
"Chris Boucher","F","2017-2018",25,"GSW","R",0.527272727272727,0.349206349206349,0.653465346534653,0.598,0.636363636363636,0.00627540650406504,0.176113360323887,0.334008097165992,0.0445344129554656,0.12753036437247,0.133603238866397,0.204453441295547,0.0850202429149798,0.133603238866397,0.0890688259109312,0.182186234817814,0.273279352226721,0.0161943319838057,0.0242914979757085,0.109311740890688,0.0425101214574899,0.109311740890688,0.483805668016194
"D.J. Wilson","F","2017-2018",22,"MIL","R",0.5375,0.379310344827586,0.627450980392157,0.605,0.8125,0.00772357723577236,0.141447368421053,0.263157894736842,0.0361842105263158,0.0953947368421053,0.105263157894737,0.167763157894737,0.0427631578947368,0.0526315789473684,0.0493421052631579,0.125,0.174342105263158,0.0427631578947368,0.0164473684210526,0.0493421052631579,0.0361842105263158,0.0625,0.361842105263158
"Dakari Johnson","C","2017-2018",23,"OKC","R",0.5,0,0.5,0.506,0.621621621621621,0.00414126016260163,0.122699386503067,0.245398773006135,0,0,0.122699386503067,0.245398773006135,0.141104294478528,0.226993865030675,0.104294478527607,0.177914110429448,0.282208588957055,0.0429447852760736,0.0245398773006135,0.0552147239263804,0.0674846625766871,0.110429447852761,0.392638036809816
"Damyean Dotson","SG","2017-2018",24,"NYK","R",0.483050847457627,0.407692307692308,0.575471698113208,0.598,0.815789473684211,0.00829522357723577,0.17457886676876,0.361408882082695,0.0811638591117917,0.199081163859112,0.0934150076569678,0.162327718223583,0.0474732006125574,0.0581929555895865,0.0520673813169985,0.156202143950995,0.209800918836141,0.0367534456355283,0.0245022970903522,0.00612557427258806,0.0306278713629403,0.0551301684532925,0.479326186830015
"Daniel Hamilton","G-F","2017-2018",23,"OKC","R",0.383561643835616,0.337662337662338,0.411347517730496,0.4435,0.769230769230769,0.00804115853658537,0.132701421800948,0.345971563981043,0.0410742496050553,0.121642969984202,0.0916271721958926,0.222748815165877,0.0631911532385466,0.0821484992101106,0.0315955766192733,0.230647709320695,0.260663507109005,0.132701421800948,0.0315955766192733,0.0126382306477093,0.0742496050552923,0.0679304897314376,0.369668246445498
"Daniel Theis","C","2017-2018",26,"BOS","R",0.524590163934426,0.357142857142857,0.574468085106383,0.524590163934426,0.75,0.00495426829268293,0.164102564102564,0.312820512820513,0.0256410256410256,0.0717948717948718,0.138461538461538,0.241025641025641,0.0769230769230769,0.102564102564103,0.0717948717948718,0.158974358974359,0.235897435897436,0.041025641025641,0.0307692307692308,0.041025641025641,0.0564102564102564,0.158974358974359,0.430769230769231
"Davon Reed","G","2017-2018",23,"PHO","R",0.453441295546559,0.40495867768595,0.5,0.558,0.795454545454546,0.00775745257452574,0.122270742358079,0.269650655021834,0.0534934497816593,0.132096069868996,0.0676855895196508,0.135371179039301,0.0764192139737991,0.0960698689956332,0.0240174672489083,0.115720524017467,0.140829694323144,0.0600436681222707,0.0327510917030568,0.0141921397379913,0.0480349344978168,0.0655021834061136,0.373362445414848
"De'Aaron Fox","PG","2017-2018",21,"SAC","R",0.475806451612903,0.263157894736842,0.523809523809524,0.497,0.728813559322034,0.00752032520325203,0.199324324324324,0.418918918918919,0.0168918918918919,0.0641891891891892,0.185810810810811,0.35472972972973,0.14527027027027,0.199324324324324,0.0202702702702703,0.114864864864865,0.131756756756757,0.155405405405405,0.0506756756756757,0.00675675675675676,0.0810810810810811,0.0844594594594595,0.564189189189189
"Dennis Smith Jr.","PG","2017-2018",21,"DAL","R",0.458015267175573,0.354166666666667,0.518072289156626,0.52,0.714285714285714,0.00884146341463415,0.172413793103448,0.376436781609195,0.0488505747126437,0.137931034482759,0.123563218390805,0.238505747126437,0.129310344827586,0.181034482758621,0.0229885057471264,0.109195402298851,0.132183908045977,0.17816091954023,0.0545977011494253,0.0114942528735632,0.0977011494252874,0.0603448275862069,0.520114942528736
"Derrick Walton","G","2017-2018",23,"MIA","R",0.390681003584229,0.392156862745098,0.388888888888889,0.492666666666667,0.841666666666667,0.00861280487804878,0.107177974434612,0.274336283185841,0.0589970501474926,0.150442477876106,0.0481809242871189,0.123893805309735,0.0993117010816127,0.117994100294985,0.0127826941986234,0.132743362831858,0.147492625368732,0.121927236971485,0.0403146509341201,0.00196656833824976,0.0540806293018681,0.0521140609636186,0.371681415929204
"Derrick White","PG","2017-2018",24,"SAS","R",0.504201680672269,0.404761904761905,0.578947368421053,0.578,0.814814814814815,0.00833333333333333,0.182926829268293,0.362804878048781,0.0518292682926829,0.128048780487805,0.134146341463415,0.231707317073171,0.134146341463415,0.164634146341463,0.0304878048780488,0.0945121951219512,0.125,0.134146341463415,0.0365853658536585,0.0426829268292683,0.0731707317073171,0.0640243902439024,0.551829268292683
"Devin Robinson","F","2017-2018",23,"WAS","R",0.450236966824644,0.329411764705882,0.52755905511811,0.510333333333333,0.712121212121212,0.00580115176151761,0.138686131386862,0.308029197080292,0.0408759124087592,0.124087591240876,0.0978102189781022,0.185401459854015,0.0686131386861316,0.0963503649635038,0.0613138686131388,0.15036496350365,0.211678832116789,0.0262773722627738,0.0277372262773723,0.0262773722627738,0.0408759124087592,0.0934306569343066,0.386861313868614
"Dillon Brooks","SF","2017-2018",22,"MEM","R",0.475073313782991,0.366336633663366,0.520833333333333,0.524,0.792452830188679,0.00731707317073171,0.1875,0.394675925925927,0.042824074074074,0.116898148148148,0.144675925925926,0.277777777777778,0.0972222222222222,0.122685185185185,0.0543981481481483,0.101851851851852,0.15625,0.0879629629629629,0.03125,0.0173611111111111,0.074074074074074,0.101851851851852,0.512731481481483
"Donovan Mitchell","SG","2017-2018",22,"UTA","R",0.416666666666667,0.337078651685393,0.5,0.4935,0.8,0.00652947154471545,0.155642023346304,0.373540856031128,0.0583657587548638,0.173151750972763,0.0992217898832685,0.198443579766537,0.0778210116731518,0.0972762645914397,0.0428015564202335,0.118677042801556,0.16147859922179,0.0856031128404669,0.056420233463035,0.0116731517509728,0.0505836575875486,0.0992217898832685,0.447470817120623
"Dwayne Bacon","SG","2017-2018",23,"CHO","R",0.448148148148148,0.301204819277108,0.513368983957219,0.4965,0.738095238095238,0.00731707317073171,0.210069444444444,0.46875,0.0434027777777778,0.144097222222222,0.166666666666667,0.324652777777778,0.107638888888889,0.145833333333333,0.0416666666666667,0.131944444444444,0.173611111111111,0.0555555555555556,0.0347222222222222,0.00173611111111111,0.0729166666666667,0.0642361111111111,0.572916666666667
"Edmond Sumner","G","2017-2018",23,"IND","R",0.441340782122905,0.276595744680851,0.492424242424242,0.4765,0.732142857142857,0.00731707317073171,0.137152777777778,0.310763888888889,0.0225694444444444,0.0815972222222222,0.112847222222222,0.229166666666667,0.142361111111111,0.194444444444444,0.0173611111111111,0.114583333333333,0.131944444444444,0.145833333333333,0.0434027777777778,0.015625,0.0815972222222222,0.0798611111111111,0.439236111111111
"Eric Griffin","F","2017-2018",28,"UTA","R",0.485483158604338,0.376958249006821,0.535069971337043,0.544707792207792,0.728378181818182,0.00711621330904868,0.161394398142245,0.332440776331397,0.0388629364738976,0.103096129548273,0.122620330980228,0.229166908159362,0.0967439056903406,0.132820982430924,0.0540132222080547,0.143539394220404,0.197270552960314,0.07963076732855,0.0328468704478627,0.02730219816311,0.0636265634237096,0.0799282863291951,0.45844200504623
"Frank Jackson","G","2017-2018",20,"NOP","R",0.474358974358974,0.388888888888889,0.547619047619048,0.564,0.75,0.00632621951219512,0.14859437751004,0.313253012048193,0.0562248995983936,0.144578313253012,0.0923694779116466,0.168674698795181,0.0843373493975904,0.112449799196787,0.0240963855421687,0.0763052208835341,0.100401606425703,0.0682730923694779,0.0240963855421687,0.00401606425702811,0.0562248995983936,0.0963855421686747,0.437751004016064
"Frank Mason III","G","2017-2018",24,"SAC","R",0.461538461538462,0.438095238095238,0.470319634703196,0.523333333333333,0.784313725490196,0.00873136856368565,0.1454898157129,0.315227934044616,0.0446168768186226,0.10184287099903,0.0999030067895245,0.212415130940834,0.11639185257032,0.148399612027158,0.0184287099903006,0.10184287099903,0.120271580989331,0.132880698351115,0.0387972841901065,0.002909796314258,0.0620756547041705,0.05819592628516,0.450048496605238
"Frank Ntilikina","PG","2017-2018",20,"NYK","R",0.444444444444444,0.4,0.444444444444444,0.444444444444444,0.666666666666667,0.00322662601626016,0.094488188976378,0.21259842519685,0.031496062992126,0.078740157480315,0.062992125984252,0.141732283464567,0.031496062992126,0.047244094488189,0.047244094488189,0.0551181102362205,0.102362204724409,0.078740157480315,0.031496062992126,0.0078740157480315,0.047244094488189,0.133858267716535,0.251968503937008
"Furkan Korkmaz","G","2017-2018",21,"PHI","R",0.4,0.428571428571429,0.363636363636364,0.4,0.714285714285714,0.00246443089430894,0.103092783505155,0.257731958762887,0.0618556701030928,0.144329896907217,0.0412371134020619,0.11340206185567,0.0515463917525773,0.0721649484536083,0.0206185567010309,0.0927835051546392,0.11340206185567,0.0721649484536083,0.0412371134020619,0.0103092783505155,0.0412371134020619,0.134020618556701,0.309278350515464
"Gian Clavell","G","2017-2018",25,"DAL","R",0.410041841004184,0.352941176470588,0.475,0.491,0.695121951219512,0.00777439024390244,0.160130718954248,0.390522875816993,0.0686274509803922,0.194444444444444,0.0931372549019608,0.196078431372549,0.0931372549019608,0.133986928104575,0.0277777777777778,0.13562091503268,0.163398692810458,0.0473856209150327,0.0490196078431373,0.0179738562091503,0.0506535947712418,0.0702614379084967,0.483660130718954
"Guerschon Yabusele","F","2017-2018",23,"BOS","R",0.53030303030303,0.4,0.568627450980392,0.53030303030303,0.791666666666667,0.00609756097560976,0.145833333333333,0.275,0.025,0.0625,0.120833333333333,0.2125,0.0791666666666667,0.1,0.0875,0.145833333333333,0.233333333333333,0.0375,0.0375,0.0166666666666667,0.0541666666666667,0.0875,0.4
"Harry Giles","F-C","2017-2018",20,"SAC","R",0.566666666666667,0,0.566666666666667,0.577,0.555555555555556,0.00292174796747967,0.147826086956522,0.260869565217391,0,0,0.147826086956522,0.260869565217391,0.0434782608695652,0.0782608695652174,0.139130434782609,0.2,0.330434782608696,0.0260869565217391,0.0260869565217391,0.0608695652173913,0.0608695652173913,0.191304347826087,0.339130434782609
"Ike Anigbogu","F-C","2017-2018",20,"IND","R",0.571428571428571,0,0.571428571428571,0.564,0.533333333333333,0.00330284552845528,0.153846153846154,0.269230769230769,0,0,0.153846153846154,0.269230769230769,0.0615384615384615,0.115384615384615,0.107692307692308,0.2,0.307692307692308,0.0153846153846154,0.0153846153846154,0.0923076923076923,0.0615384615384615,0.192307692307692,0.361538461538462
"Isaiah Hicks","F","2017-2018",24,"NYK","R",0.577777777777778,0,0.577777777777778,0.577333333333333,0.725274725274725,0.00475948509485094,0.185053380782919,0.320284697508897,0,0,0.185053380782919,0.320284697508897,0.117437722419929,0.161921708185053,0.0943060498220644,0.138790035587189,0.233096085409253,0.0427046263345197,0.0195729537366549,0.0302491103202848,0.0658362989323843,0.153024911032029,0.485765124555161
"Ivan Rabb","F","2017-2018",21,"MEM","R",0.539325842696629,0.428571428571429,0.547058823529412,0.5565,0.666666666666667,0.00778709349593496,0.156606851549755,0.290375203915171,0.00489396411092985,0.0114192495921697,0.151712887438825,0.277324632952692,0.114192495921697,0.171288743882545,0.0946166394779772,0.215334420880914,0.309951060358891,0.0391517128874388,0.0195758564437194,0.0358890701468189,0.0603588907014682,0.101141924959217,0.432300163132137
"Jabari Bird","G","2017-2018",24,"BOS","R",0.446735395189003,0.371621621621622,0.513888888888889,0.543,0.734693877551021,0.00736788617886179,0.149425287356322,0.33448275862069,0.0632183908045976,0.170114942528736,0.0850574712643679,0.16551724137931,0.0413793103448276,0.0563218390804597,0.032183908045977,0.0988505747126438,0.129885057471264,0.0413793103448276,0.0195402298850575,0.0103448275862069,0.0448275862068966,0.0666666666666666,0.404597701149424
"Jacob Pullen","G","2017-2018",29,"PHI","R",0.485483158604338,0.376958249006821,0.535069971337043,0.544707792207792,0.728378181818182,0.00711621330904868,0.161394398142245,0.332440776331397,0.0388629364738976,0.103096129548273,0.122620330980228,0.229166908159362,0.0967439056903406,0.132820982430924,0.0540132222080547,0.143539394220404,0.197270552960314,0.07963076732855,0.0328468704478627,0.02730219816311,0.0636265634237096,0.0799282863291951,0.45844200504623
"Jacob Wiley","F","2017-2018",24,"BRK","R",0.644628099173554,0.5,0.638655462184874,0.648,0.839285714285714,0.00871443089430894,0.227405247813411,0.352769679300292,0.00291545189504373,0.00583090379008746,0.221574344023324,0.346938775510204,0.137026239067055,0.163265306122449,0.0816326530612245,0.183673469387755,0.26530612244898,0.0699708454810496,0.0233236151603499,0.0816326530612245,0.110787172011662,0.087463556851312,0.594752186588921
"Jamel Artis","F","2017-2018",25,"ORL","R",0.471641791044776,0.37984496124031,0.529126213592233,0.543333333333333,0.768,0.00813855013550135,0.164412070759626,0.34859521331946,0.0509885535900104,0.13423517169615,0.113423517169615,0.214360041623309,0.0998959417273674,0.130072840790843,0.0468262226847035,0.117585848074922,0.163371488033299,0.0894901144641001,0.0176899063475547,0.0093652445369407,0.0707596253902187,0.0582726326742978,0.480749219562956
"Jamil Wilson","F","2017-2018",28,"LAC","R",0.485483158604338,0.376958249006821,0.535069971337043,0.544707792207792,0.728378181818182,0.00711621330904868,0.161394398142245,0.332440776331397,0.0388629364738976,0.103096129548273,0.122620330980228,0.229166908159362,0.0967439056903406,0.132820982430924,0.0540132222080547,0.143539394220404,0.197270552960314,0.07963076732855,0.0328468704478627,0.02730219816311,0.0636265634237096,0.0799282863291951,0.45844200504623
"Jarrett Allen","F-C","2017-2018",20,"BRK","R",0.5625,0,0.574468085106383,0.566,0.555555555555556,0.00818089430894309,0.167701863354037,0.298136645962733,0,0.0062111801242236,0.167701863354037,0.291925465838509,0.077639751552795,0.139751552795031,0.093167701863354,0.167701863354037,0.263975155279503,0.0248447204968944,0.0186335403726708,0.046583850931677,0.077639751552795,0.0652173913043478,0.416149068322981
"Jawun Evans","G","2017-2018",20,"LAC","R",0.448979591836735,0.416666666666667,0.459183673469388,0.496,0.816326530612245,0.00739329268292683,0.189003436426117,0.420962199312715,0.0343642611683849,0.0824742268041237,0.154639175257732,0.336769759450172,0.13745704467354,0.168384879725086,0.0223367697594502,0.11340206185567,0.134020618556701,0.194158075601375,0.0498281786941581,0.00515463917525773,0.0910652920962199,0.0824742268041237,0.551546391752577
"Jayson Tatum","PF","2017-2018",20,"BOS","R",0.452380952380952,0.35,0.5,0.507,0.854166666666667,0.00846036585365854,0.171171171171171,0.378378378378378,0.042042042042042,0.12012012012012,0.129129129129129,0.258258258258258,0.123123123123123,0.144144144144144,0.039039039039039,0.18018018018018,0.219219219219219,0.0630630630630631,0.039039039039039,0.033033033033033,0.0780780780780781,0.0900900900900901,0.504504504504505
"John Collins","PF","2017-2018",21,"ATL","R",0.598765432098765,0,0.598765432098765,0.5845,0.731958762886598,0.00520833333333333,0.236585365853659,0.395121951219512,0,0,0.236585365853659,0.395121951219512,0.173170731707317,0.236585365853659,0.134146341463415,0.204878048780488,0.334146341463415,0.0170731707317073,0.0219512195121951,0.0560975609756098,0.0682926829268293,0.136585365853659,0.646341463414634
"John Holland","G-F","2017-2018",30,"CLE","R",0.485483158604338,0.376958249006821,0.535069971337043,0.544707792207792,0.728378181818182,0.00711621330904868,0.161394398142245,0.332440776331397,0.0388629364738976,0.103096129548273,0.122620330980228,0.229166908159362,0.0967439056903406,0.132820982430924,0.0540132222080547,0.143539394220404,0.197270552960314,0.07963076732855,0.0328468704478627,0.02730219816311,0.0636265634237096,0.0799282863291951,0.45844200504623
"Johnathan Motley","F","2017-2018",23,"DAL","R",0.51660516605166,0.285714285714286,0.536964980544747,0.523,0.663793103448276,0.00617378048780488,0.1920438957476,0.371742112482853,0.0054869684499314,0.01920438957476,0.189300411522634,0.352537722908093,0.10562414266118,0.159122085048011,0.112482853223594,0.149519890260631,0.263374485596708,0.0534979423868313,0.0178326474622771,0.0493827160493827,0.0823045267489712,0.123456790123457,0.495198902606309
"Jonathan Isaac","PF","2017-2018",21,"ORL","R",0.5125,0.357142857142857,0.596153846153846,0.568,0.783783783783784,0.00665650406504065,0.156488549618321,0.305343511450382,0.0381679389312977,0.106870229007634,0.118320610687023,0.198473282442748,0.110687022900763,0.141221374045802,0.0687022900763359,0.232824427480916,0.297709923664122,0.0458015267175573,0.0458015267175573,0.0572519083969466,0.0572519083969466,0.083969465648855,0.458015267175573
"Jordan Bell","C","2017-2018",23,"GSW","R",0.573604060913706,0.235294117647059,0.608938547486034,0.57575,0.622950819672131,0.0053734756097561,0.133569739952719,0.232860520094563,0.00472813238770686,0.0200945626477541,0.128841607565012,0.211583924349882,0.0449172576832151,0.0721040189125296,0.08274231678487,0.193853427895981,0.276595744680851,0.057919621749409,0.041371158392435,0.0815602836879433,0.0626477541371158,0.100472813238771,0.317966903073286
"Josh Hart","G","2017-2018",23,"LAL","R",0.512987012987013,0.40495867768595,0.579787234042553,0.595666666666667,0.731481481481482,0.00762195121951219,0.175555555555556,0.342222222222223,0.0544444444444443,0.134444444444444,0.121111111111111,0.208888888888889,0.0877777777777777,0.12,0.0566666666666667,0.14,0.196666666666667,0.07,0.0422222222222223,0.0111111111111111,0.0533333333333333,0.0733333333333333,0.492222222222223
