"Date","StartTime","teamH","teamA"
2017-04-01,"10:00 pm","POR","PHO"
2017-04-02,"01:00 pm","NYK","BOS"
2017-04-02,"03:00 pm","OKC","CHO"
2017-04-02,"03:30 pm","MIL","DAL"
2017-04-02,"03:30 pm","LAL","MEM"
2017-04-02,"03:30 pm","SAS","UTA"
2017-04-02,"06:00 pm","BRK","ATL"
2017-04-02,"06:00 pm","NOP","CHI"
2017-04-02,"06:00 pm","MIA","DEN"
2017-04-02,"06:00 pm","CLE","IND"
2017-04-02,"06:00 pm","TOR","PHI"
2017-04-02,"08:00 pm","GSW","WAS"
2017-04-02,"09:00 pm","PHO","HOU"
2017-04-04,"07:00 pm","PHI","BRK"
2017-04-04,"07:00 pm","WAS","CHO"
2017-04-04,"07:00 pm","CLE","ORL"
2017-04-04,"07:00 pm","IND","TOR"
2017-04-04,"08:00 pm","NYK","CHI"
2017-04-04,"08:00 pm","NOP","DEN"
2017-04-04,"08:00 pm","OKC","MIL"
2017-04-04,"08:30 pm","SAS","MEM"
2017-04-04,"10:30 pm","SAC","DAL"
2017-04-04,"10:30 pm","GSW","MIN"
2017-04-04,"10:30 pm","UTA","POR"
2017-04-05,"07:00 pm","CHO","MIA"
2017-04-05,"07:30 pm","DET","TOR"
2017-04-05,"08:00 pm","BOS","CLE"
2017-04-05,"08:00 pm","HOU","DEN"
2017-04-05,"08:00 pm","MEM","OKC"
2017-04-05,"08:30 pm","SAS","LAL"
2017-04-05,"10:00 pm","PHO","GSW"
2017-04-05,"10:30 pm","LAC","DAL"
2017-04-06,"07:00 pm","ORL","BRK"
2017-04-06,"07:00 pm","PHI","CHI"
2017-04-06,"07:00 pm","IND","MIL"
2017-04-06,"07:30 pm","NYK","WAS"
2017-04-06,"08:00 pm","ATL","BOS"
2017-04-06,"10:30 pm","POR","MIN"
2017-04-07,"07:30 pm","CLE","ATL"
2017-04-07,"07:30 pm","TOR","MIA"
2017-04-07,"08:00 pm","HOU","DET"
2017-04-07,"08:00 pm","MEM","NYK"
2017-04-07,"08:30 pm","DAL","SAS"
2017-04-07,"09:00 pm","UTA","MIN"
2017-04-07,"09:00 pm","DEN","NOP"
2017-04-07,"10:00 pm","PHO","OKC"
2017-04-07,"10:30 pm","LAL","SAC"
2017-04-08,"05:00 pm","BRK","CHI"
2017-04-08,"06:00 pm","CHO","BOS"
2017-04-08,"06:00 pm","ORL","IND"
2017-04-08,"07:00 pm","WAS","MIA"
2017-04-08,"07:00 pm","PHI","MIL"
2017-04-08,"08:30 pm","SAS","LAC"
2017-04-08,"10:00 pm","POR","UTA"
2017-04-08,"10:30 pm","GSW","NOP"
2017-04-09,"01:00 pm","NYK","TOR"
2017-04-09,"03:30 pm","ATL","CLE"
2017-04-09,"05:00 pm","DEN","OKC"
2017-04-09,"06:00 pm","PHO","DAL"
2017-04-09,"06:00 pm","MEM","DET"
2017-04-09,"06:00 pm","SAC","HOU"
2017-04-09,"09:30 pm","LAL","MIN"
2017-04-10,"07:00 pm","PHI","IND"
2017-04-10,"07:30 pm","BOS","BRK"
2017-04-10,"07:30 pm","MIA","CLE"
2017-04-10,"08:00 pm","MIL","CHO"
2017-04-10,"08:00 pm","CHI","ORL"
2017-04-10,"08:00 pm","DET","WAS"
2017-04-10,"10:00 pm","POR","SAS"
2017-04-10,"10:30 pm","LAC","HOU"
2017-04-10,"10:30 pm","GSW","UTA"
2017-04-11,"07:30 pm","ATL","CHO"
2017-04-11,"08:00 pm","MIN","OKC"
2017-04-11,"08:30 pm","DAL","DEN"
2017-04-11,"10:30 pm","LAL","NOP"
2017-04-11,"10:30 pm","SAC","PHO"
2017-04-12,"08:00 pm","IND","ATL"
2017-04-12,"08:00 pm","CHI","BRK"
2017-04-12,"08:00 pm","MEM","DAL"
2017-04-12,"08:00 pm","OKC","DEN"
2017-04-12,"08:00 pm","ORL","DET"
2017-04-12,"08:00 pm","BOS","MIL"
2017-04-12,"08:00 pm","HOU","MIN"
2017-04-12,"08:00 pm","NYK","PHI"
2017-04-12,"08:00 pm","CLE","TOR"
2017-04-12,"08:00 pm","MIA","WAS"
2017-04-12,"10:00 pm","UTA","SAS"
2017-04-12,"10:30 pm","GSW","LAL"
2017-04-12,"10:30 pm","POR","NOP"
2017-04-12,"10:30 pm","LAC","SAC"
